,game,player,color,move,turn,timestamp
1749,25,Tombombadillen,White,Kc2,41,0:01:52
1750,25,Alfons2357,Black,Rd2+,42,0:02:13
1751,25,Tombombadillen,White,Nxd2,43,0:01:58
1752,25,Alfons2357,Black,Qxg5,44,0:02:14
1753,25,Tombombadillen,White,Qc8+,45,0:02:05
1754,25,Alfons2357,Black,Kf7,46,0:02:24
1755,25,Tombombadillen,White,Rxh1,47,0:02:06
1756,25,Alfons2357,Black,Qf5+,48,0:02:27
1757,25,Tombombadillen,White,Kb3,49,0:02:07
1758,25,Alfons2357,Black,g6,50,0:02:34
1759,25,Tombombadillen,White,Rf1,51,0:02:12
1760,25,Alfons2357,Black,Bg7,52,0:02:43
1761,25,Tombombadillen,White,Qxb7,53,0:02:13
1762,25,Alfons2357,Black,Rb8,54,0:02:49
1763,25,Tombombadillen,White,Qxb8,55,0:02:35
1764,25,Alfons2357,Black,Qxf1,56,0:02:50
1765,25,Tombombadillen,White,Nxf1,57,0:02:42
1766,25,Alfons2357,Black,h6,58,0:02:52
1767,25,Tombombadillen,White,Qxa7,59,0:02:56
1768,26,Alfons2357,White,e4,1,0:02:55
1769,26,GrindChess1,Black,e5,2,0:02:58
1770,26,Alfons2357,White,Nf3,3,0:02:55
1771,26,GrindChess1,Black,Nc6,4,0:02:59
1772,26,Alfons2357,White,c3,5,0:03:00
1773,26,GrindChess1,Black,d6,6,0:00:18
1774,26,Alfons2357,White,Qa4,7,0:00:03
1775,26,GrindChess1,Black,Bg4,8,0:00:20
1776,26,Alfons2357,White,Bb5,9,0:00:03
1777,26,GrindChess1,Black,Qd7,10,0:00:22
1778,26,Alfons2357,White,d4,11,0:00:04
1779,26,GrindChess1,Black,Bxf3,12,0:00:23
1780,26,Alfons2357,White,d5,13,0:00:04
1781,26,GrindChess1,Black,Bxg2,14,0:00:25
1782,26,Alfons2357,White,dxc6,15,0:00:04
1783,26,GrindChess1,Black,Qc8,16,0:00:27
1784,26,Alfons2357,White,cxb7+,17,0:00:06
1785,27,Rajeshpandit2828,White,e4,1,0:00:29
1786,27,Alfons2357,Black,c6,2,0:00:07
1787,27,Rajeshpandit2828,White,c4,3,0:00:30
1788,27,Alfons2357,Black,d5,4,0:00:10
1789,27,Rajeshpandit2828,White,c5,5,0:00:32
1790,27,Alfons2357,Black,g6,6,0:00:11
1791,27,Rajeshpandit2828,White,e5,7,0:00:34
1792,27,Alfons2357,Black,Bf5,8,0:00:11
1793,27,Rajeshpandit2828,White,d4,9,0:00:35
1794,27,Alfons2357,Black,e6,10,0:00:16
1795,27,Rajeshpandit2828,White,g4,11,0:00:36
1796,27,Alfons2357,Black,b6,12,0:00:17
1797,27,Rajeshpandit2828,White,gxf5,13,0:00:38
1798,27,Alfons2357,Black,f6,14,0:00:18
1799,27,Rajeshpandit2828,White,fxg6,15,0:00:39
1800,27,Alfons2357,Black,hxg6,16,0:00:19
1801,27,Rajeshpandit2828,White,Nh3,17,0:00:50
1802,27,Alfons2357,Black,Nd7,18,0:00:28
1803,27,Rajeshpandit2828,White,Qa4,19,0:00:51
1804,27,Alfons2357,Black,Ne7,20,0:00:31
1805,27,Rajeshpandit2828,White,exf6,21,0:00:55
1806,27,Alfons2357,Black,Nxf6,22,0:00:35
1807,27,Rajeshpandit2828,White,Bg5,23,0:00:58
1808,27,Alfons2357,Black,Ne4,24,0:00:35
1809,27,Rajeshpandit2828,White,Bxe7,25,0:01:00
1810,27,Alfons2357,Black,Bxe7,26,0:00:37
1811,27,Rajeshpandit2828,White,Qxc6+,27,0:01:02
1812,27,Alfons2357,Black,Kf7,28,0:00:49
1813,27,Rajeshpandit2828,White,Bd3,29,0:01:05
1814,27,Alfons2357,Black,Rxh3,30,0:00:55
1815,27,Rajeshpandit2828,White,Bxe4,31,0:01:07
1816,27,Alfons2357,Black,Rc8,32,0:00:56
1817,27,Rajeshpandit2828,White,Bxg6+,33,0:01:09
1818,27,Alfons2357,Black,Kxg6,34,0:00:57
1819,27,Rajeshpandit2828,White,Qa4,35,0:01:12
1820,27,Alfons2357,Black,Rc7,36,0:01:01
1821,27,Rajeshpandit2828,White,Qc2+,37,0:01:14
1822,27,Alfons2357,Black,Kf7,38,0:01:03
1823,27,Rajeshpandit2828,White,Rg1,39,0:01:20
1824,27,Alfons2357,Black,Qh8,40,0:01:07
1825,27,Rajeshpandit2828,White,Qg6+,41,0:01:25
1826,27,Alfons2357,Black,Kf8,42,0:01:08
1827,27,Rajeshpandit2828,White,Nc3,43,0:01:26
1828,27,Alfons2357,Black,Rxh2,44,0:01:08
1829,27,Rajeshpandit2828,White,Nb5,45,0:01:29
1830,27,Alfons2357,Black,Rd7,46,0:01:12
1831,27,Rajeshpandit2828,White,Qxe6,47,0:01:30
1832,27,Alfons2357,Black,Qxd4,48,0:01:16
1833,27,Rajeshpandit2828,White,Qg8#,49,0:01:33
1834,28,Alfons2357,White,e4,1,0:01:22
1835,28,AN1701,Black,e5,2,0:01:38
1836,28,Alfons2357,White,Nf3,3,0:01:24
1837,28,AN1701,Black,d6,4,0:01:39
1838,28,Alfons2357,White,c3,5,0:01:36
1839,28,AN1701,Black,Bg4,6,0:01:44
1840,28,Alfons2357,White,Qa4+,7,0:01:37
1841,28,AN1701,Black,Nc6,8,0:01:48
1842,28,Alfons2357,White,Bb5,9,0:01:42
1843,28,AN1701,Black,Qd7,10,0:01:50
1844,28,Alfons2357,White,d4,11,0:01:47
1845,28,AN1701,Black,Bxf3,12,0:01:53
1846,28,Alfons2357,White,d5,13,0:01:48
1847,28,AN1701,Black,Bxg2,14,0:02:00
1848,28,Alfons2357,White,dxc6,15,0:01:49
1849,28,AN1701,Black,bxc6,16,0:02:16
1850,28,Alfons2357,White,Bxc6,17,0:02:07
1851,28,AN1701,Black,Qxc6,18,0:02:19
1852,28,Alfons2357,White,Qxc6+,19,0:02:10
1853,28,AN1701,Black,Ke7,20,0:02:29
1854,28,Alfons2357,White,Qxa8,21,0:02:11
1855,28,AN1701,Black,Bxh1,22,0:02:32
1856,28,Alfons2357,White,Bg5+,23,0:02:12
1857,28,AN1701,Black,f6,24,0:02:39
1858,28,Alfons2357,White,Nd2,25,0:02:26
1859,28,AN1701,Black,h6,26,0:02:40
1860,28,Alfons2357,White,Be3,27,0:02:30
1861,28,AN1701,Black,g5,28,0:02:48
1862,28,Alfons2357,White,Ke2,29,0:02:37
1863,28,AN1701,Black,f5,30,0:02:51
1864,28,Alfons2357,White,Rxh1,31,0:02:43
1865,28,AN1701,Black,fxe4,32,0:02:53
1866,28,Alfons2357,White,Nxe4,33,0:02:44
1867,28,AN1701,Black,Nf6,34,0:02:56
1868,28,Alfons2357,White,f3,35,0:02:48
1869,28,AN1701,Black,Nxe4,36,0:02:57
1870,28,Alfons2357,White,fxe4,37,0:02:50
1871,28,AN1701,Black,Bg7,38,0:02:58
1872,28,Alfons2357,White,Qd5,39,0:02:50
1873,28,AN1701,Black,Kd7,40,0:02:59
1874,28,Alfons2357,White,c4,41,0:02:52
1875,28,AN1701,Black,c6,42,0:02:59
1876,28,Alfons2357,White,Qf7+,43,0:02:53
