,game,player,color,move,turn
1235,19,Alfons2357,White,Qb5,21
1236,19,CulturedThug,Black,dxe5,22
1237,19,Alfons2357,White,Qxb7+,23
1238,19,CulturedThug,Black,Be7,24
1239,19,Alfons2357,White,Be3,25
1240,19,CulturedThug,Black,Re8,26
1241,19,Alfons2357,White,Nc3,27
1242,19,CulturedThug,Black,Kg8,28
1243,19,Alfons2357,White,Rad1,29
1244,19,CulturedThug,Black,Qb8,30
1245,19,Alfons2357,White,Qxb8,31
1246,19,CulturedThug,Black,Raxb8,32
1247,19,Alfons2357,White,b3,33
1248,19,CulturedThug,Black,Ng4,34
1249,19,Alfons2357,White,Bc1,35
1250,19,CulturedThug,Black,c4,36
1251,19,Alfons2357,White,Ne4,37
1252,19,CulturedThug,Black,cxb3,38
1253,19,Alfons2357,White,axb3,39
1254,19,CulturedThug,Black,Bf5,40
1255,19,Alfons2357,White,f3,41
1256,19,CulturedThug,Black,Bxe4,42
1257,19,Alfons2357,White,fxe4,43
1258,19,CulturedThug,Black,Bc5+,44
1259,19,Alfons2357,White,Kh1,45
1260,19,CulturedThug,Black,Nf2+,46
1261,19,Alfons2357,White,Rxf2,47
1262,19,CulturedThug,Black,Bxf2,48
1263,19,Alfons2357,White,Rd7,49
1264,19,CulturedThug,Black,a5,50
1265,19,Alfons2357,White,Bb2,51
1266,19,CulturedThug,Black,Bh4,52
1267,19,Alfons2357,White,g3,53
1268,19,CulturedThug,Black,Bf6,54
1269,19,Alfons2357,White,Kg2,55
1270,19,CulturedThug,Black,a4,56
1271,19,Alfons2357,White,Kf3,57
1272,19,CulturedThug,Black,axb3,58
1273,19,Alfons2357,White,cxb3,59
1274,19,CulturedThug,Black,Rxb3+,60
1275,19,Alfons2357,White,Kg4,61
1276,19,CulturedThug,Black,Rxb2,62
1277,19,Alfons2357,White,Kh3,63
1278,19,CulturedThug,Black,Rb4,64
1279,19,Alfons2357,White,Rd3,65
1280,19,CulturedThug,Black,Rxe4,66
1281,19,Alfons2357,White,Re3,67
1282,20,Alfons2357,White,e4,1
1283,20,lorenzolito,Black,e5,2
1284,20,Alfons2357,White,Nf3,3
1285,20,lorenzolito,Black,Nc6,4
1286,20,Alfons2357,White,Bc4,5
1287,20,lorenzolito,Black,f6,6
1288,20,Alfons2357,White,d4,7
1289,20,lorenzolito,Black,exd4,8
1290,20,Alfons2357,White,Nxd4,9
1291,20,lorenzolito,Black,Qe7,10
1292,20,Alfons2357,White,Nc3,11
1293,20,lorenzolito,Black,Ne5,12
1294,20,Alfons2357,White,Bxg8,13
1295,20,lorenzolito,Black,Rxg8,14
1296,20,Alfons2357,White,Ncb5,15
1297,20,lorenzolito,Black,d5,16
1298,20,Alfons2357,White,Bf4,17
1299,20,lorenzolito,Black,c6,18
1300,20,Alfons2357,White,Nc7+,19
1301,20,lorenzolito,Black,Qxc7,20
1302,20,Alfons2357,White,Qh5+,21
1303,20,lorenzolito,Black,Qf7,22
1304,20,Alfons2357,White,Qxh7,23
1305,20,lorenzolito,Black,dxe4,24
1306,20,Alfons2357,White,O-O-O,25
1307,20,lorenzolito,Black,Bc5,26
1308,20,Alfons2357,White,Qxe4,27
1309,20,lorenzolito,Black,Qxa2,28
1310,20,Alfons2357,White,Nb3,29
1311,20,lorenzolito,Black,Be6,30
1312,20,Alfons2357,White,Nxc5,31
1313,20,lorenzolito,Black,Qa1+,32
1314,20,Alfons2357,White,Kd2,33
1315,20,lorenzolito,Black,Rd8+,34
1316,20,Alfons2357,White,Ke2,35
1317,20,lorenzolito,Black,Bc4+,36
1318,20,Alfons2357,White,Nd3,37
1319,20,lorenzolito,Black,Bxd3+,38
1320,20,Alfons2357,White,Ke3,39
1321,20,lorenzolito,Black,Bxe4,40
1322,20,Alfons2357,White,Rxa1,41
1323,20,lorenzolito,Black,Nc4+,42
1324,20,Alfons2357,White,Kxe4,43
1325,20,lorenzolito,Black,Nxb2,44
1326,20,Alfons2357,White,Kf5,45
1327,20,lorenzolito,Black,Kf7,46
1328,20,Alfons2357,White,Rhe1,47
1329,20,lorenzolito,Black,Rd5+,48
1330,20,Alfons2357,White,Kg4,49
