"game";"player";"color";"move";"turn"
43;"Alfons2357";"White";"Ne7+";99
43;"Chemtech46";"Black";"Kf6";100
43;"Alfons2357";"White";"Nd5+";101
43;"Chemtech46";"Black";"Ke5";102
43;"Alfons2357";"White";"Ne3";103
43;"Chemtech46";"Black";"Rg3";104
43;"Alfons2357";"White";"b5";105
43;"Chemtech46";"Black";"axb5+";106
43;"Alfons2357";"White";"Kxb5";107
43;"Chemtech46";"Black";"f4";108
43;"Alfons2357";"White";"Kb6";109
43;"Chemtech46";"Black";"fxe3";110
43;"Alfons2357";"White";"Kxb7";111
43;"Chemtech46";"Black";"e2";112
43;"Alfons2357";"White";"a6";113
43;"Chemtech46";"Black";"e1=Q";114
43;"Alfons2357";"White";"a7";115
43;"Chemtech46";"Black";"Qe4+";116
43;"Alfons2357";"White";"Kb8";117
43;"Chemtech46";"Black";"Rg8+";118
43;"Alfons2357";"White";"Kc7";119
43;"Chemtech46";"Black";"Ra8";120
43;"Alfons2357";"White";"Kb6";121
43;"Chemtech46";"Black";"Qe3+";122
43;"Alfons2357";"White";"Ka6";123
43;"Chemtech46";"Black";"Rxa7+";124
43;"Alfons2357";"White";"Kb5";125
43;"Chemtech46";"Black";"Qxc3";126
43;"Alfons2357";"White";"Kb6";127
43;"Chemtech46";"Black";"Qa3";128
43;"Alfons2357";"White";"Kc6";129
43;"Chemtech46";"Black";"d5";130
43;"Alfons2357";"White";"Kb5";131
43;"Chemtech46";"Black";"Qa5+";132
43;"Alfons2357";"White";"Kc6";133
43;"Chemtech46";"Black";"Rh7";134
44;"Alfons2357";"White";"e4";1
44;"jurikla79";"Black";"e5";2
44;"Alfons2357";"White";"Nf3";3
44;"jurikla79";"Black";"Nc6";4
44;"Alfons2357";"White";"Bc4";5
44;"jurikla79";"Black";"Nf6";6
44;"Alfons2357";"White";"Ng5";7
44;"jurikla79";"Black";"d5";8
44;"Alfons2357";"White";"exd5";9
44;"jurikla79";"Black";"Nxd5";10
44;"Alfons2357";"White";"d3";11
44;"jurikla79";"Black";"Be6";12
44;"Alfons2357";"White";"Nxe6";13
44;"jurikla79";"Black";"fxe6";14
44;"Alfons2357";"White";"Bb5";15
44;"jurikla79";"Black";"a6";16
44;"Alfons2357";"White";"Bxc6+";17
44;"jurikla79";"Black";"bxc6";18
44;"Alfons2357";"White";"O-O";19
44;"jurikla79";"Black";"Bc5";20
44;"Alfons2357";"White";"Bd2";21
44;"jurikla79";"Black";"O-O";22
44;"Alfons2357";"White";"Qe2";23
44;"jurikla79";"Black";"Bd4";24
44;"Alfons2357";"White";"c3";25
44;"jurikla79";"Black";"Bc5";26
44;"Alfons2357";"White";"Qxe5";27
44;"jurikla79";"Black";"Qe7";28
44;"Alfons2357";"White";"c4";29
44;"jurikla79";"Black";"Bd6";30
44;"Alfons2357";"White";"Qd4";31
44;"jurikla79";"Black";"Nb4";32
44;"Alfons2357";"White";"Nc3";33
44;"jurikla79";"Black";"Nc2";34
44;"Alfons2357";"White";"Rab1";35
44;"jurikla79";"Black";"Nxd4";36
44;"Alfons2357";"White";"Rfe1";37
44;"jurikla79";"Black";"e5";38
44;"Alfons2357";"White";"Re4";39
44;"jurikla79";"Black";"c5";40
44;"Alfons2357";"White";"Rg4";41
44;"jurikla79";"Black";"Qf6";42
44;"Alfons2357";"White";"Ne4";43
44;"jurikla79";"Black";"Qf5";44
44;"Alfons2357";"White";"f3";45
44;"jurikla79";"Black";"Ne2+";46
44;"Alfons2357";"White";"Kf2";47
44;"jurikla79";"Black";"Nf4";48
44;"Alfons2357";"White";"Rg5";49
44;"jurikla79";"Black";"Qf6";50
44;"Alfons2357";"White";"Nxf6+";51
44;"jurikla79";"Black";"Rxf6";52
44;"Alfons2357";"White";"a3";53
44;"jurikla79";"Black";"Nxd3+";54
44;"Alfons2357";"White";"Ke2";55
44;"jurikla79";"Black";"Nf4+";56
44;"Alfons2357";"White";"Bxf4";57
44;"jurikla79";"Black";"Rxf4";58
44;"Alfons2357";"White";"Ke3";59
44;"jurikla79";"Black";"Rxc4";60
44;"Alfons2357";"White";"g3";61
44;"jurikla79";"Black";"h6";62
44;"Alfons2357";"White";"b3";63
44;"jurikla79";"Black";"Rc3+";64
44;"Alfons2357";"White";"Ke4";65
44;"jurikla79";"Black";"Rf8";66
44;"Alfons2357";"White";"Kd5";67
44;"jurikla79";"Black";"hxg5";68
44;"Alfons2357";"White";"b4";69
44;"jurikla79";"Black";"cxb4";70
44;"Alfons2357";"White";"axb4";71
44;"jurikla79";"Black";"Rcxf3";72
44;"Alfons2357";"White";"b5";73
44;"jurikla79";"Black";"axb5";74
44;"Alfons2357";"White";"Rxb5";75
44;"jurikla79";"Black";"Rd3+";76
44;"Alfons2357";"White";"Ke6";77
44;"jurikla79";"Black";"Re8+";78
44;"Alfons2357";"White";"Kd7";79
44;"jurikla79";"Black";"Ra8";80
44;"Alfons2357";"White";"Ke6";81
44;"jurikla79";"Black";"e4";82
44;"Alfons2357";"White";"Kf5";83
44;"jurikla79";"Black";"e3";84
44;"Alfons2357";"White";"Kg6";85
44;"jurikla79";"Black";"e2";86
44;"Alfons2357";"White";"Rf5";87
44;"jurikla79";"Black";"e1=Q";88
44;"Alfons2357";"White";"Kxg5";89
44;"jurikla79";"Black";"Qe3+";90
44;"Alfons2357";"White";"Kg6";91
44;"jurikla79";"Black";"Qe4";92
44;"Alfons2357";"White";"Kg5";93
44;"jurikla79";"Black";"Rd5";94
44;"Alfons2357";"White";"Kg6";95
44;"jurikla79";"Black";"Qxf5#";96
45;"Alfons2357";"White";"e4";1
45;"IntoDisney";"Black";"e5";2
45;"Alfons2357";"White";"Nf3";3
45;"IntoDisney";"Black";"Nc6";4
45;"Alfons2357";"White";"Bc4";5
45;"IntoDisney";"Black";"Bc5";6
45;"Alfons2357";"White";"Ng5";7
45;"IntoDisney";"Black";"Nh6";8
45;"Alfons2357";"White";"d3";9
45;"IntoDisney";"Black";"d6";10
45;"Alfons2357";"White";"c3";11
45;"IntoDisney";"Black";"O-O";12
45;"Alfons2357";"White";"Na3";13
45;"IntoDisney";"Black";"Qf6";14
45;"Alfons2357";"White";"O-O";15
45;"IntoDisney";"Black";"Ng4";16
45;"Alfons2357";"White";"Be3";17
45;"IntoDisney";"Black";"Nxe3";18
45;"Alfons2357";"White";"fxe3";19
45;"IntoDisney";"Black";"Bxe3+";20
45;"Alfons2357";"White";"Kh1";21
45;"IntoDisney";"Black";"Qh6";22
45;"Alfons2357";"White";"Rxf7";23
45;"IntoDisney";"Black";"Bxg5";24
45;"Alfons2357";"White";"Rf6+";25
45;"IntoDisney";"Black";"Kh8";26
45;"Alfons2357";"White";"Rxh6";27
45;"IntoDisney";"Black";"Bxh6";28
45;"Alfons2357";"White";"Qh5";29
45;"IntoDisney";"Black";"Ne7";30
45;"Alfons2357";"White";"Kg1";31
45;"IntoDisney";"Black";"Ng6";32
45;"Alfons2357";"White";"g3";33
45;"IntoDisney";"Black";"Be3+";34
45;"Alfons2357";"White";"Kg2";35
45;"IntoDisney";"Black";"Rf2+";36
45;"Alfons2357";"White";"Kg1";37
45;"IntoDisney";"Black";"Rxb2+";38
45;"Alfons2357";"White";"Kf1";39
45;"IntoDisney";"Black";"Rf2+";40
45;"Alfons2357";"White";"Ke1";41
45;"IntoDisney";"Black";"Rf6";42
45;"Alfons2357";"White";"Nb5";43
45;"IntoDisney";"Black";"Be6";44
45;"Alfons2357";"White";"Bxe6";45
45;"IntoDisney";"Black";"Rxe6";46
45;"Alfons2357";"White";"Nxc7";47
45;"IntoDisney";"Black";"Ree8";48
45;"Alfons2357";"White";"Nxa8";49
45;"IntoDisney";"Black";"Rxa8";50
45;"Alfons2357";"White";"Ke2";51
45;"IntoDisney";"Black";"Bb6";52
45;"Alfons2357";"White";"Rf1";53
45;"IntoDisney";"Black";"Rc8";54
45;"Alfons2357";"White";"Qf5";55
45;"IntoDisney";"Black";"Ba5";56
45;"Alfons2357";"White";"Qxc8+";57
46;"Alfons2357";"White";"e4";1
46;"karpinsky";"Black";"e5";2
46;"Alfons2357";"White";"Nf3";3
46;"karpinsky";"Black";"Nc6";4
46;"Alfons2357";"White";"Bc4";5
46;"karpinsky";"Black";"Bc5";6
46;"Alfons2357";"White";"Ng5";7
46;"karpinsky";"Black";"Qxg5";8
46;"Alfons2357";"White";"d4";9
46;"karpinsky";"Black";"Bxd4";10
46;"Alfons2357";"White";"Bxg5";11
46;"karpinsky";"Black";"Bxb2";12
46;"Alfons2357";"White";"Nd2";13
46;"karpinsky";"Black";"Bxa1";14
46;"Alfons2357";"White";"Qxa1";15
46;"karpinsky";"Black";"Nd4";16
46;"Alfons2357";"White";"Qc3";17
46;"karpinsky";"Black";"h6";18
46;"Alfons2357";"White";"Qb4";19
46;"karpinsky";"Black";"Nxc2+";20
46;"Alfons2357";"White";"Ke2";21
46;"karpinsky";"Black";"Nxb4";22
46;"Alfons2357";"White";"Rc1";23
46;"karpinsky";"Black";"hxg5";24
46;"Alfons2357";"White";"a3";25
46;"karpinsky";"Black";"Nc6";26
46;"Alfons2357";"White";"Ke3";27
46;"karpinsky";"Black";"d6";28
46;"Alfons2357";"White";"Bd5";29
46;"karpinsky";"Black";"Nf6";30
46;"Alfons2357";"White";"f3";31
46;"karpinsky";"Black";"Nxd5+";32
46;"Alfons2357";"White";"exd5";33
46;"karpinsky";"Black";"Nd4";34
46;"Alfons2357";"White";"Rxc7";35
46;"karpinsky";"Black";"O-O";36
46;"Alfons2357";"White";"Ne4";37
46;"karpinsky";"Black";"Rd8";38
46;"Alfons2357";"White";"g3";39
46;"karpinsky";"Black";"Rd7";40
46;"Alfons2357";"White";"Rxd7";41
46;"karpinsky";"Black";"Bxd7";42
46;"Alfons2357";"White";"Nxg5";43
46;"karpinsky";"Black";"f6";44
46;"Alfons2357";"White";"Ne4";45
46;"karpinsky";"Black";"b6";46
46;"Alfons2357";"White";"Nxd6";47
46;"karpinsky";"Black";"Nc2+";48
46;"Alfons2357";"White";"Ke4";49
46;"karpinsky";"Black";"Nxa3";50
46;"Alfons2357";"White";"h4";51
46;"karpinsky";"Black";"b5";52
46;"Alfons2357";"White";"g4";53
46;"karpinsky";"Black";"b4";54
46;"Alfons2357";"White";"Nc4";55
46;"karpinsky";"Black";"b3";56
46;"Alfons2357";"White";"h5";57
46;"karpinsky";"Black";"Nxc4";58
46;"Alfons2357";"White";"Kd3";59
46;"karpinsky";"Black";"Rc8";60
47;"Alfons2357";"White";"e4";1
47;"japlin007";"Black";"e5";2
47;"Alfons2357";"White";"Nf3";3
47;"japlin007";"Black";"Nc6";4
47;"Alfons2357";"White";"Bc4";5
47;"japlin007";"Black";"Bc5";6
47;"Alfons2357";"White";"O-O";7
47;"japlin007";"Black";"Nf6";8
47;"Alfons2357";"White";"d3";9
47;"japlin007";"Black";"O-O";10
47;"Alfons2357";"White";"Re1";11
47;"japlin007";"Black";"d6";12
47;"Alfons2357";"White";"Be3";13
47;"japlin007";"Black";"Bxe3";14
47;"Alfons2357";"White";"Rxe3";15
47;"japlin007";"Black";"Ng4";16
47;"Alfons2357";"White";"Re2";17
47;"japlin007";"Black";"Nd4";18
47;"Alfons2357";"White";"Nxd4";19
47;"japlin007";"Black";"exd4";20
47;"Alfons2357";"White";"h3";21
47;"japlin007";"Black";"Ne5";22
47;"Alfons2357";"White";"Nd2";23
47;"japlin007";"Black";"Nxc4";24
47;"Alfons2357";"White";"Nxc4";25
47;"japlin007";"Black";"Qg5";26
47;"Alfons2357";"White";"Qd2";27
47;"japlin007";"Black";"Qg6";28
47;"Alfons2357";"White";"Rae1";29
47;"japlin007";"Black";"Bxh3";30
47;"Alfons2357";"White";"f4";31
47;"japlin007";"Black";"b5";32
47;"Alfons2357";"White";"Na5";33
47;"japlin007";"Black";"Bg4";34
47;"Alfons2357";"White";"f5";35
47;"japlin007";"Black";"Qh5";36
47;"Alfons2357";"White";"Rf2";37
47;"japlin007";"Black";"Qh4";38
47;"Alfons2357";"White";"c4";39
47;"japlin007";"Black";"dxc3";40
47;"Alfons2357";"White";"Qxc3";41
47;"japlin007";"Black";"Qg3";42
47;"Alfons2357";"White";"Qxc7";43
47;"japlin007";"Black";"Qxd3";44
47;"Alfons2357";"White";"Qc6";45
48;"Alfons2357";"White";"e4";1
48;"w_robb15";"Black";"e5";2
48;"Alfons2357";"White";"Nf3";3
48;"w_robb15";"Black";"Nc6";4
48;"Alfons2357";"White";"Bc4";5
48;"w_robb15";"Black";"Bc5";6
48;"Alfons2357";"White";"O-O";7
