"X";"game";"player";"color";"move";"turn";"date"
0;1;"Fischer, Robert J";"White";"e4";1;1970-01-02
1;1;"Euwe, Max";"Black";"c6";2;1970-01-03
2;1;"Fischer, Robert J";"White";"d4";3;1970-01-04
3;1;"Euwe, Max";"Black";"d5";4;1970-01-05
4;1;"Fischer, Robert J";"White";"exd5";5;1970-01-06
5;1;"Euwe, Max";"Black";"cxd5";6;1970-01-07
6;1;"Fischer, Robert J";"White";"c4";7;1970-01-08
7;1;"Euwe, Max";"Black";"Nf6";8;1970-01-09
8;1;"Fischer, Robert J";"White";"Nc3";9;1970-01-10
9;1;"Euwe, Max";"Black";"Nc6";10;1970-01-11
71;2;"Glek, Igor V";"White";"e4";1;1970-01-12
72;2;"Kallai, Gabor";"Black";"c6";2;1970-01-13
73;2;"Glek, Igor V";"White";"c4";3;1970-01-14
74;2;"Kallai, Gabor";"Black";"d5";4;1970-01-15
75;2;"Glek, Igor V";"White";"exd5";5;1970-01-16
76;2;"Kallai, Gabor";"Black";"cxd5";6;1970-01-17
77;2;"Glek, Igor V";"White";"cxd5";7;1970-01-18
78;2;"Kallai, Gabor";"Black";"Nf6";8;1970-01-19
79;2;"Glek, Igor V";"White";"Nc3";9;1970-01-20
80;2;"Kallai, Gabor";"Black";"Nxd5";10;1970-01-21
174;3;"Adams, Michael";"White";"e4";1;1970-01-22
175;3;"Doettling, Fabian";"Black";"c6";2;1970-01-23
176;3;"Adams, Michael";"White";"d4";3;1970-01-24
177;3;"Doettling, Fabian";"Black";"d5";4;1970-01-25
178;3;"Adams, Michael";"White";"exd5";5;1970-01-26
179;3;"Doettling, Fabian";"Black";"cxd5";6;1970-01-27
180;3;"Adams, Michael";"White";"c4";7;1970-01-28
181;3;"Doettling, Fabian";"Black";"Nf6";8;1970-01-29
182;3;"Adams, Michael";"White";"Nc3";9;1970-01-30
183;3;"Doettling, Fabian";"Black";"e6";10;1970-01-31
229;4;"Agrest, Evgenij";"White";"e4";1;1970-02-01
230;4;"Akesson, Ralf";"Black";"c6";2;1970-02-02
231;4;"Agrest, Evgenij";"White";"c4";3;1970-02-03
232;4;"Akesson, Ralf";"Black";"d5";4;1970-02-04
233;4;"Agrest, Evgenij";"White";"exd5";5;1970-02-05
234;4;"Akesson, Ralf";"Black";"cxd5";6;1970-02-06
235;4;"Agrest, Evgenij";"White";"cxd5";7;1970-02-07
236;4;"Akesson, Ralf";"Black";"Nf6";8;1970-02-08
237;4;"Agrest, Evgenij";"White";"Nc3";9;1970-02-09
238;4;"Akesson, Ralf";"Black";"Nxd5";10;1970-02-10
315;5;"Spassky, Boris V";"White";"e4";1;1970-02-11
316;5;"Petrosian, Tigran V";"Black";"c6";2;1970-02-12
317;5;"Spassky, Boris V";"White";"d4";3;1970-02-13
318;5;"Petrosian, Tigran V";"Black";"d5";4;1970-02-14
319;5;"Spassky, Boris V";"White";"exd5";5;1970-02-15
320;5;"Petrosian, Tigran V";"Black";"cxd5";6;1970-02-16
321;5;"Spassky, Boris V";"White";"c4";7;1970-02-17
322;5;"Petrosian, Tigran V";"Black";"Nf6";8;1970-02-18
323;5;"Spassky, Boris V";"White";"Nc3";9;1970-02-19
324;5;"Petrosian, Tigran V";"Black";"e6";10;1970-02-20
401;6;"Spassky, Boris V";"White";"e4";1;1970-02-21
402;6;"Petrosian, Tigran V";"Black";"c6";2;1970-02-22
403;6;"Spassky, Boris V";"White";"d4";3;1970-02-23
404;6;"Petrosian, Tigran V";"Black";"d5";4;1970-02-24
405;6;"Spassky, Boris V";"White";"exd5";5;1970-02-25
406;6;"Petrosian, Tigran V";"Black";"cxd5";6;1970-02-26
407;6;"Spassky, Boris V";"White";"c4";7;1970-02-27
408;6;"Petrosian, Tigran V";"Black";"Nf6";8;1970-02-28
409;6;"Spassky, Boris V";"White";"Nc3";9;1970-03-01
410;6;"Petrosian, Tigran V";"Black";"g6";10;1970-03-02
559;7;"Spassky, Boris V";"White";"e4";1;1970-03-03
560;7;"Petrosian, Tigran V";"Black";"c6";2;1970-03-04
561;7;"Spassky, Boris V";"White";"d4";3;1970-03-05
562;7;"Petrosian, Tigran V";"Black";"d5";4;1970-03-06
563;7;"Spassky, Boris V";"White";"exd5";5;1970-03-07
564;7;"Petrosian, Tigran V";"Black";"cxd5";6;1970-03-08
565;7;"Spassky, Boris V";"White";"c4";7;1970-03-09
566;7;"Petrosian, Tigran V";"Black";"Nf6";8;1970-03-10
567;7;"Spassky, Boris V";"White";"Nc3";9;1970-03-11
568;7;"Petrosian, Tigran V";"Black";"e6";10;1970-03-12
895;11;"Cherniaev, Alexander";"White";"e4";1;1970-03-13
896;11;"Fridman, Daniel";"Black";"c6";2;1970-03-14
897;11;"Cherniaev, Alexander";"White";"d4";3;1970-03-15
898;11;"Fridman, Daniel";"Black";"d5";4;1970-03-16
899;11;"Cherniaev, Alexander";"White";"exd5";5;1970-03-17
900;11;"Fridman, Daniel";"Black";"cxd5";6;1970-03-18
901;11;"Cherniaev, Alexander";"White";"c4";7;1970-03-19
902;11;"Fridman, Daniel";"Black";"Nf6";8;1970-03-20
903;11;"Cherniaev, Alexander";"White";"Nc3";9;1970-03-21
904;11;"Fridman, Daniel";"Black";"Nc6";10;1970-03-22
922;12;"Keitlinghaus, Ludger";"White";"e4";1;1970-03-23
923;12;"Fuhrmann, Daniel";"Black";"c6";2;1970-03-24
924;12;"Keitlinghaus, Ludger";"White";"d4";3;1970-03-25
925;12;"Fuhrmann, Daniel";"Black";"d5";4;1970-03-26
926;12;"Keitlinghaus, Ludger";"White";"exd5";5;1970-03-27
927;12;"Fuhrmann, Daniel";"Black";"cxd5";6;1970-03-28
928;12;"Keitlinghaus, Ludger";"White";"Bd3";7;1970-03-29
929;12;"Fuhrmann, Daniel";"Black";"Nf6";8;1970-03-30
930;12;"Keitlinghaus, Ludger";"White";"h3";9;1970-03-31
931;12;"Fuhrmann, Daniel";"Black";"Nc6";10;1970-04-01
1003;13;"Vajda, Levente";"White";"e4";1;1970-04-02
1004;13;"Mateuta, Gabriel";"Black";"c6";2;1970-04-03
1005;13;"Vajda, Levente";"White";"d4";3;1970-04-04
1006;13;"Mateuta, Gabriel";"Black";"d5";4;1970-04-05
1007;13;"Vajda, Levente";"White";"exd5";5;1970-04-06
1008;13;"Mateuta, Gabriel";"Black";"cxd5";6;1970-04-07
1009;13;"Vajda, Levente";"White";"c4";7;1970-04-08
1010;13;"Mateuta, Gabriel";"Black";"Nf6";8;1970-04-09
1011;13;"Vajda, Levente";"White";"Nc3";9;1970-04-10
1012;13;"Mateuta, Gabriel";"Black";"e6";10;1970-04-11
1088;14;"Acs, Peter";"White";"e4";1;1970-04-12
1089;14;"Berescu, Alin";"Black";"c6";2;1970-04-13
1090;14;"Acs, Peter";"White";"d4";3;1970-04-14
1091;14;"Berescu, Alin";"Black";"d5";4;1970-04-15
1092;14;"Acs, Peter";"White";"exd5";5;1970-04-16
1093;14;"Berescu, Alin";"Black";"cxd5";6;1970-04-17
1094;14;"Acs, Peter";"White";"c4";7;1970-04-18
1095;14;"Berescu, Alin";"Black";"Nf6";8;1970-04-19
1096;14;"Acs, Peter";"White";"Nc3";9;1970-04-20
1097;14;"Berescu, Alin";"Black";"Nc6";10;1970-04-21
1203;15;"Blehm, Pawel";"White";"e4";1;1970-04-22
1204;15;"Doettling, Fabian";"Black";"c6";2;1970-04-23
1205;15;"Blehm, Pawel";"White";"d4";3;1970-04-24
1206;15;"Doettling, Fabian";"Black";"d5";4;1970-04-25
1207;15;"Blehm, Pawel";"White";"exd5";5;1970-04-26
1208;15;"Doettling, Fabian";"Black";"cxd5";6;1970-04-27
1209;15;"Blehm, Pawel";"White";"c4";7;1970-04-28
1210;15;"Doettling, Fabian";"Black";"Nf6";8;1970-04-29
1211;15;"Blehm, Pawel";"White";"Nc3";9;1970-04-30
1212;15;"Doettling, Fabian";"Black";"e6";10;1970-05-01
1321;16;"Lu, Yu Zhong";"White";"e4";1;1970-05-02
1322;16;"Rohde, Michael A";"Black";"c5";2;1970-05-03
1323;16;"Lu, Yu Zhong";"White";"c3";3;1970-05-04
1324;16;"Rohde, Michael A";"Black";"g6";4;1970-05-05
1325;16;"Lu, Yu Zhong";"White";"d4";5;1970-05-06
1326;16;"Rohde, Michael A";"Black";"cxd4";6;1970-05-07
1327;16;"Lu, Yu Zhong";"White";"cxd4";7;1970-05-08
1328;16;"Rohde, Michael A";"Black";"d5";8;1970-05-09
1329;16;"Lu, Yu Zhong";"White";"exd5";9;1970-05-10
1330;16;"Rohde, Michael A";"Black";"Nf6";10;1970-05-11
1399;17;"Gross, David CZE";"White";"e4";1;1970-05-12
1400;17;"Vadasz, Laszlo";"Black";"c6";2;1970-05-13
1401;17;"Gross, David CZE";"White";"d4";3;1970-05-14
1402;17;"Vadasz, Laszlo";"Black";"d5";4;1970-05-15
1403;17;"Gross, David CZE";"White";"exd5";5;1970-05-16
1404;17;"Vadasz, Laszlo";"Black";"cxd5";6;1970-05-17
1405;17;"Gross, David CZE";"White";"c4";7;1970-05-18
1406;17;"Vadasz, Laszlo";"Black";"Nf6";8;1970-05-19
1407;17;"Gross, David CZE";"White";"Nc3";9;1970-05-20
1408;17;"Vadasz, Laszlo";"Black";"e6";10;1970-05-21
1427;18;"Liss, Eran";"White";"e4";1;1970-05-22
1428;18;"Yudasin, Leonid G";"Black";"c6";2;1970-05-23
1429;18;"Liss, Eran";"White";"d4";3;1970-05-24
1430;18;"Yudasin, Leonid G";"Black";"d5";4;1970-05-25
1431;18;"Liss, Eran";"White";"exd5";5;1970-05-26
1432;18;"Yudasin, Leonid G";"Black";"cxd5";6;1970-05-27
1433;18;"Liss, Eran";"White";"c4";7;1970-05-28
1434;18;"Yudasin, Leonid G";"Black";"Nf6";8;1970-05-29
1435;18;"Liss, Eran";"White";"Nc3";9;1970-05-30
1436;18;"Yudasin, Leonid G";"Black";"e6";10;1970-05-31
1474;19;"Onischuk, Alexander";"White";"e4";1;1970-06-01
1475;19;"Zontakh, Andrey";"Black";"c6";2;1970-06-02
1476;19;"Onischuk, Alexander";"White";"c4";3;1970-06-03
1477;19;"Zontakh, Andrey";"Black";"d5";4;1970-06-04
1478;19;"Onischuk, Alexander";"White";"exd5";5;1970-06-05
1479;19;"Zontakh, Andrey";"Black";"cxd5";6;1970-06-06
1480;19;"Onischuk, Alexander";"White";"cxd5";7;1970-06-07
1481;19;"Zontakh, Andrey";"Black";"Nf6";8;1970-06-08
1482;19;"Onischuk, Alexander";"White";"Nc3";9;1970-06-09
1483;19;"Zontakh, Andrey";"Black";"Nxd5";10;1970-06-10
1603;20;"Orlov, Vassily";"White";"e4";1;1970-06-11
1604;20;"Kharitonov, Andrei Y";"Black";"c6";2;1970-06-12
1605;20;"Orlov, Vassily";"White";"d4";3;1970-06-13
1606;20;"Kharitonov, Andrei Y";"Black";"d5";4;1970-06-14
1607;20;"Orlov, Vassily";"White";"exd5";5;1970-06-15
1608;20;"Kharitonov, Andrei Y";"Black";"cxd5";6;1970-06-16
1609;20;"Orlov, Vassily";"White";"c4";7;1970-06-17
1610;20;"Kharitonov, Andrei Y";"Black";"Nf6";8;1970-06-18
1611;20;"Orlov, Vassily";"White";"Nc3";9;1970-06-19
1612;20;"Kharitonov, Andrei Y";"Black";"e6";10;1970-06-20
1728;22;"Orlov, Vassily";"White";"e4";1;1970-06-21
1729;22;"Galkin, Alexander";"Black";"c6";2;1970-06-22
1730;22;"Orlov, Vassily";"White";"d4";3;1970-06-23
1731;22;"Galkin, Alexander";"Black";"d5";4;1970-06-24
1732;22;"Orlov, Vassily";"White";"exd5";5;1970-06-25
1733;22;"Galkin, Alexander";"Black";"cxd5";6;1970-06-26
1734;22;"Orlov, Vassily";"White";"c4";7;1970-06-27
1735;22;"Galkin, Alexander";"Black";"Nf6";8;1970-06-28
1736;22;"Orlov, Vassily";"White";"Nc3";9;1970-06-29
1737;22;"Galkin, Alexander";"Black";"e6";10;1970-06-30
1922;24;"Mellado Trivino, Juan";"White";"e4";1;1970-07-01
1923;24;"Izeta Txabarri, Felix";"Black";"c6";2;1970-07-02
1924;24;"Mellado Trivino, Juan";"White";"d4";3;1970-07-03
1925;24;"Izeta Txabarri, Felix";"Black";"d5";4;1970-07-04
1926;24;"Mellado Trivino, Juan";"White";"exd5";5;1970-07-05
1927;24;"Izeta Txabarri, Felix";"Black";"cxd5";6;1970-07-06
1928;24;"Mellado Trivino, Juan";"White";"c4";7;1970-07-07
1929;24;"Izeta Txabarri, Felix";"Black";"Nf6";8;1970-07-08
1930;24;"Mellado Trivino, Juan";"White";"Nc3";9;1970-07-09
1931;24;"Izeta Txabarri, Felix";"Black";"e6";10;1970-07-10
1955;25;"Renner, Christoph";"White";"e4";1;1970-07-11
1956;25;"Khenkin, Igor";"Black";"c6";2;1970-07-12
1957;25;"Renner, Christoph";"White";"d4";3;1970-07-13
1958;25;"Khenkin, Igor";"Black";"d5";4;1970-07-14
1959;25;"Renner, Christoph";"White";"exd5";5;1970-07-15
1960;25;"Khenkin, Igor";"Black";"cxd5";6;1970-07-16
1961;25;"Renner, Christoph";"White";"Bd3";7;1970-07-17
1962;25;"Khenkin, Igor";"Black";"Nc6";8;1970-07-18
1963;25;"Renner, Christoph";"White";"c3";9;1970-07-19
1964;25;"Khenkin, Igor";"Black";"g6";10;1970-07-20
2027;26;"Sadvakasov, Darmen";"White";"e4";1;1970-07-21
2028;26;"Aliev, Rasim";"Black";"c6";2;1970-07-22
2029;26;"Sadvakasov, Darmen";"White";"c4";3;1970-07-23
2030;26;"Aliev, Rasim";"Black";"d5";4;1970-07-24
2031;26;"Sadvakasov, Darmen";"White";"exd5";5;1970-07-25
2032;26;"Aliev, Rasim";"Black";"cxd5";6;1970-07-26
2033;26;"Sadvakasov, Darmen";"White";"cxd5";7;1970-07-27
2034;26;"Aliev, Rasim";"Black";"Nf6";8;1970-07-28
2035;26;"Sadvakasov, Darmen";"White";"Nc3";9;1970-07-29
2036;26;"Aliev, Rasim";"Black";"g6";10;1970-07-30
2142;28;"Kobalia, Mikhail";"White";"e4";1;1970-07-31
2143;28;"Fressinet, Laurent";"Black";"c6";2;1970-08-01
2144;28;"Kobalia, Mikhail";"White";"d4";3;1970-08-02
2145;28;"Fressinet, Laurent";"Black";"d5";4;1970-08-03
2146;28;"Kobalia, Mikhail";"White";"exd5";5;1970-08-04
2147;28;"Fressinet, Laurent";"Black";"cxd5";6;1970-08-05
2148;28;"Kobalia, Mikhail";"White";"c4";7;1970-08-06
2149;28;"Fressinet, Laurent";"Black";"Nf6";8;1970-08-07
2150;28;"Kobalia, Mikhail";"White";"Nc3";9;1970-08-08
2151;28;"Fressinet, Laurent";"Black";"Nc6";10;1970-08-09
2207;29;"Damaso, Rui";"White";"e4";1;1970-08-10
2208;29;"Peixoto, Antonio";"Black";"c6";2;1970-08-11
2209;29;"Damaso, Rui";"White";"c4";3;1970-08-12
2210;29;"Peixoto, Antonio";"Black";"d5";4;1970-08-13
2211;29;"Damaso, Rui";"White";"exd5";5;1970-08-14
2212;29;"Peixoto, Antonio";"Black";"cxd5";6;1970-08-15
2213;29;"Damaso, Rui";"White";"cxd5";7;1970-08-16
2214;29;"Peixoto, Antonio";"Black";"Nf6";8;1970-08-17
2215;29;"Damaso, Rui";"White";"Nc3";9;1970-08-18
2216;29;"Peixoto, Antonio";"Black";"Nxd5";10;1970-08-19
2258;30;"Waitzkin, Joshua";"White";"e4";1;1970-08-20
2259;30;"Santana, J";"Black";"c6";2;1970-08-21
2260;30;"Waitzkin, Joshua";"White";"c4";3;1970-08-22
2261;30;"Santana, J";"Black";"d5";4;1970-08-23
2262;30;"Waitzkin, Joshua";"White";"cxd5";5;1970-08-24
2263;30;"Santana, J";"Black";"cxd5";6;1970-08-25
2264;30;"Waitzkin, Joshua";"White";"exd5";7;1970-08-26
2265;30;"Santana, J";"Black";"Nf6";8;1970-08-27
2266;30;"Waitzkin, Joshua";"White";"Bb5+";9;1970-08-28
2267;30;"Santana, J";"Black";"Bd7";10;1970-08-29
2339;31;"Ashley, Maurice";"White";"e4";1;1970-08-30
2340;31;"Kacheishvili, Giorgi";"Black";"c6";2;1970-08-31
2341;31;"Ashley, Maurice";"White";"c4";3;1970-09-01
2342;31;"Kacheishvili, Giorgi";"Black";"d5";4;1970-09-02
2343;31;"Ashley, Maurice";"White";"cxd5";5;1970-09-03
2344;31;"Kacheishvili, Giorgi";"Black";"cxd5";6;1970-09-04
2345;31;"Ashley, Maurice";"White";"exd5";7;1970-09-05
2346;31;"Kacheishvili, Giorgi";"Black";"Nf6";8;1970-09-06
2347;31;"Ashley, Maurice";"White";"Bb5+";9;1970-09-07
2348;31;"Kacheishvili, Giorgi";"Black";"Nbd7";10;1970-09-08
2456;32;"Stripunsky, Alexander";"White";"e4";1;1970-09-09
2457;32;"Santana, J";"Black";"c6";2;1970-09-10
2458;32;"Stripunsky, Alexander";"White";"d4";3;1970-09-11
2459;32;"Santana, J";"Black";"d5";4;1970-09-12
2460;32;"Stripunsky, Alexander";"White";"exd5";5;1970-09-13
2461;32;"Santana, J";"Black";"cxd5";6;1970-09-14
2462;32;"Stripunsky, Alexander";"White";"c4";7;1970-09-15
2463;32;"Santana, J";"Black";"Nf6";8;1970-09-16
2464;32;"Stripunsky, Alexander";"White";"Nc3";9;1970-09-17
2465;32;"Santana, J";"Black";"g6";10;1970-09-18
2686;34;"Tomescu, Vlad";"White";"e4";1;1970-09-19
2687;34;"Khenkin, Igor";"Black";"c6";2;1970-09-20
2688;34;"Tomescu, Vlad";"White";"d4";3;1970-09-21
2689;34;"Khenkin, Igor";"Black";"d5";4;1970-09-22
2690;34;"Tomescu, Vlad";"White";"exd5";5;1970-09-23
2691;34;"Khenkin, Igor";"Black";"cxd5";6;1970-09-24
2692;34;"Tomescu, Vlad";"White";"c4";7;1970-09-25
2693;34;"Khenkin, Igor";"Black";"Nf6";8;1970-09-26
2694;34;"Tomescu, Vlad";"White";"Nc3";9;1970-09-27
2695;34;"Khenkin, Igor";"Black";"e6";10;1970-09-28
2750;35;"Dancevski, Orce";"White";"e4";1;1970-09-29
2751;35;"Kocovski, Ivan";"Black";"c6";2;1970-09-30
2752;35;"Dancevski, Orce";"White";"d4";3;1970-10-01
2753;35;"Kocovski, Ivan";"Black";"d5";4;1970-10-02
2754;35;"Dancevski, Orce";"White";"exd5";5;1970-10-03
2755;35;"Kocovski, Ivan";"Black";"cxd5";6;1970-10-04
2756;35;"Dancevski, Orce";"White";"c4";7;1970-10-05
2757;35;"Kocovski, Ivan";"Black";"Nf6";8;1970-10-06
2758;35;"Dancevski, Orce";"White";"Nc3";9;1970-10-07
2759;35;"Kocovski, Ivan";"Black";"e6";10;1970-10-08
2817;37;"Oral, Tomas";"White";"e4";1;1970-10-09
2818;37;"Zenklusen, Rico";"Black";"c6";2;1970-10-10
2819;37;"Oral, Tomas";"White";"d4";3;1970-10-11
2820;37;"Zenklusen, Rico";"Black";"d5";4;1970-10-12
2821;37;"Oral, Tomas";"White";"exd5";5;1970-10-13
2822;37;"Zenklusen, Rico";"Black";"cxd5";6;1970-10-14
2823;37;"Oral, Tomas";"White";"c4";7;1970-10-15
2824;37;"Zenklusen, Rico";"Black";"Nf6";8;1970-10-16
2825;37;"Oral, Tomas";"White";"Nc3";9;1970-10-17
2826;37;"Zenklusen, Rico";"Black";"e6";10;1970-10-18
2874;38;"Bologan, Viktor";"White";"e4";1;1970-10-19
2875;38;"Velicka, Petr";"Black";"c6";2;1970-10-20
2876;38;"Bologan, Viktor";"White";"d4";3;1970-10-21
2877;38;"Velicka, Petr";"Black";"d5";4;1970-10-22
2878;38;"Bologan, Viktor";"White";"exd5";5;1970-10-23
2879;38;"Velicka, Petr";"Black";"cxd5";6;1970-10-24
2880;38;"Bologan, Viktor";"White";"c4";7;1970-10-25
2881;38;"Velicka, Petr";"Black";"Nf6";8;1970-10-26
2882;38;"Bologan, Viktor";"White";"Nc3";9;1970-10-27
2883;38;"Velicka, Petr";"Black";"Nc6";10;1970-10-28
3002;39;"Emms, John M";"White";"e4";1;1970-10-29
3003;39;"Speelman, Jonathan S";"Black";"c6";2;1970-10-30
3004;39;"Emms, John M";"White";"d4";3;1970-10-31
3005;39;"Speelman, Jonathan S";"Black";"d5";4;1970-11-01
3006;39;"Emms, John M";"White";"exd5";5;1970-11-02
3007;39;"Speelman, Jonathan S";"Black";"cxd5";6;1970-11-03
3008;39;"Emms, John M";"White";"c4";7;1970-11-04
3009;39;"Speelman, Jonathan S";"Black";"Nf6";8;1970-11-05
3010;39;"Emms, John M";"White";"Nc3";9;1970-11-06
3011;39;"Speelman, Jonathan S";"Black";"e6";10;1970-11-07
3036;40;"Ekstroem, Roland";"White";"e4";1;1970-11-08
3037;40;"Krizsany, Laszlo";"Black";"c6";2;1970-11-09
3038;40;"Ekstroem, Roland";"White";"d4";3;1970-11-10
3039;40;"Krizsany, Laszlo";"Black";"d5";4;1970-11-11
3040;40;"Ekstroem, Roland";"White";"exd5";5;1970-11-12
3041;40;"Krizsany, Laszlo";"Black";"cxd5";6;1970-11-13
3042;40;"Ekstroem, Roland";"White";"c4";7;1970-11-14
3043;40;"Krizsany, Laszlo";"Black";"Nf6";8;1970-11-15
3044;40;"Ekstroem, Roland";"White";"Nc3";9;1970-11-16
3045;40;"Krizsany, Laszlo";"Black";"Nc6";10;1970-11-17
3093;41;"Brynell, Stellan";"White";"e4";1;1970-11-18
3094;41;"Stefansson, Hannes H";"Black";"c6";2;1970-11-19
3095;41;"Brynell, Stellan";"White";"d4";3;1970-11-20
3096;41;"Stefansson, Hannes H";"Black";"d5";4;1970-11-21
3097;41;"Brynell, Stellan";"White";"exd5";5;1970-11-22
3098;41;"Stefansson, Hannes H";"Black";"cxd5";6;1970-11-23
3099;41;"Brynell, Stellan";"White";"c4";7;1970-11-24
3100;41;"Stefansson, Hannes H";"Black";"Nf6";8;1970-11-25
3101;41;"Brynell, Stellan";"White";"Nc3";9;1970-11-26
3102;41;"Stefansson, Hannes H";"Black";"e6";10;1970-11-27
3179;42;"Tseitlin, Mark D";"White";"e4";1;1970-11-28
3180;42;"Dizdarevic, Emir";"Black";"c6";2;1970-11-29
3181;42;"Tseitlin, Mark D";"White";"d4";3;1970-11-30
3182;42;"Dizdarevic, Emir";"Black";"d5";4;1970-12-01
3183;42;"Tseitlin, Mark D";"White";"exd5";5;1970-12-02
3184;42;"Dizdarevic, Emir";"Black";"cxd5";6;1970-12-03
3185;42;"Tseitlin, Mark D";"White";"c4";7;1970-12-04
3186;42;"Dizdarevic, Emir";"Black";"Nf6";8;1970-12-05
3187;42;"Tseitlin, Mark D";"White";"Nc3";9;1970-12-06
3188;42;"Dizdarevic, Emir";"Black";"Nc6";10;1970-12-07
3252;43;"Becerra Rivero, Julio";"White";"e4";1;1970-12-08
3253;43;"Asrian, Karen";"Black";"c6";2;1970-12-09
3254;43;"Becerra Rivero, Julio";"White";"c4";3;1970-12-10
3255;43;"Asrian, Karen";"Black";"d5";4;1970-12-11
3256;43;"Becerra Rivero, Julio";"White";"exd5";5;1970-12-12
3257;43;"Asrian, Karen";"Black";"cxd5";6;1970-12-13
3258;43;"Becerra Rivero, Julio";"White";"cxd5";7;1970-12-14
3259;43;"Asrian, Karen";"Black";"Nf6";8;1970-12-15
3260;43;"Becerra Rivero, Julio";"White";"Nc3";9;1970-12-16
3261;43;"Asrian, Karen";"Black";"Nxd5";10;1970-12-17
3360;44;"Kunte, Abhijit";"White";"e4";1;1970-12-18
3361;44;"Genba, Vladimir";"Black";"c6";2;1970-12-19
3362;44;"Kunte, Abhijit";"White";"d4";3;1970-12-20
3363;44;"Genba, Vladimir";"Black";"d5";4;1970-12-21
3364;44;"Kunte, Abhijit";"White";"exd5";5;1970-12-22
3365;44;"Genba, Vladimir";"Black";"cxd5";6;1970-12-23
3366;44;"Kunte, Abhijit";"White";"c4";7;1970-12-24
3367;44;"Genba, Vladimir";"Black";"Nf6";8;1970-12-25
3368;44;"Kunte, Abhijit";"White";"Nc3";9;1970-12-26
3369;44;"Genba, Vladimir";"Black";"e6";10;1970-12-27
3413;45;"Bologan, Viktor";"White";"e4";1;1970-12-28
3414;45;"Borges Mateos, Juan";"Black";"c6";2;1970-12-29
3415;45;"Bologan, Viktor";"White";"d4";3;1970-12-30
3416;45;"Borges Mateos, Juan";"Black";"d5";4;1970-12-31
3417;45;"Bologan, Viktor";"White";"exd5";5;1971-01-01
3418;45;"Borges Mateos, Juan";"Black";"cxd5";6;1971-01-02
3419;45;"Bologan, Viktor";"White";"c4";7;1971-01-03
3420;45;"Borges Mateos, Juan";"Black";"Nf6";8;1971-01-04
3421;45;"Bologan, Viktor";"White";"Nc3";9;1971-01-05
3422;45;"Borges Mateos, Juan";"Black";"Nc6";10;1971-01-06
3442;46;"Reinderman, Dimitri";"White";"e4";1;1971-01-07
3443;46;"Yermolinsky, Alex";"Black";"c6";2;1971-01-08
3444;46;"Reinderman, Dimitri";"White";"d4";3;1971-01-09
3445;46;"Yermolinsky, Alex";"Black";"d5";4;1971-01-10
3446;46;"Reinderman, Dimitri";"White";"exd5";5;1971-01-11
3447;46;"Yermolinsky, Alex";"Black";"cxd5";6;1971-01-12
3448;46;"Reinderman, Dimitri";"White";"c4";7;1971-01-13
3449;46;"Yermolinsky, Alex";"Black";"Nf6";8;1971-01-14
3450;46;"Reinderman, Dimitri";"White";"Nc3";9;1971-01-15
3451;46;"Yermolinsky, Alex";"Black";"e6";10;1971-01-16
3512;47;"Reinderman, Dimitri";"White";"e4";1;1971-01-17
3513;47;"Ivanchuk, Vassily";"Black";"d5";2;1971-01-18
3514;47;"Reinderman, Dimitri";"White";"exd5";3;1971-01-19
3515;47;"Ivanchuk, Vassily";"Black";"Nf6";4;1971-01-20
3516;47;"Reinderman, Dimitri";"White";"d4";5;1971-01-21
3517;47;"Ivanchuk, Vassily";"Black";"c6";6;1971-01-22
3518;47;"Reinderman, Dimitri";"White";"c4";7;1971-01-23
3519;47;"Ivanchuk, Vassily";"Black";"cxd5";8;1971-01-24
3520;47;"Reinderman, Dimitri";"White";"Nc3";9;1971-01-25
3521;47;"Ivanchuk, Vassily";"Black";"e6";10;1971-01-26
3617;49;"Ledger, Andrew J";"White";"e4";1;1971-01-27
3618;49;"Schmedders, Hans-Gerd";"Black";"c6";2;1971-01-28
3619;49;"Ledger, Andrew J";"White";"d4";3;1971-01-29
3620;49;"Schmedders, Hans-Gerd";"Black";"d5";4;1971-01-30
3621;49;"Ledger, Andrew J";"White";"exd5";5;1971-01-31
3622;49;"Schmedders, Hans-Gerd";"Black";"cxd5";6;1971-02-01
3623;49;"Ledger, Andrew J";"White";"c4";7;1971-02-02
3624;49;"Schmedders, Hans-Gerd";"Black";"Nf6";8;1971-02-03
3625;49;"Ledger, Andrew J";"White";"Nc3";9;1971-02-04
3626;49;"Schmedders, Hans-Gerd";"Black";"g6";10;1971-02-05
3692;50;"Kharlov, Andrei";"White";"e4";1;1971-02-06
3693;50;"Svetushkin, Dmitry";"Black";"c6";2;1971-02-07
3694;50;"Kharlov, Andrei";"White";"d4";3;1971-02-08
3695;50;"Svetushkin, Dmitry";"Black";"d5";4;1971-02-09
3696;50;"Kharlov, Andrei";"White";"exd5";5;1971-02-10
3697;50;"Svetushkin, Dmitry";"Black";"cxd5";6;1971-02-11
3698;50;"Kharlov, Andrei";"White";"c4";7;1971-02-12
3699;50;"Svetushkin, Dmitry";"Black";"Nf6";8;1971-02-13
3700;50;"Kharlov, Andrei";"White";"Nc3";9;1971-02-14
3701;50;"Svetushkin, Dmitry";"Black";"e6";10;1971-02-15
3735;51;"Prasad, Devaki V";"White";"e4";1;1971-02-16
3736;51;"Kreiman, Boris";"Black";"c6";2;1971-02-17
