"X";"game";"player";"color";"move";"turn";"date"
109538;1454;"Marcelin, Cyril";"Black";"d5";4;1999-11-19
109539;1454;"Flueckiger, Christian";"White";"cxd5";5;1999-11-20
109540;1454;"Marcelin, Cyril";"Black";"cxd5";6;1999-11-21
109541;1454;"Flueckiger, Christian";"White";"exd5";7;1999-11-22
109542;1454;"Marcelin, Cyril";"Black";"Nf6";8;1999-11-23
109543;1454;"Flueckiger, Christian";"White";"Nc3";9;1999-11-24
109544;1454;"Marcelin, Cyril";"Black";"Nxd5";10;1999-11-25
109646;1455;"Marcelin, Cyril";"White";"e4";1;1999-11-26
109647;1455;"Kolbus, Dietmar";"Black";"c6";2;1999-11-27
109648;1455;"Marcelin, Cyril";"White";"c4";3;1999-11-28
109649;1455;"Kolbus, Dietmar";"Black";"d5";4;1999-11-29
109650;1455;"Marcelin, Cyril";"White";"cxd5";5;1999-11-30
109651;1455;"Kolbus, Dietmar";"Black";"cxd5";6;1999-12-01
109652;1455;"Marcelin, Cyril";"White";"exd5";7;1999-12-02
109653;1455;"Kolbus, Dietmar";"Black";"Nf6";8;1999-12-03
109654;1455;"Marcelin, Cyril";"White";"Bb5+";9;1999-12-04
109655;1455;"Kolbus, Dietmar";"Black";"Nbd7";10;1999-12-05
109768;1457;"Van Leent, Dmitri";"White";"e4";1;1999-12-06
109769;1457;"Deviatkin, Andrei";"Black";"c6";2;1999-12-07
109770;1457;"Van Leent, Dmitri";"White";"d4";3;1999-12-08
109771;1457;"Deviatkin, Andrei";"Black";"d5";4;1999-12-09
109772;1457;"Van Leent, Dmitri";"White";"exd5";5;1999-12-10
109773;1457;"Deviatkin, Andrei";"Black";"cxd5";6;1999-12-11
109774;1457;"Van Leent, Dmitri";"White";"c4";7;1999-12-12
109775;1457;"Deviatkin, Andrei";"Black";"Nf6";8;1999-12-13
109776;1457;"Van Leent, Dmitri";"White";"Nc3";9;1999-12-14
109777;1457;"Deviatkin, Andrei";"Black";"g6";10;1999-12-15
109846;1458;"Baumegger, Siegfried";"White";"e4";1;1999-12-16
109847;1458;"Genser, Harald";"Black";"c6";2;1999-12-17
109848;1458;"Baumegger, Siegfried";"White";"d4";3;1999-12-18
109849;1458;"Genser, Harald";"Black";"d5";4;1999-12-19
109850;1458;"Baumegger, Siegfried";"White";"exd5";5;1999-12-20
109851;1458;"Genser, Harald";"Black";"cxd5";6;1999-12-21
109852;1458;"Baumegger, Siegfried";"White";"c4";7;1999-12-22
109853;1458;"Genser, Harald";"Black";"Nf6";8;1999-12-23
109854;1458;"Baumegger, Siegfried";"White";"Nc3";9;1999-12-24
109855;1458;"Genser, Harald";"Black";"e6";10;1999-12-25
109900;1459;"Lehner, Oliver";"White";"e4";1;1999-12-26
109901;1459;"Weiss, Christian";"Black";"c6";2;1999-12-27
109902;1459;"Lehner, Oliver";"White";"d4";3;1999-12-28
109903;1459;"Weiss, Christian";"Black";"d5";4;1999-12-29
109904;1459;"Lehner, Oliver";"White";"exd5";5;1999-12-30
109905;1459;"Weiss, Christian";"Black";"cxd5";6;1999-12-31
109906;1459;"Lehner, Oliver";"White";"c4";7;2000-01-01
109907;1459;"Weiss, Christian";"Black";"Nf6";8;2000-01-02
109908;1459;"Lehner, Oliver";"White";"Nc3";9;2000-01-03
109909;1459;"Weiss, Christian";"Black";"e6";10;2000-01-04
110211;1462;"Sveshnikov, Evgeny E";"White";"e4";1;2000-01-05
110212;1462;"Ehlvest, Jaan";"Black";"c6";2;2000-01-06
110213;1462;"Sveshnikov, Evgeny E";"White";"d4";3;2000-01-07
110214;1462;"Ehlvest, Jaan";"Black";"d5";4;2000-01-08
110215;1462;"Sveshnikov, Evgeny E";"White";"exd5";5;2000-01-09
110216;1462;"Ehlvest, Jaan";"Black";"cxd5";6;2000-01-10
110217;1462;"Sveshnikov, Evgeny E";"White";"Nf3";7;2000-01-11
110218;1462;"Ehlvest, Jaan";"Black";"Nf6";8;2000-01-12
110219;1462;"Sveshnikov, Evgeny E";"White";"c3";9;2000-01-13
110220;1462;"Ehlvest, Jaan";"Black";"Qc7";10;2000-01-14
110270;1463;"Manca, Federico";"White";"e4";1;2000-01-15
110271;1463;"Medvegy, Zoltan";"Black";"c6";2;2000-01-16
110272;1463;"Manca, Federico";"White";"d4";3;2000-01-17
110273;1463;"Medvegy, Zoltan";"Black";"d5";4;2000-01-18
110274;1463;"Manca, Federico";"White";"exd5";5;2000-01-19
110275;1463;"Medvegy, Zoltan";"Black";"cxd5";6;2000-01-20
110276;1463;"Manca, Federico";"White";"c4";7;2000-01-21
110277;1463;"Medvegy, Zoltan";"Black";"Nf6";8;2000-01-22
110278;1463;"Manca, Federico";"White";"Nc3";9;2000-01-23
110279;1463;"Medvegy, Zoltan";"Black";"e6";10;2000-01-24
110300;1464;"Efimenko, Zahar";"White";"e4";1;2000-01-25
110301;1464;"Lahno, Kateryna";"Black";"c6";2;2000-01-26
110302;1464;"Efimenko, Zahar";"White";"d4";3;2000-01-27
110303;1464;"Lahno, Kateryna";"Black";"d5";4;2000-01-28
110304;1464;"Efimenko, Zahar";"White";"exd5";5;2000-01-29
110305;1464;"Lahno, Kateryna";"Black";"cxd5";6;2000-01-30
110306;1464;"Efimenko, Zahar";"White";"c4";7;2000-01-31
110307;1464;"Lahno, Kateryna";"Black";"Nf6";8;2000-02-01
110308;1464;"Efimenko, Zahar";"White";"Nc3";9;2000-02-02
110309;1464;"Lahno, Kateryna";"Black";"e6";10;2000-02-03
110350;1465;"Lawson, Eric";"White";"e4";1;2000-02-04
110351;1465;"Lesiege, Alexandre";"Black";"c6";2;2000-02-05
110352;1465;"Lawson, Eric";"White";"d4";3;2000-02-06
110353;1465;"Lesiege, Alexandre";"Black";"d5";4;2000-02-07
110354;1465;"Lawson, Eric";"White";"exd5";5;2000-02-08
110355;1465;"Lesiege, Alexandre";"Black";"cxd5";6;2000-02-09
110356;1465;"Lawson, Eric";"White";"c4";7;2000-02-10
110357;1465;"Lesiege, Alexandre";"Black";"Nf6";8;2000-02-11
110358;1465;"Lawson, Eric";"White";"Nc3";9;2000-02-12
110359;1465;"Lesiege, Alexandre";"Black";"e6";10;2000-02-13
110406;1466;"Ardelean, George C";"White";"e4";1;2000-02-14
110407;1466;"Volfson, M";"Black";"c6";2;2000-02-15
110408;1466;"Ardelean, George C";"White";"d4";3;2000-02-16
110409;1466;"Volfson, M";"Black";"d5";4;2000-02-17
110410;1466;"Ardelean, George C";"White";"exd5";5;2000-02-18
110411;1466;"Volfson, M";"Black";"cxd5";6;2000-02-19
110412;1466;"Ardelean, George C";"White";"c4";7;2000-02-20
110413;1466;"Volfson, M";"Black";"Nf6";8;2000-02-21
110414;1466;"Ardelean, George C";"White";"Nc3";9;2000-02-22
110415;1466;"Volfson, M";"Black";"e6";10;2000-02-23
110467;1467;"Mihailidis, Anastacios";"White";"e4";1;2000-02-24
110468;1467;"Erenburg, Sergey";"Black";"c6";2;2000-02-25
110469;1467;"Mihailidis, Anastacios";"White";"c4";3;2000-02-26
110470;1467;"Erenburg, Sergey";"Black";"d5";4;2000-02-27
110471;1467;"Mihailidis, Anastacios";"White";"cxd5";5;2000-02-28
110472;1467;"Erenburg, Sergey";"Black";"cxd5";6;2000-02-29
110473;1467;"Mihailidis, Anastacios";"White";"exd5";7;2000-03-01
110474;1467;"Erenburg, Sergey";"Black";"Nf6";8;2000-03-02
110475;1467;"Mihailidis, Anastacios";"White";"Nc3";9;2000-03-03
110476;1467;"Erenburg, Sergey";"Black";"Nxd5";10;2000-03-04
110670;1469;"Tatar Kis, Szabolcs";"White";"e4";1;2000-03-05
110671;1469;"Horvath, Julia";"Black";"c6";2;2000-03-06
110672;1469;"Tatar Kis, Szabolcs";"White";"d4";3;2000-03-07
110673;1469;"Horvath, Julia";"Black";"d5";4;2000-03-08
110674;1469;"Tatar Kis, Szabolcs";"White";"exd5";5;2000-03-09
110675;1469;"Horvath, Julia";"Black";"cxd5";6;2000-03-10
110676;1469;"Tatar Kis, Szabolcs";"White";"c4";7;2000-03-11
110677;1469;"Horvath, Julia";"Black";"Nf6";8;2000-03-12
110678;1469;"Tatar Kis, Szabolcs";"White";"Nc3";9;2000-03-13
110679;1469;"Horvath, Julia";"Black";"g6";10;2000-03-14
110769;1470;"Stein, Alex";"White";"e4";1;2000-03-15
110770;1470;"Sevillano, Enrico";"Black";"c6";2;2000-03-16
110771;1470;"Stein, Alex";"White";"d4";3;2000-03-17
110772;1470;"Sevillano, Enrico";"Black";"d5";4;2000-03-18
110773;1470;"Stein, Alex";"White";"exd5";5;2000-03-19
110774;1470;"Sevillano, Enrico";"Black";"Qxd5";6;2000-03-20
110775;1470;"Stein, Alex";"White";"Nc3";7;2000-03-21
110776;1470;"Sevillano, Enrico";"Black";"Qa5";8;2000-03-22
110777;1470;"Stein, Alex";"White";"Nf3";9;2000-03-23
110778;1470;"Sevillano, Enrico";"Black";"Nf6";10;2000-03-24
110947;1472;"Plachetka, Jan";"White";"e4";1;2000-03-25
110948;1472;"Paterek, Michal";"Black";"c6";2;2000-03-26
110949;1472;"Plachetka, Jan";"White";"d4";3;2000-03-27
110950;1472;"Paterek, Michal";"Black";"d5";4;2000-03-28
110951;1472;"Plachetka, Jan";"White";"exd5";5;2000-03-29
110952;1472;"Paterek, Michal";"Black";"cxd5";6;2000-03-30
110953;1472;"Plachetka, Jan";"White";"c4";7;2000-03-31
110954;1472;"Paterek, Michal";"Black";"Nf6";8;2000-04-01
110955;1472;"Plachetka, Jan";"White";"Nc3";9;2000-04-02
110956;1472;"Paterek, Michal";"Black";"e6";10;2000-04-03
111182;1475;"Del Rio Angelis, Salvador G";"White";"e4";1;2000-04-04
111183;1475;"Garcia Luque, Agustin";"Black";"c6";2;2000-04-05
111184;1475;"Del Rio Angelis, Salvador G";"White";"d4";3;2000-04-06
111185;1475;"Garcia Luque, Agustin";"Black";"d5";4;2000-04-07
111186;1475;"Del Rio Angelis, Salvador G";"White";"exd5";5;2000-04-08
111187;1475;"Garcia Luque, Agustin";"Black";"cxd5";6;2000-04-09
111188;1475;"Del Rio Angelis, Salvador G";"White";"c4";7;2000-04-10
111189;1475;"Garcia Luque, Agustin";"Black";"Nf6";8;2000-04-11
111190;1475;"Del Rio Angelis, Salvador G";"White";"Nc3";9;2000-04-12
111191;1475;"Garcia Luque, Agustin";"Black";"Nc6";10;2000-04-13
111238;1476;"Alcazar Jimenez, Victor";"White";"e4";1;2000-04-14
111239;1476;"Rodriguez, Amador C";"Black";"c6";2;2000-04-15
111240;1476;"Alcazar Jimenez, Victor";"White";"c4";3;2000-04-16
111241;1476;"Rodriguez, Amador C";"Black";"d5";4;2000-04-17
111242;1476;"Alcazar Jimenez, Victor";"White";"exd5";5;2000-04-18
111243;1476;"Rodriguez, Amador C";"Black";"cxd5";6;2000-04-19
111244;1476;"Alcazar Jimenez, Victor";"White";"d4";7;2000-04-20
111245;1476;"Rodriguez, Amador C";"Black";"Nf6";8;2000-04-21
111246;1476;"Alcazar Jimenez, Victor";"White";"Nc3";9;2000-04-22
111247;1476;"Rodriguez, Amador C";"Black";"e6";10;2000-04-23
111335;1477;"Kotsur, Pavel";"White";"e4";1;2000-04-24
111336;1477;"Mahjoob, Morteza";"Black";"c6";2;2000-04-25
111337;1477;"Kotsur, Pavel";"White";"d4";3;2000-04-26
111338;1477;"Mahjoob, Morteza";"Black";"d5";4;2000-04-27
111339;1477;"Kotsur, Pavel";"White";"exd5";5;2000-04-28
111340;1477;"Mahjoob, Morteza";"Black";"cxd5";6;2000-04-29
111341;1477;"Kotsur, Pavel";"White";"c4";7;2000-04-30
111342;1477;"Mahjoob, Morteza";"Black";"Nf6";8;2000-05-01
111343;1477;"Kotsur, Pavel";"White";"Nc3";9;2000-05-02
111344;1477;"Mahjoob, Morteza";"Black";"g6";10;2000-05-03
111463;1478;"King, Daniel J";"White";"e4";1;2000-05-04
111464;1478;"Houska, Jovanka";"Black";"c6";2;2000-05-05
111465;1478;"King, Daniel J";"White";"d4";3;2000-05-06
111466;1478;"Houska, Jovanka";"Black";"d5";4;2000-05-07
111467;1478;"King, Daniel J";"White";"exd5";5;2000-05-08
111468;1478;"Houska, Jovanka";"Black";"cxd5";6;2000-05-09
111469;1478;"King, Daniel J";"White";"Bd3";7;2000-05-10
111470;1478;"Houska, Jovanka";"Black";"Nc6";8;2000-05-11
111471;1478;"King, Daniel J";"White";"c3";9;2000-05-12
111472;1478;"Houska, Jovanka";"Black";"Nf6";10;2000-05-13
111544;1479;"King, Daniel J";"White";"e4";1;2000-05-14
111545;1479;"Speelman, Jonathan S";"Black";"c6";2;2000-05-15
111546;1479;"King, Daniel J";"White";"d4";3;2000-05-16
111547;1479;"Speelman, Jonathan S";"Black";"d5";4;2000-05-17
111548;1479;"King, Daniel J";"White";"exd5";5;2000-05-18
111549;1479;"Speelman, Jonathan S";"Black";"cxd5";6;2000-05-19
111550;1479;"King, Daniel J";"White";"Bd3";7;2000-05-20
111551;1479;"Speelman, Jonathan S";"Black";"Nc6";8;2000-05-21
111552;1479;"King, Daniel J";"White";"c3";9;2000-05-22
111553;1479;"Speelman, Jonathan S";"Black";"Nf6";10;2000-05-23
111577;1480;"Potkin, Vladimir";"White";"e4";1;2000-05-24
111578;1480;"Ezat, Mohamed";"Black";"c6";2;2000-05-25
111579;1480;"Potkin, Vladimir";"White";"d4";3;2000-05-26
111580;1480;"Ezat, Mohamed";"Black";"d5";4;2000-05-27
111581;1480;"Potkin, Vladimir";"White";"exd5";5;2000-05-28
111582;1480;"Ezat, Mohamed";"Black";"cxd5";6;2000-05-29
111583;1480;"Potkin, Vladimir";"White";"c4";7;2000-05-30
111584;1480;"Ezat, Mohamed";"Black";"Nf6";8;2000-05-31
111585;1480;"Potkin, Vladimir";"White";"Nc3";9;2000-06-01
111586;1480;"Ezat, Mohamed";"Black";"g6";10;2000-06-02
111770;1482;"Djuric, Stefan";"White";"e4";1;2000-06-03
111771;1482;"Kolbus, Dietmar";"Black";"c6";2;2000-06-04
111772;1482;"Djuric, Stefan";"White";"c4";3;2000-06-05
111773;1482;"Kolbus, Dietmar";"Black";"d5";4;2000-06-06
111774;1482;"Djuric, Stefan";"White";"cxd5";5;2000-06-07
111775;1482;"Kolbus, Dietmar";"Black";"cxd5";6;2000-06-08
111776;1482;"Djuric, Stefan";"White";"exd5";7;2000-06-09
111777;1482;"Kolbus, Dietmar";"Black";"Nf6";8;2000-06-10
111778;1482;"Djuric, Stefan";"White";"Nc3";9;2000-06-11
111779;1482;"Kolbus, Dietmar";"Black";"Nxd5";10;2000-06-12
111825;1483;"Annageldyev, Orazly";"White";"e4";1;2000-06-13
111826;1483;"Tishin, Dmitry";"Black";"c6";2;2000-06-14
111827;1483;"Annageldyev, Orazly";"White";"d4";3;2000-06-15
111828;1483;"Tishin, Dmitry";"Black";"d5";4;2000-06-16
111829;1483;"Annageldyev, Orazly";"White";"exd5";5;2000-06-17
111830;1483;"Tishin, Dmitry";"Black";"cxd5";6;2000-06-18
111831;1483;"Annageldyev, Orazly";"White";"c4";7;2000-06-19
111832;1483;"Tishin, Dmitry";"Black";"Nf6";8;2000-06-20
111833;1483;"Annageldyev, Orazly";"White";"Nc3";9;2000-06-21
111834;1483;"Tishin, Dmitry";"Black";"e6";10;2000-06-22
111880;1484;"Mallahi, Amir";"White";"e4";1;2000-06-23
111881;1484;"Svetushkin, Dmitry";"Black";"c6";2;2000-06-24
111882;1484;"Mallahi, Amir";"White";"d4";3;2000-06-25
111883;1484;"Svetushkin, Dmitry";"Black";"d5";4;2000-06-26
111884;1484;"Mallahi, Amir";"White";"exd5";5;2000-06-27
111885;1484;"Svetushkin, Dmitry";"Black";"cxd5";6;2000-06-28
111886;1484;"Mallahi, Amir";"White";"c4";7;2000-06-29
111887;1484;"Svetushkin, Dmitry";"Black";"Nf6";8;2000-06-30
111888;1484;"Mallahi, Amir";"White";"Nc3";9;2000-07-01
111889;1484;"Svetushkin, Dmitry";"Black";"e6";10;2000-07-02
111954;1485;"Arutinian, D";"White";"e4";1;2000-07-03
111955;1485;"Krstic, Uros";"Black";"c6";2;2000-07-04
111956;1485;"Arutinian, D";"White";"d4";3;2000-07-05
111957;1485;"Krstic, Uros";"Black";"d5";4;2000-07-06
111958;1485;"Arutinian, D";"White";"exd5";5;2000-07-07
111959;1485;"Krstic, Uros";"Black";"cxd5";6;2000-07-08
111960;1485;"Arutinian, D";"White";"c4";7;2000-07-09
111961;1485;"Krstic, Uros";"Black";"Nf6";8;2000-07-10
111962;1485;"Arutinian, D";"White";"Nc3";9;2000-07-11
111963;1485;"Krstic, Uros";"Black";"e6";10;2000-07-12
111987;1486;"Bojkovic, Natasa";"White";"e4";1;2000-07-13
111988;1486;"Maric, Alisa";"Black";"c6";2;2000-07-14
111989;1486;"Bojkovic, Natasa";"White";"d4";3;2000-07-15
111990;1486;"Maric, Alisa";"Black";"d5";4;2000-07-16
111991;1486;"Bojkovic, Natasa";"White";"exd5";5;2000-07-17
111992;1486;"Maric, Alisa";"Black";"cxd5";6;2000-07-18
111993;1486;"Bojkovic, Natasa";"White";"c4";7;2000-07-19
111994;1486;"Maric, Alisa";"Black";"Nf6";8;2000-07-20
111995;1486;"Bojkovic, Natasa";"White";"Nc3";9;2000-07-21
111996;1486;"Maric, Alisa";"Black";"e6";10;2000-07-22
112044;1487;"McIntosh, Adam";"White";"e4";1;2000-07-23
112045;1487;"Bagheri, Amir";"Black";"c6";2;2000-07-24
112046;1487;"McIntosh, Adam";"White";"d4";3;2000-07-25
112047;1487;"Bagheri, Amir";"Black";"d5";4;2000-07-26
112048;1487;"McIntosh, Adam";"White";"exd5";5;2000-07-27
112049;1487;"Bagheri, Amir";"Black";"cxd5";6;2000-07-28
112050;1487;"McIntosh, Adam";"White";"c4";7;2000-07-29
112051;1487;"Bagheri, Amir";"Black";"Nf6";8;2000-07-30
112052;1487;"McIntosh, Adam";"White";"Nc3";9;2000-07-31
112053;1487;"Bagheri, Amir";"Black";"e6";10;2000-08-01
112118;1488;"Malysheva, Polina";"White";"e4";1;2000-08-02
112119;1488;"Erenburg, Sergey";"Black";"c6";2;2000-08-03
112120;1488;"Malysheva, Polina";"White";"c4";3;2000-08-04
112121;1488;"Erenburg, Sergey";"Black";"d5";4;2000-08-05
112122;1488;"Malysheva, Polina";"White";"exd5";5;2000-08-06
112123;1488;"Erenburg, Sergey";"Black";"cxd5";6;2000-08-07
112124;1488;"Malysheva, Polina";"White";"cxd5";7;2000-08-08
112125;1488;"Erenburg, Sergey";"Black";"Nf6";8;2000-08-09
112126;1488;"Malysheva, Polina";"White";"Bb5+";9;2000-08-10
112127;1488;"Erenburg, Sergey";"Black";"Nbd7";10;2000-08-11
112204;1489;"Collutiis, Duilio";"White";"e4";1;2000-08-12
112205;1489;"Mrdja, Milan";"Black";"c6";2;2000-08-13
112206;1489;"Collutiis, Duilio";"White";"c4";3;2000-08-14
112207;1489;"Mrdja, Milan";"Black";"d5";4;2000-08-15
112208;1489;"Collutiis, Duilio";"White";"exd5";5;2000-08-16
112209;1489;"Mrdja, Milan";"Black";"cxd5";6;2000-08-17
112210;1489;"Collutiis, Duilio";"White";"cxd5";7;2000-08-18
112211;1489;"Mrdja, Milan";"Black";"Nf6";8;2000-08-19
112212;1489;"Collutiis, Duilio";"White";"Nc3";9;2000-08-20
112213;1489;"Mrdja, Milan";"Black";"g6";10;2000-08-21
112266;1490;"Grafl, Florian";"White";"e4";1;2000-08-22
112267;1490;"Ilincic, Zlatko";"Black";"c6";2;2000-08-23
112268;1490;"Grafl, Florian";"White";"d4";3;2000-08-24
112269;1490;"Ilincic, Zlatko";"Black";"d5";4;2000-08-25
112270;1490;"Grafl, Florian";"White";"exd5";5;2000-08-26
112271;1490;"Ilincic, Zlatko";"Black";"cxd5";6;2000-08-27
112272;1490;"Grafl, Florian";"White";"Bd3";7;2000-08-28
112273;1490;"Ilincic, Zlatko";"Black";"Nc6";8;2000-08-29
112274;1490;"Grafl, Florian";"White";"c3";9;2000-08-30
112275;1490;"Ilincic, Zlatko";"Black";"Nf6";10;2000-08-31
112378;1491;"Kuporosov, Viktor";"White";"e4";1;2000-09-01
112379;1491;"Tsybulnik, A";"Black";"c6";2;2000-09-02
112380;1491;"Kuporosov, Viktor";"White";"c4";3;2000-09-03
112381;1491;"Tsybulnik, A";"Black";"d5";4;2000-09-04
112382;1491;"Kuporosov, Viktor";"White";"exd5";5;2000-09-05
112383;1491;"Tsybulnik, A";"Black";"cxd5";6;2000-09-06
112384;1491;"Kuporosov, Viktor";"White";"cxd5";7;2000-09-07
112385;1491;"Tsybulnik, A";"Black";"Nf6";8;2000-09-08
112386;1491;"Kuporosov, Viktor";"White";"Nc3";9;2000-09-09
112387;1491;"Tsybulnik, A";"Black";"Nxd5";10;2000-09-10
112417;1492;"Kiselev, Gennady";"White";"e4";1;2000-09-11
112418;1492;"Yevseev, Denis";"Black";"c6";2;2000-09-12
112419;1492;"Kiselev, Gennady";"White";"c4";3;2000-09-13
112420;1492;"Yevseev, Denis";"Black";"d5";4;2000-09-14
112421;1492;"Kiselev, Gennady";"White";"exd5";5;2000-09-15
112422;1492;"Yevseev, Denis";"Black";"cxd5";6;2000-09-16
112423;1492;"Kiselev, Gennady";"White";"cxd5";7;2000-09-17
112424;1492;"Yevseev, Denis";"Black";"Nf6";8;2000-09-18
112425;1492;"Kiselev, Gennady";"White";"Nc3";9;2000-09-19
112426;1492;"Yevseev, Denis";"Black";"Nxd5";10;2000-09-20
112455;1493;"Brkic, Ante";"White";"e4";1;2000-09-21
112456;1493;"Dizdarevic, Emir";"Black";"c6";2;2000-09-22
112457;1493;"Brkic, Ante";"White";"d4";3;2000-09-23
112458;1493;"Dizdarevic, Emir";"Black";"d5";4;2000-09-24
112459;1493;"Brkic, Ante";"White";"exd5";5;2000-09-25
112460;1493;"Dizdarevic, Emir";"Black";"cxd5";6;2000-09-26
112461;1493;"Brkic, Ante";"White";"c4";7;2000-09-27
112462;1493;"Dizdarevic, Emir";"Black";"Nf6";8;2000-09-28
112463;1493;"Brkic, Ante";"White";"Nc3";9;2000-09-29
112464;1493;"Dizdarevic, Emir";"Black";"Nc6";10;2000-09-30
112509;1494;"Kotsur, Pavel";"White";"e4";1;2000-10-01
112510;1494;"Mahjoob, Morteza";"Black";"c6";2;2000-10-02
112511;1494;"Kotsur, Pavel";"White";"c4";3;2000-10-03
112512;1494;"Mahjoob, Morteza";"Black";"d5";4;2000-10-04
112513;1494;"Kotsur, Pavel";"White";"exd5";5;2000-10-05
112514;1494;"Mahjoob, Morteza";"Black";"cxd5";6;2000-10-06
112515;1494;"Kotsur, Pavel";"White";"cxd5";7;2000-10-07
112516;1494;"Mahjoob, Morteza";"Black";"Nf6";8;2000-10-08
112517;1494;"Kotsur, Pavel";"White";"Bb5+";9;2000-10-09
112518;1494;"Mahjoob, Morteza";"Black";"Bd7";10;2000-10-10
112560;1495;"Schneider, Dmitry";"White";"e4";1;2000-10-11
112561;1495;"Allen, Keith";"Black";"c6";2;2000-10-12
112562;1495;"Schneider, Dmitry";"White";"d4";3;2000-10-13
112563;1495;"Allen, Keith";"Black";"d5";4;2000-10-14
112564;1495;"Schneider, Dmitry";"White";"exd5";5;2000-10-15
112565;1495;"Allen, Keith";"Black";"cxd5";6;2000-10-16
112566;1495;"Schneider, Dmitry";"White";"c4";7;2000-10-17
112567;1495;"Allen, Keith";"Black";"Nf6";8;2000-10-18
112568;1495;"Schneider, Dmitry";"White";"Nc3";9;2000-10-19
112569;1495;"Allen, Keith";"Black";"Nc6";10;2000-10-20
112673;1496;"Grafl, Florian";"White";"e4";1;2000-10-21
112674;1496;"Hagesaether, Arne";"Black";"c6";2;2000-10-22
112675;1496;"Grafl, Florian";"White";"d4";3;2000-10-23
112676;1496;"Hagesaether, Arne";"Black";"d5";4;2000-10-24
112677;1496;"Grafl, Florian";"White";"exd5";5;2000-10-25
112678;1496;"Hagesaether, Arne";"Black";"cxd5";6;2000-10-26
112679;1496;"Grafl, Florian";"White";"Bd3";7;2000-10-27
112680;1496;"Hagesaether, Arne";"Black";"Nf6";8;2000-10-28
112681;1496;"Grafl, Florian";"White";"c3";9;2000-10-29
112682;1496;"Hagesaether, Arne";"Black";"e6";10;2000-10-30
112760;1498;"Kritz, Leonid";"White";"e4";1;2000-10-31
112761;1498;"Gyimesi, Zoltan";"Black";"c6";2;2000-11-01
112762;1498;"Kritz, Leonid";"White";"d4";3;2000-11-02
112763;1498;"Gyimesi, Zoltan";"Black";"d5";4;2000-11-03
112764;1498;"Kritz, Leonid";"White";"exd5";5;2000-11-04
112765;1498;"Gyimesi, Zoltan";"Black";"cxd5";6;2000-11-05
112766;1498;"Kritz, Leonid";"White";"c4";7;2000-11-06
112767;1498;"Gyimesi, Zoltan";"Black";"Nf6";8;2000-11-07
112768;1498;"Kritz, Leonid";"White";"Nc3";9;2000-11-08
112769;1498;"Gyimesi, Zoltan";"Black";"e6";10;2000-11-09
112871;1499;"Lyell, Mark";"White";"e4";1;2000-11-10
112872;1499;"Rechel, Bernd";"Black";"c5";2;2000-11-11
112873;1499;"Lyell, Mark";"White";"c3";3;2000-11-12
112874;1499;"Rechel, Bernd";"Black";"g6";4;2000-11-13
112875;1499;"Lyell, Mark";"White";"d4";5;2000-11-14
112876;1499;"Rechel, Bernd";"Black";"cxd4";6;2000-11-15
112877;1499;"Lyell, Mark";"White";"cxd4";7;2000-11-16
112878;1499;"Rechel, Bernd";"Black";"d5";8;2000-11-17
112879;1499;"Lyell, Mark";"White";"exd5";9;2000-11-18
112880;1499;"Rechel, Bernd";"Black";"Nf6";10;2000-11-19
112927;1500;"Yordanov, N";"White";"e4";1;2000-11-20
112928;1500;"Nikolov, Sasho";"Black";"c6";2;2000-11-21
112929;1500;"Yordanov, N";"White";"d4";3;2000-11-22
112930;1500;"Nikolov, Sasho";"Black";"d5";4;2000-11-23
112931;1500;"Yordanov, N";"White";"exd5";5;2000-11-24
112932;1500;"Nikolov, Sasho";"Black";"cxd5";6;2000-11-25
112933;1500;"Yordanov, N";"White";"c4";7;2000-11-26
112934;1500;"Nikolov, Sasho";"Black";"Nf6";8;2000-11-27
112935;1500;"Yordanov, N";"White";"Nc3";9;2000-11-28
112936;1500;"Nikolov, Sasho";"Black";"e6";10;2000-11-29
112997;1501;"Annageldyev, Orazly";"White";"e4";1;2000-11-30
112998;1501;"Pedersen, Christian K";"Black";"c6";2;2000-12-01
112999;1501;"Annageldyev, Orazly";"White";"c4";3;2000-12-02
113000;1501;"Pedersen, Christian K";"Black";"d5";4;2000-12-03
113001;1501;"Annageldyev, Orazly";"White";"exd5";5;2000-12-04
113002;1501;"Pedersen, Christian K";"Black";"cxd5";6;2000-12-05
113003;1501;"Annageldyev, Orazly";"White";"cxd5";7;2000-12-06
113004;1501;"Pedersen, Christian K";"Black";"Nf6";8;2000-12-07
113005;1501;"Annageldyev, Orazly";"White";"Nc3";9;2000-12-08
113006;1501;"Pedersen, Christian K";"Black";"Nxd5";10;2000-12-09
113154;1502;"Rosito, Jorge";"White";"e4";1;2000-12-10
113155;1502;"Real de Azua, E";"Black";"c6";2;2000-12-11
113156;1502;"Rosito, Jorge";"White";"c4";3;2000-12-12
113157;1502;"Real de Azua, E";"Black";"d5";4;2000-12-13
113158;1502;"Rosito, Jorge";"White";"exd5";5;2000-12-14
113159;1502;"Real de Azua, E";"Black";"Nf6";6;2000-12-15
113160;1502;"Rosito, Jorge";"White";"Nc3";7;2000-12-16
113161;1502;"Real de Azua, E";"Black";"cxd5";8;2000-12-17
113162;1502;"Rosito, Jorge";"White";"cxd5";9;2000-12-18
113163;1502;"Real de Azua, E";"Black";"Nxd5";10;2000-12-19
113226;1503;"Demaria, J";"White";"e4";1;2000-12-20
