"game";"player";"color";"move";"turn"
104;"Fischer Robert J (USA)";"White";"d4";5
104;"Fischer Robert J (USA)";"White";"Nxd4";7
104;"Fischer Robert J (USA)";"White";"Nb5";9
104;"Fischer Robert J (USA)";"White";"Bf4";11
104;"Fischer Robert J (USA)";"White";"Be3";13
104;"Fischer Robert J (USA)";"White";"Bg5";15
104;"Fischer Robert J (USA)";"White";"N1c3";17
104;"Fischer Robert J (USA)";"White";"Bxf6";19
106;"Robert James Fischer";"White";"e4";1
106;"Robert James Fischer";"White";"d4";3
106;"Robert James Fischer";"White";"Nc3";5
106;"Robert James Fischer";"White";"e5";7
106;"Robert James Fischer";"White";"a3";9
106;"Robert James Fischer";"White";"bxc3";11
106;"Robert James Fischer";"White";"a4";13
106;"Robert James Fischer";"White";"Nf3";15
106;"Robert James Fischer";"White";"Bd3";17
106;"Robert James Fischer";"White";"O-O";19
108;"Robert James Fischer";"White";"e4";1
108;"Robert James Fischer";"White";"Nf3";3
108;"Robert James Fischer";"White";"d4";5
108;"Robert James Fischer";"White";"Nxd4";7
108;"Robert James Fischer";"White";"Nb5";9
108;"Robert James Fischer";"White";"Bf4";11
108;"Robert James Fischer";"White";"Be3";13
108;"Robert James Fischer";"White";"Bg5";15
108;"Robert James Fischer";"White";"Qd2";17
108;"Robert James Fischer";"White";"Qxa5";19
110;"Robert James Fischer";"White";"e4";1
110;"Robert James Fischer";"White";"Nc3";3
110;"Robert James Fischer";"White";"Nf3";5
110;"Robert James Fischer";"White";"Nxe4";7
110;"Robert James Fischer";"White";"Ng3";9
110;"Robert James Fischer";"White";"h4";11
110;"Robert James Fischer";"White";"Ne5";13
110;"Robert James Fischer";"White";"Qh5";15
110;"Robert James Fischer";"White";"Bc4";17
110;"Robert James Fischer";"White";"Qe2";19
112;"Fischer Robert J (USA)";"White";"e4";1
112;"Fischer Robert J (USA)";"White";"Nf3";3
112;"Fischer Robert J (USA)";"White";"Bb5";5
112;"Fischer Robert J (USA)";"White";"Bxc6";7
112;"Fischer Robert J (USA)";"White";"O-O";9
112;"Fischer Robert J (USA)";"White";"d4";11
112;"Fischer Robert J (USA)";"White";"dxe5";13
112;"Fischer Robert J (USA)";"White";"Rxd1";15
112;"Fischer Robert J (USA)";"White";"gxf3";17
112;"Fischer Robert J (USA)";"White";"Be3";19
127;"Fischer Robert J (USA)";"White";"e4";1
127;"Fischer Robert J (USA)";"White";"d4";3
127;"Fischer Robert J (USA)";"White";"Nf3";5
127;"Fischer Robert J (USA)";"White";"Nxd4";7
127;"Fischer Robert J (USA)";"White";"Nc3";9
127;"Fischer Robert J (USA)";"White";"g3";11
127;"Fischer Robert J (USA)";"White";"Bg2";13
127;"Fischer Robert J (USA)";"White";"O-O";15
127;"Fischer Robert J (USA)";"White";"Re1";17
127;"Fischer Robert J (USA)";"White";"Nxc6";19
138;"Fischer Robert J (USA)";"White";"e4";1
138;"Fischer Robert J (USA)";"White";"Nf3";3
138;"Fischer Robert J (USA)";"White";"Bb5";5
138;"Fischer Robert J (USA)";"White";"Bxc6";7
138;"Fischer Robert J (USA)";"White";"O-O";9
138;"Fischer Robert J (USA)";"White";"d4";11
138;"Fischer Robert J (USA)";"White";"dxe5";13
138;"Fischer Robert J (USA)";"White";"Rxd1";15
138;"Fischer Robert J (USA)";"White";"gxf3";17
138;"Fischer Robert J (USA)";"White";"Be3";19
139;"Fischer Robert J (USA)";"White";"e4";1
139;"Fischer Robert J (USA)";"White";"d4";3
139;"Fischer Robert J (USA)";"White";"Nc3";5
139;"Fischer Robert J (USA)";"White";"e5";7
139;"Fischer Robert J (USA)";"White";"a3";9
139;"Fischer Robert J (USA)";"White";"bxc3";11
139;"Fischer Robert J (USA)";"White";"Nf3";13
139;"Fischer Robert J (USA)";"White";"Be2";15
139;"Fischer Robert J (USA)";"White";"O-O";17
139;"Fischer Robert J (USA)";"White";"a4";19
141;"Fischer Robert J (USA)";"White";"d4";1
141;"Fischer Robert J (USA)";"White";"c4";3
141;"Fischer Robert J (USA)";"White";"Nc3";5
141;"Fischer Robert J (USA)";"White";"cxd5";7
141;"Fischer Robert J (USA)";"White";"Bf4";9
141;"Fischer Robert J (USA)";"White";"e3";11
141;"Fischer Robert J (USA)";"White";"Bb5";13
141;"Fischer Robert J (USA)";"White";"Bxd6";15
141;"Fischer Robert J (USA)";"White";"f4";17
141;"Fischer Robert J (USA)";"White";"Nf3";19
207;"Fischer Robert J (USA)";"White";"e4";1
207;"Fischer Robert J (USA)";"White";"Nc3";3
207;"Fischer Robert J (USA)";"White";"Nge2";5
207;"Fischer Robert J (USA)";"White";"g3";7
207;"Fischer Robert J (USA)";"White";"exd5";9
207;"Fischer Robert J (USA)";"White";"Bg2";11
207;"Fischer Robert J (USA)";"White";"d4";13
207;"Fischer Robert J (USA)";"White";"Nxd4";15
207;"Fischer Robert J (USA)";"White";"Qd3";17
207;"Fischer Robert J (USA)";"White";"h3";19
212;"Fischer Robert J (USA)";"White";"e4";1
212;"Fischer Robert J (USA)";"White";"Nc3";3
212;"Fischer Robert J (USA)";"White";"Nf3";5
212;"Fischer Robert J (USA)";"White";"h3";7
212;"Fischer Robert J (USA)";"White";"Qxf3";9
212;"Fischer Robert J (USA)";"White";"d3";11
212;"Fischer Robert J (USA)";"White";"a3";13
212;"Fischer Robert J (USA)";"White";"g4";15
212;"Fischer Robert J (USA)";"White";"g5";17
212;"Fischer Robert J (USA)";"White";"h4";19
213;"Fischer Robert J (USA)";"White";"e4";1
213;"Fischer Robert J (USA)";"White";"f4";3
213;"Fischer Robert J (USA)";"White";"Bc4";5
213;"Fischer Robert J (USA)";"White";"Nc3";7
213;"Fischer Robert J (USA)";"White";"Nf3";9
213;"Fischer Robert J (USA)";"White";"Bb3";11
213;"Fischer Robert J (USA)";"White";"Nxe4";13
213;"Fischer Robert J (USA)";"White";"Qe2";15
213;"Fischer Robert J (USA)";"White";"c4";17
213;"Fischer Robert J (USA)";"White";"d4";19
215;"Fischer Robert J (USA)";"White";"e4";1
215;"Fischer Robert J (USA)";"White";"d4";3
215;"Fischer Robert J (USA)";"White";"exd5";5
215;"Fischer Robert J (USA)";"White";"Bd3";7
215;"Fischer Robert J (USA)";"White";"c3";9
215;"Fischer Robert J (USA)";"White";"Bf4";11
215;"Fischer Robert J (USA)";"White";"Qb3";13
215;"Fischer Robert J (USA)";"White";"Qa4+";15
215;"Fischer Robert J (USA)";"White";"Qc2";17
215;"Fischer Robert J (USA)";"White";"Nf3";19
216;"Fischer Robert J (USA)";"White";"e4";1
216;"Fischer Robert J (USA)";"White";"d4";3
216;"Fischer Robert J (USA)";"White";"Nc3";5
216;"Fischer Robert J (USA)";"White";"e5";7
216;"Fischer Robert J (USA)";"White";"f4";9
216;"Fischer Robert J (USA)";"White";"Nf3";11
216;"Fischer Robert J (USA)";"White";"h3";13
216;"Fischer Robert J (USA)";"White";"Qxf3";15
216;"Fischer Robert J (USA)";"White";"g3";17
216;"Fischer Robert J (USA)";"White";"Qf2";19
217;"Fischer Robert J (USA)";"White";"e4";1
217;"Fischer Robert J (USA)";"White";"Nf3";3
217;"Fischer Robert J (USA)";"White";"Bb5";5
217;"Fischer Robert J (USA)";"White";"Ba4";7
217;"Fischer Robert J (USA)";"White";"O-O";9
217;"Fischer Robert J (USA)";"White";"Bb3";11
217;"Fischer Robert J (USA)";"White";"d4";13
217;"Fischer Robert J (USA)";"White";"Nxd4";15
217;"Fischer Robert J (USA)";"White";"c3";17
217;"Fischer Robert J (USA)";"White";"Re1";19
218;"Fischer Robert J (USA)";"White";"e4";1
218;"Fischer Robert J (USA)";"White";"Nc3";3
218;"Fischer Robert J (USA)";"White";"Nge2";5
218;"Fischer Robert J (USA)";"White";"g3";7
218;"Fischer Robert J (USA)";"White";"Bg2";9
218;"Fischer Robert J (USA)";"White";"O-O";11
218;"Fischer Robert J (USA)";"White";"d3";13
218;"Fischer Robert J (USA)";"White";"h3";15
218;"Fischer Robert J (USA)";"White";"Be3";17
218;"Fischer Robert J (USA)";"White";"a3";19
219;"Fischer Robert J (USA)";"White";"e4";1
219;"Fischer Robert J (USA)";"White";"Nf3";3
219;"Fischer Robert J (USA)";"White";"Nxe5";5
219;"Fischer Robert J (USA)";"White";"Nf3";7
219;"Fischer Robert J (USA)";"White";"d4";9
219;"Fischer Robert J (USA)";"White";"Bd3";11
219;"Fischer Robert J (USA)";"White";"h3";13
219;"Fischer Robert J (USA)";"White";"O-O";15
219;"Fischer Robert J (USA)";"White";"c4";17
219;"Fischer Robert J (USA)";"White";"Nc3";19
220;"Fischer Robert J (USA)";"White";"e4";1
220;"Fischer Robert J (USA)";"White";"Nf3";3
220;"Fischer Robert J (USA)";"White";"Bb5";5
220;"Fischer Robert J (USA)";"White";"Ba4";7
220;"Fischer Robert J (USA)";"White";"O-O";9
220;"Fischer Robert J (USA)";"White";"Re1";11
220;"Fischer Robert J (USA)";"White";"Bb3";13
220;"Fischer Robert J (USA)";"White";"c3";15
220;"Fischer Robert J (USA)";"White";"h3";17
220;"Fischer Robert J (USA)";"White";"Bc2";19
222;"Fischer Robert J (USA)";"White";"e4";1
222;"Fischer Robert J (USA)";"White";"Nf3";3
222;"Fischer Robert J (USA)";"White";"d4";5
222;"Fischer Robert J (USA)";"White";"Nxd4";7
222;"Fischer Robert J (USA)";"White";"Nc3";9
222;"Fischer Robert J (USA)";"White";"Bc4";11
222;"Fischer Robert J (USA)";"White";"Bb3";13
222;"Fischer Robert J (USA)";"White";"Be3";15
222;"Fischer Robert J (USA)";"White";"O-O";17
222;"Fischer Robert J (USA)";"White";"Bxd4";19
223;"Fischer Robert J (USA)";"White";"e4";1
223;"Fischer Robert J (USA)";"White";"d3";3
223;"Fischer Robert J (USA)";"White";"Nd2";5
223;"Fischer Robert J (USA)";"White";"Ngf3";7
223;"Fischer Robert J (USA)";"White";"exd5";9
223;"Fischer Robert J (USA)";"White";"d4";11
223;"Fischer Robert J (USA)";"White";"Bd3";13
223;"Fischer Robert J (USA)";"White";"O-O";15
223;"Fischer Robert J (USA)";"White";"Re1";17
223;"Fischer Robert J (USA)";"White";"Nf1";19
224;"Fischer Robert J (USA)";"White";"e4";1
224;"Fischer Robert J (USA)";"White";"d4";3
224;"Fischer Robert J (USA)";"White";"Nc3";5
224;"Fischer Robert J (USA)";"White";"f4";7
224;"Fischer Robert J (USA)";"White";"Be3";9
224;"Fischer Robert J (USA)";"White";"h3";11
224;"Fischer Robert J (USA)";"White";"g4";13
224;"Fischer Robert J (USA)";"White";"dxe5";15
224;"Fischer Robert J (USA)";"White";"f5";17
224;"Fischer Robert J (USA)";"White";"gxf5";19
225;"Fischer Robert J (USA)";"White";"e4";1
225;"Fischer Robert J (USA)";"White";"Nc3";3
225;"Fischer Robert J (USA)";"White";"d4";5
225;"Fischer Robert J (USA)";"White";"a3";7
225;"Fischer Robert J (USA)";"White";"bxc3";9
225;"Fischer Robert J (USA)";"White";"Qg4";11
225;"Fischer Robert J (USA)";"White";"Qxg7";13
225;"Fischer Robert J (USA)";"White";"Qh6";15
225;"Fischer Robert J (USA)";"White";"Qe3";17
225;"Fischer Robert J (USA)";"White";"Bb2";19
226;"Fischer Robert J (USA)";"White";"b3";1
226;"Fischer Robert J (USA)";"White";"Bb2";3
226;"Fischer Robert J (USA)";"White";"c4";5
226;"Fischer Robert J (USA)";"White";"e3";7
226;"Fischer Robert J (USA)";"White";"a3";9
226;"Fischer Robert J (USA)";"White";"Qc2";11
226;"Fischer Robert J (USA)";"White";"d3";13
226;"Fischer Robert J (USA)";"White";"Nf3";15
226;"Fischer Robert J (USA)";"White";"Be2";17
226;"Fischer Robert J (USA)";"White";"cxd5";19
227;"Fischer Robert J (USA)";"White";"e4";1
227;"Fischer Robert J (USA)";"White";"Nf3";3
227;"Fischer Robert J (USA)";"White";"d4";5
227;"Fischer Robert J (USA)";"White";"Nc3";7
227;"Fischer Robert J (USA)";"White";"Nxd4";9
227;"Fischer Robert J (USA)";"White";"Be3";11
227;"Fischer Robert J (USA)";"White";"f3";13
227;"Fischer Robert J (USA)";"White";"Qd2";15
227;"Fischer Robert J (USA)";"White";"Bc4";17
227;"Fischer Robert J (USA)";"White";"Bb3";19
228;"Fischer Robert J (USA)";"White";"e4";1
228;"Fischer Robert J (USA)";"White";"d4";3
228;"Fischer Robert J (USA)";"White";"Nc3";5
228;"Fischer Robert J (USA)";"White";"e5";7
228;"Fischer Robert J (USA)";"White";"a3";9
228;"Fischer Robert J (USA)";"White";"bxc3";11
228;"Fischer Robert J (USA)";"White";"Bd2";13
228;"Fischer Robert J (USA)";"White";"Qg4";15
228;"Fischer Robert J (USA)";"White";"Qd1";17
228;"Fischer Robert J (USA)";"White";"h4";19
229;"Fischer Robert J (USA)";"White";"e4";1
229;"Fischer Robert J (USA)";"White";"d3";3
229;"Fischer Robert J (USA)";"White";"Nd2";5
229;"Fischer Robert J (USA)";"White";"g3";7
229;"Fischer Robert J (USA)";"White";"Bg2";9
229;"Fischer Robert J (USA)";"White";"Ngf3";11
229;"Fischer Robert J (USA)";"White";"O-O";13
229;"Fischer Robert J (USA)";"White";"Re1";15
229;"Fischer Robert J (USA)";"White";"b3";17
229;"Fischer Robert J (USA)";"White";"Bb2";19
230;"Fischer Robert J (USA)";"White";"e4";1
230;"Fischer Robert J (USA)";"White";"d3";3
230;"Fischer Robert J (USA)";"White";"Nd2";5
230;"Fischer Robert J (USA)";"White";"Ngf3";7
230;"Fischer Robert J (USA)";"White";"g3";9
230;"Fischer Robert J (USA)";"White";"Bg2";11
230;"Fischer Robert J (USA)";"White";"O-O";13
230;"Fischer Robert J (USA)";"White";"h3";15
230;"Fischer Robert J (USA)";"White";"Qxf3";17
230;"Fischer Robert J (USA)";"White";"Qe2";19
231;"Fischer Robert J (USA)";"White";"e4";1
231;"Fischer Robert J (USA)";"White";"Nf3";3
231;"Fischer Robert J (USA)";"White";"d4";5
231;"Fischer Robert J (USA)";"White";"Nxd4";7
231;"Fischer Robert J (USA)";"White";"Bd3";9
231;"Fischer Robert J (USA)";"White";"O-O";11
231;"Fischer Robert J (USA)";"White";"c4";13
231;"Fischer Robert J (USA)";"White";"Nc3";15
231;"Fischer Robert J (USA)";"White";"Be3";17
231;"Fischer Robert J (USA)";"White";"h3";19
232;"Fischer Robert J (USA)";"White";"e4";1
232;"Fischer Robert J (USA)";"White";"Nf3";3
232;"Fischer Robert J (USA)";"White";"Bb5";5
232;"Fischer Robert J (USA)";"White";"Bxc6";7
232;"Fischer Robert J (USA)";"White";"O-O";9
232;"Fischer Robert J (USA)";"White";"d4";11
232;"Fischer Robert J (USA)";"White";"Nxd4";13
232;"Fischer Robert J (USA)";"White";"Be3";15
232;"Fischer Robert J (USA)";"White";"Nd2";17
232;"Fischer Robert J (USA)";"White";"Nc4";19
233;"Robert James Fischer";"White";"e4";1
233;"Robert James Fischer";"White";"Nf3";3
233;"Robert James Fischer";"White";"Bb5";5
233;"Robert James Fischer";"White";"Ba4";7
233;"Robert James Fischer";"White";"O-O";9
233;"Robert James Fischer";"White";"Re1";11
233;"Robert James Fischer";"White";"Bb3";13
233;"Robert James Fischer";"White";"c3";15
233;"Robert James Fischer";"White";"h3";17
233;"Robert James Fischer";"White";"d4";19
234;"Robert James Fischer";"White";"e4";1
234;"Robert James Fischer";"White";"Nf3";3
234;"Robert James Fischer";"White";"Bb5";5
234;"Robert James Fischer";"White";"Ba4";7
234;"Robert James Fischer";"White";"O-O";9
234;"Robert James Fischer";"White";"Re1";11
234;"Robert James Fischer";"White";"Bb3";13
234;"Robert James Fischer";"White";"c3";15
234;"Robert James Fischer";"White";"h3";17
234;"Robert James Fischer";"White";"Bc2";19
235;"Robert James Fischer";"White";"e4";1
235;"Robert James Fischer";"White";"Nf3";3
235;"Robert James Fischer";"White";"d4";5
235;"Robert James Fischer";"White";"Nxd4";7
235;"Robert James Fischer";"White";"Nc3";9
235;"Robert James Fischer";"White";"Bc4";11
235;"Robert James Fischer";"White";"Bb3";13
235;"Robert James Fischer";"White";"Be3";15
235;"Robert James Fischer";"White";"f4";17
235;"Robert James Fischer";"White";"O-O";19
