,game,player,color,move,turn
0,1,Fischer Robert J (USA),White,e4,1
1,1,Spassky Boris V (FRA),Black,e5,2
2,1,Fischer Robert J (USA),White,Nf3,3
3,1,Spassky Boris V (FRA),Black,Nc6,4
4,1,Fischer Robert J (USA),White,Bb5,5
5,1,Spassky Boris V (FRA),Black,a6,6
6,1,Fischer Robert J (USA),White,Ba4,7
7,1,Spassky Boris V (FRA),Black,Nf6,8
8,1,Fischer Robert J (USA),White,O-O,9
9,1,Spassky Boris V (FRA),Black,Be7,10
10,1,Fischer Robert J (USA),White,Re1,11
11,1,Spassky Boris V (FRA),Black,b5,12
12,1,Fischer Robert J (USA),White,Bb3,13
13,1,Spassky Boris V (FRA),Black,d6,14
14,1,Fischer Robert J (USA),White,c3,15
15,1,Spassky Boris V (FRA),Black,O-O,16
16,1,Fischer Robert J (USA),White,h3,17
17,1,Spassky Boris V (FRA),Black,Nb8,18
18,1,Fischer Robert J (USA),White,d4,19
19,1,Spassky Boris V (FRA),Black,Nbd7,20
20,1,Fischer Robert J (USA),White,Nbd2,21
21,1,Spassky Boris V (FRA),Black,Bb7,22
22,1,Fischer Robert J (USA),White,Bc2,23
23,1,Spassky Boris V (FRA),Black,Re8,24
24,1,Fischer Robert J (USA),White,Nf1,25
25,1,Spassky Boris V (FRA),Black,Bf8,26
26,1,Fischer Robert J (USA),White,Ng3,27
27,1,Spassky Boris V (FRA),Black,g6,28
28,1,Fischer Robert J (USA),White,Bg5,29
29,1,Spassky Boris V (FRA),Black,h6,30
30,1,Fischer Robert J (USA),White,Bd2,31
31,1,Spassky Boris V (FRA),Black,exd4,32
32,1,Fischer Robert J (USA),White,cxd4,33
33,1,Spassky Boris V (FRA),Black,c5,34
34,1,Fischer Robert J (USA),White,d5,35
35,1,Spassky Boris V (FRA),Black,Nb6,36
36,1,Fischer Robert J (USA),White,Ba5,37
37,1,Spassky Boris V (FRA),Black,Nfd7,38
38,1,Fischer Robert J (USA),White,b3,39
39,1,Spassky Boris V (FRA),Black,Bg7,40
40,1,Fischer Robert J (USA),White,Rc1,41
41,1,Spassky Boris V (FRA),Black,Qf6,42
42,1,Fischer Robert J (USA),White,Rb1,43
43,1,Spassky Boris V (FRA),Black,b4,44
44,1,Fischer Robert J (USA),White,Ne2,45
45,1,Spassky Boris V (FRA),Black,Qe7,46
46,1,Fischer Robert J (USA),White,a3,47
47,1,Spassky Boris V (FRA),Black,bxa3,48
48,1,Fischer Robert J (USA),White,Bc3,49
49,1,Spassky Boris V (FRA),Black,f5,50
50,1,Fischer Robert J (USA),White,Bxg7,51
51,1,Spassky Boris V (FRA),Black,Qxg7,52
52,1,Fischer Robert J (USA),White,Nf4,53
53,1,Spassky Boris V (FRA),Black,fxe4,54
54,1,Fischer Robert J (USA),White,Nh4,55
55,1,Spassky Boris V (FRA),Black,g5,56
56,1,Fischer Robert J (USA),White,Ne6,57
57,1,Spassky Boris V (FRA),Black,Qf6,58
58,1,Fischer Robert J (USA),White,Qg4,59
59,1,Spassky Boris V (FRA),Black,Nxd5,60
60,1,Fischer Robert J (USA),White,Nxg5,61
61,1,Spassky Boris V (FRA),Black,hxg5,62
62,1,Fischer Robert J (USA),White,Qxd7,63
63,1,Spassky Boris V (FRA),Black,Nb4,64
64,1,Fischer Robert J (USA),White,Qxb7,65
65,1,Spassky Boris V (FRA),Black,Nxc2,66
66,1,Fischer Robert J (USA),White,Rxe4,67
67,1,Spassky Boris V (FRA),Black,a2,68
68,1,Fischer Robert J (USA),White,Rf1,69
69,1,Spassky Boris V (FRA),Black,Nb4,70
70,1,Fischer Robert J (USA),White,Rg4,71
71,1,Spassky Boris V (FRA),Black,a1=Q,72
72,1,Fischer Robert J (USA),White,Rxa1,73
73,1,Spassky Boris V (FRA),Black,Qxa1+,74
74,1,Fischer Robert J (USA),White,Kh2,75
75,1,Spassky Boris V (FRA),Black,Qg7,76
76,1,Fischer Robert J (USA),White,Qf3,77
77,1,Spassky Boris V (FRA),Black,Qe5+,78
78,1,Fischer Robert J (USA),White,g3,79
79,1,Spassky Boris V (FRA),Black,Rf8,80
80,1,Fischer Robert J (USA),White,Qg2,81
81,1,Spassky Boris V (FRA),Black,Qf6,82
82,1,Fischer Robert J (USA),White,f4,83
83,1,Spassky Boris V (FRA),Black,Ra7,84
84,1,Fischer Robert J (USA),White,Rxg5+,85
85,1,Spassky Boris V (FRA),Black,Rg7,86
86,1,Fischer Robert J (USA),White,Rh5,87
87,1,Spassky Boris V (FRA),Black,Qe6,88
88,1,Fischer Robert J (USA),White,g4,89
89,1,Spassky Boris V (FRA),Black,Rxf4,90
90,2,Spassky Boris V (FRA),White,d4,1
91,2,Fischer Robert J (USA),Black,Nf6,2
92,2,Spassky Boris V (FRA),White,c4,3
93,2,Fischer Robert J (USA),Black,g6,4
94,2,Spassky Boris V (FRA),White,Nc3,5
95,2,Fischer Robert J (USA),Black,Bg7,6
96,2,Spassky Boris V (FRA),White,e4,7
97,2,Fischer Robert J (USA),Black,d6,8
98,2,Spassky Boris V (FRA),White,f3,9
99,2,Fischer Robert J (USA),Black,c5,10
100,2,Spassky Boris V (FRA),White,dxc5,11
101,2,Fischer Robert J (USA),Black,dxc5,12
102,2,Spassky Boris V (FRA),White,Qxd8+,13
103,2,Fischer Robert J (USA),Black,Kxd8,14
104,2,Spassky Boris V (FRA),White,Be3,15
105,2,Fischer Robert J (USA),Black,Nfd7,16
106,2,Spassky Boris V (FRA),White,Nge2,17
107,2,Fischer Robert J (USA),Black,b6,18
108,2,Spassky Boris V (FRA),White,O-O-O,19
109,2,Fischer Robert J (USA),Black,Na6,20
110,2,Spassky Boris V (FRA),White,g3,21
111,2,Fischer Robert J (USA),Black,Nc7,22
112,2,Spassky Boris V (FRA),White,f4,23
113,2,Fischer Robert J (USA),Black,e6,24
114,2,Spassky Boris V (FRA),White,Bh3,25
115,2,Fischer Robert J (USA),Black,Ke7,26
116,2,Spassky Boris V (FRA),White,Rhf1,27
117,2,Fischer Robert J (USA),Black,h6,28
118,2,Spassky Boris V (FRA),White,e5,29
119,2,Fischer Robert J (USA),Black,Bb7,30
120,2,Spassky Boris V (FRA),White,g4,31
121,2,Fischer Robert J (USA),Black,Rad8,32
122,2,Spassky Boris V (FRA),White,Ng3,33
123,2,Fischer Robert J (USA),Black,f6,34
124,2,Spassky Boris V (FRA),White,Nce4,35
125,2,Fischer Robert J (USA),Black,fxe5,36
126,2,Spassky Boris V (FRA),White,f5,37
127,2,Fischer Robert J (USA),Black,Bxe4,38
128,2,Spassky Boris V (FRA),White,Nxe4,39
129,2,Fischer Robert J (USA),Black,gxf5,40
130,2,Spassky Boris V (FRA),White,gxf5,41
131,2,Fischer Robert J (USA),Black,Nf6,42
132,2,Spassky Boris V (FRA),White,Rg1,43
133,2,Fischer Robert J (USA),Black,Rxd1+,44
134,2,Spassky Boris V (FRA),White,Kxd1,45
135,2,Fischer Robert J (USA),Black,Bf8,46
136,2,Spassky Boris V (FRA),White,Nxf6,47
137,2,Fischer Robert J (USA),Black,Kxf6,48
138,2,Spassky Boris V (FRA),White,Rf1,49
139,2,Fischer Robert J (USA),Black,exf5,50
140,2,Spassky Boris V (FRA),White,Rxf5+,51
141,2,Fischer Robert J (USA),Black,Kg7,52
142,2,Spassky Boris V (FRA),White,Rxe5,53
143,2,Fischer Robert J (USA),Black,Bd6,54
144,2,Spassky Boris V (FRA),White,Re4,55
145,2,Fischer Robert J (USA),Black,Bxh2,56
146,2,Spassky Boris V (FRA),White,Ke2,57
147,2,Fischer Robert J (USA),Black,h5,58
148,2,Spassky Boris V (FRA),White,Re7+,59
149,2,Fischer Robert J (USA),Black,Kf6,60
150,2,Spassky Boris V (FRA),White,Rd7,61
151,2,Fischer Robert J (USA),Black,Be5,62
152,2,Spassky Boris V (FRA),White,b3,63
153,2,Fischer Robert J (USA),Black,h4,64
154,2,Spassky Boris V (FRA),White,Kf3,65
155,2,Fischer Robert J (USA),Black,Rg8,66
156,2,Spassky Boris V (FRA),White,Bg4,67
157,2,Fischer Robert J (USA),Black,h3,68
158,2,Spassky Boris V (FRA),White,Rh7,69
159,2,Fischer Robert J (USA),Black,h2,70
160,2,Spassky Boris V (FRA),White,Bf4,71
161,2,Fischer Robert J (USA),Black,Rf8,72
162,2,Spassky Boris V (FRA),White,Bxe5+,73
163,2,Fischer Robert J (USA),Black,Kg6+,74
164,2,Spassky Boris V (FRA),White,Ke4,75
165,2,Fischer Robert J (USA),Black,Kxh7,76
166,2,Spassky Boris V (FRA),White,Bxh2,77
167,2,Fischer Robert J (USA),Black,Re8+,78
168,2,Spassky Boris V (FRA),White,Kf5,79
169,2,Fischer Robert J (USA),Black,Ne6,80
170,2,Spassky Boris V (FRA),White,Kf6,81
171,2,Fischer Robert J (USA),Black,Nd4,82
172,2,Spassky Boris V (FRA),White,Bd6,83
173,2,Fischer Robert J (USA),Black,Re4,84
174,2,Spassky Boris V (FRA),White,Bd7,85
175,2,Fischer Robert J (USA),Black,Re2,86
176,2,Spassky Boris V (FRA),White,a4,87
177,2,Fischer Robert J (USA),Black,Rb2,88
178,2,Spassky Boris V (FRA),White,Bb8,89
179,2,Fischer Robert J (USA),Black,a5,90
180,2,Spassky Boris V (FRA),White,Ba7,91
181,2,Fischer Robert J (USA),Black,Rxb3,92
182,2,Spassky Boris V (FRA),White,Ke5,93
183,2,Fischer Robert J (USA),Black,Nf3+,94
184,2,Spassky Boris V (FRA),White,Kd6,95
185,2,Fischer Robert J (USA),Black,Nd2,96
186,2,Spassky Boris V (FRA),White,Be6,97
187,2,Fischer Robert J (USA),Black,Rb4,98
188,2,Spassky Boris V (FRA),White,Kc6,99
189,2,Fischer Robert J (USA),Black,Nb3,100
190,2,Spassky Boris V (FRA),White,Bd5,101
191,2,Fischer Robert J (USA),Black,Rxa4,102
192,2,Spassky Boris V (FRA),White,Bxb6,103
193,2,Fischer Robert J (USA),Black,Ra1,104
194,2,Spassky Boris V (FRA),White,Bxc5,105
195,2,Fischer Robert J (USA),Black,a4,106
196,2,Spassky Boris V (FRA),White,Bb4,107
197,2,Fischer Robert J (USA),Black,a3,108
198,2,Spassky Boris V (FRA),White,c5,109
199,2,Fischer Robert J (USA),Black,Nd4+,110
200,2,Spassky Boris V (FRA),White,Kd7,111
201,2,Fischer Robert J (USA),Black,Rd1,112
202,2,Spassky Boris V (FRA),White,Bxa3,113
203,2,Fischer Robert J (USA),Black,Nc2,114
204,2,Spassky Boris V (FRA),White,c6,115
205,2,Fischer Robert J (USA),Black,Rxd5+,116
206,2,Spassky Boris V (FRA),White,Bd6,117
207,3,Spassky Boris V (FRA),White,d4,1
208,3,Fischer Robert J (USA),Black,d5,2
209,3,Spassky Boris V (FRA),White,c4,3
210,3,Fischer Robert J (USA),Black,dxc4,4
211,3,Spassky Boris V (FRA),White,Nf3,5
212,3,Fischer Robert J (USA),Black,Nf6,6
213,3,Spassky Boris V (FRA),White,e3,7
214,3,Fischer Robert J (USA),Black,e6,8
215,3,Spassky Boris V (FRA),White,Bxc4,9
216,3,Fischer Robert J (USA),Black,c5,10
217,3,Spassky Boris V (FRA),White,O-O,11
218,3,Fischer Robert J (USA),Black,a6,12
219,3,Spassky Boris V (FRA),White,dxc5,13
220,3,Fischer Robert J (USA),Black,Qxd1,14
221,3,Spassky Boris V (FRA),White,Rxd1,15
222,3,Fischer Robert J (USA),Black,Bxc5,16
223,3,Spassky Boris V (FRA),White,b3,17
224,3,Fischer Robert J (USA),Black,Nbd7,18
225,3,Spassky Boris V (FRA),White,Bb2,19
226,3,Fischer Robert J (USA),Black,b6,20
227,3,Spassky Boris V (FRA),White,Nc3,21
228,3,Fischer Robert J (USA),Black,Bb7,22
229,3,Spassky Boris V (FRA),White,Rac1,23
230,3,Fischer Robert J (USA),Black,Be7,24
231,3,Spassky Boris V (FRA),White,Nd4,25
232,3,Fischer Robert J (USA),Black,Rc8,26
233,3,Spassky Boris V (FRA),White,f3,27
234,3,Fischer Robert J (USA),Black,b5,28
235,3,Spassky Boris V (FRA),White,Be2,29
236,3,Fischer Robert J (USA),Black,Bc5,30
237,3,Spassky Boris V (FRA),White,Kf1,31
238,3,Fischer Robert J (USA),Black,Ke7,32
239,3,Spassky Boris V (FRA),White,e4,33
240,3,Fischer Robert J (USA),Black,g5,34
241,3,Spassky Boris V (FRA),White,Nb1,35
242,3,Fischer Robert J (USA),Black,g4,36
243,3,Spassky Boris V (FRA),White,Ba3,37
244,3,Fischer Robert J (USA),Black,b4,38
245,3,Spassky Boris V (FRA),White,Rxc5,39
246,3,Fischer Robert J (USA),Black,Nxc5,40
247,3,Spassky Boris V (FRA),White,Bxb4,41
248,3,Fischer Robert J (USA),Black,Rhd8,42
249,3,Spassky Boris V (FRA),White,Na3,43
250,3,Fischer Robert J (USA),Black,gxf3,44
251,3,Spassky Boris V (FRA),White,gxf3,45
252,3,Fischer Robert J (USA),Black,Nd7,46
253,3,Spassky Boris V (FRA),White,Nc4,47
254,3,Fischer Robert J (USA),Black,Ba8,48
255,3,Spassky Boris V (FRA),White,Kf2,49
256,3,Fischer Robert J (USA),Black,Rg8,50
257,3,Spassky Boris V (FRA),White,h4,51
258,3,Fischer Robert J (USA),Black,Rc7,52
259,3,Spassky Boris V (FRA),White,Nc2,53
260,3,Fischer Robert J (USA),Black,Rb8,54
261,3,Spassky Boris V (FRA),White,Ba3,55
262,3,Fischer Robert J (USA),Black,h5,56
263,3,Spassky Boris V (FRA),White,Rg1,57
264,3,Fischer Robert J (USA),Black,Kf6,58
265,3,Spassky Boris V (FRA),White,Ke3,59
266,3,Fischer Robert J (USA),Black,a5,60
267,3,Spassky Boris V (FRA),White,Rg5,61
268,3,Fischer Robert J (USA),Black,a4,62
269,3,Spassky Boris V (FRA),White,b4,63
270,3,Fischer Robert J (USA),Black,Nb7,64
271,3,Spassky Boris V (FRA),White,b5,65
272,3,Fischer Robert J (USA),Black,Nbc5,66
273,3,Spassky Boris V (FRA),White,Nd4,67
274,3,Fischer Robert J (USA),Black,e5,68
275,3,Spassky Boris V (FRA),White,Nxe5,69
276,3,Fischer Robert J (USA),Black,Nxe5,70
277,3,Spassky Boris V (FRA),White,Rf5+,71
278,3,Fischer Robert J (USA),Black,Kg7,72
279,3,Spassky Boris V (FRA),White,Rxe5,73
280,3,Fischer Robert J (USA),Black,Nxe4,74
281,3,Spassky Boris V (FRA),White,Bd3,75
282,3,Fischer Robert J (USA),Black,Rc3,76
283,3,Spassky Boris V (FRA),White,Bb4,77
284,3,Fischer Robert J (USA),Black,Rxd3+,78
285,3,Spassky Boris V (FRA),White,Kxd3,79
286,3,Fischer Robert J (USA),Black,Nf6,80
287,3,Spassky Boris V (FRA),White,Bd6,81
288,3,Fischer Robert J (USA),Black,Rc8,82
289,3,Spassky Boris V (FRA),White,Rg5+,83
290,3,Fischer Robert J (USA),Black,Kh7,84
291,3,Spassky Boris V (FRA),White,Be5,85
292,3,Fischer Robert J (USA),Black,Ne8,86
293,3,Spassky Boris V (FRA),White,Rxh5+,87
294,3,Fischer Robert J (USA),Black,Kg6,88
295,3,Spassky Boris V (FRA),White,Rg5+,89
296,3,Fischer Robert J (USA),Black,Kh7,90
297,3,Spassky Boris V (FRA),White,Bf4,91
298,3,Fischer Robert J (USA),Black,f6,92
299,3,Spassky Boris V (FRA),White,Rf5,93
300,3,Fischer Robert J (USA),Black,Kg6,94
301,3,Spassky Boris V (FRA),White,b6,95
302,3,Fischer Robert J (USA),Black,Rd8,96
303,3,Spassky Boris V (FRA),White,Ra5,97
304,3,Fischer Robert J (USA),Black,Bxf3,98
305,3,Spassky Boris V (FRA),White,h5+,99
306,4,Spassky Boris V (FRA),White,d4,1
307,4,Fischer Robert J (USA),Black,d5,2
308,4,Spassky Boris V (FRA),White,c4,3
309,4,Fischer Robert J (USA),Black,dxc4,4
310,4,Spassky Boris V (FRA),White,Nf3,5
311,4,Fischer Robert J (USA),Black,Nf6,6
312,4,Spassky Boris V (FRA),White,e3,7
313,4,Fischer Robert J (USA),Black,e6,8
314,4,Spassky Boris V (FRA),White,Bxc4,9
315,4,Fischer Robert J (USA),Black,c5,10
316,4,Spassky Boris V (FRA),White,O-O,11
317,4,Fischer Robert J (USA),Black,a6,12
318,4,Spassky Boris V (FRA),White,dxc5,13
319,4,Fischer Robert J (USA),Black,Qxd1,14
320,4,Spassky Boris V (FRA),White,Rxd1,15
321,4,Fischer Robert J (USA),Black,Bxc5,16
322,4,Spassky Boris V (FRA),White,b3,17
323,4,Fischer Robert J (USA),Black,Nbd7,18
324,4,Spassky Boris V (FRA),White,Bb2,19
325,4,Fischer Robert J (USA),Black,b5,20
326,4,Spassky Boris V (FRA),White,Be2,21
327,4,Fischer Robert J (USA),Black,Bb7,22
328,4,Spassky Boris V (FRA),White,Nbd2,23
329,4,Fischer Robert J (USA),Black,Ke7,24
330,4,Spassky Boris V (FRA),White,a4,25
331,4,Fischer Robert J (USA),Black,bxa4,26
332,4,Spassky Boris V (FRA),White,Rxa4,27
333,4,Fischer Robert J (USA),Black,Rhb8,28
334,4,Spassky Boris V (FRA),White,Rc1,29
335,4,Fischer Robert J (USA),Black,Bd5,30
336,4,Spassky Boris V (FRA),White,Ne5,31
337,4,Fischer Robert J (USA),Black,Bd6,32
338,4,Spassky Boris V (FRA),White,Nxd7,33
339,4,Fischer Robert J (USA),Black,Nxd7,34
340,4,Spassky Boris V (FRA),White,Rxa6,35
341,4,Fischer Robert J (USA),Black,Rxa6,36
342,4,Spassky Boris V (FRA),White,Bxa6,37
343,4,Fischer Robert J (USA),Black,f6,38
344,4,Spassky Boris V (FRA),White,Bc4,39
345,4,Fischer Robert J (USA),Black,Bxc4,40
346,4,Spassky Boris V (FRA),White,Rxc4,41
347,4,Fischer Robert J (USA),Black,Nc5,42
348,4,Spassky Boris V (FRA),White,Rc3,43
349,4,Fischer Robert J (USA),Black,f5,44
350,4,Spassky Boris V (FRA),White,Ba3,45
351,4,Fischer Robert J (USA),Black,Ne4,46
352,4,Spassky Boris V (FRA),White,Rc7+,47
353,4,Fischer Robert J (USA),Black,Kd8,48
354,4,Spassky Boris V (FRA),White,Bxd6,49
355,4,Fischer Robert J (USA),Black,Nxd2,50
356,4,Spassky Boris V (FRA),White,Rxg7,51
357,4,Fischer Robert J (USA),Black,Rxb3,52
358,4,Spassky Boris V (FRA),White,h4,53
359,4,Fischer Robert J (USA),Black,h5,54
360,4,Spassky Boris V (FRA),White,Bf4,55
361,4,Fischer Robert J (USA),Black,Ke8,56
362,4,Spassky Boris V (FRA),White,Kh2,57
363,4,Fischer Robert J (USA),Black,Rb2,58
364,4,Spassky Boris V (FRA),White,Kh3,59
365,4,Fischer Robert J (USA),Black,Ne4,60
366,4,Spassky Boris V (FRA),White,f3,61
367,4,Fischer Robert J (USA),Black,Nf2+,62
368,4,Spassky Boris V (FRA),White,Kg3,63
369,4,Fischer Robert J (USA),Black,Nd3,64
370,4,Spassky Boris V (FRA),White,Bg5,65
371,4,Fischer Robert J (USA),Black,e5,66
372,4,Spassky Boris V (FRA),White,Kh3,67
373,4,Fischer Robert J (USA),Black,Nf2+,68
374,4,Spassky Boris V (FRA),White,Kh2,69
375,4,Fischer Robert J (USA),Black,Nd3,70
376,4,Spassky Boris V (FRA),White,Bh6,71
377,4,Fischer Robert J (USA),Black,Ne1,72
378,4,Spassky Boris V (FRA),White,Kg1,73
379,4,Fischer Robert J (USA),Black,Nd3,74
380,4,Spassky Boris V (FRA),White,Bg5,75
381,4,Fischer Robert J (USA),Black,Rb1+,76
382,4,Spassky Boris V (FRA),White,Kh2,77
383,4,Fischer Robert J (USA),Black,Rb2,78
384,4,Spassky Boris V (FRA),White,Re7+,79
385,4,Fischer Robert J (USA),Black,Kf8,80
386,4,Spassky Boris V (FRA),White,Re6,81
387,4,Fischer Robert J (USA),Black,Kg7,82
388,4,Spassky Boris V (FRA),White,Kh3,83
389,4,Fischer Robert J (USA),Black,Re2,84
390,4,Spassky Boris V (FRA),White,Rd6,85
391,4,Fischer Robert J (USA),Black,Ne1,86
392,4,Spassky Boris V (FRA),White,Bf6+,87
393,4,Fischer Robert J (USA),Black,Kg8,88
394,4,Spassky Boris V (FRA),White,Bxe5,89
395,4,Fischer Robert J (USA),Black,Rxe3,90
396,4,Spassky Boris V (FRA),White,Bf4,91
397,4,Fischer Robert J (USA),Black,Re2,92
398,4,Spassky Boris V (FRA),White,Rg6+,93
399,4,Fischer Robert J (USA),Black,Kf7,94
400,4,Spassky Boris V (FRA),White,Rg5,95
401,4,Fischer Robert J (USA),Black,Ke6,96
402,4,Spassky Boris V (FRA),White,Bc7,97
403,4,Fischer Robert J (USA),Black,Ra2,98
404,4,Spassky Boris V (FRA),White,Bb6,99
405,4,Fischer Robert J (USA),Black,Nd3,100
406,4,Spassky Boris V (FRA),White,Kh2,101
407,4,Fischer Robert J (USA),Black,Ne1,102
408,4,Spassky Boris V (FRA),White,Kh3,103
409,4,Fischer Robert J (USA),Black,Nd3,104
410,4,Spassky Boris V (FRA),White,Bc7,105
411,4,Fischer Robert J (USA),Black,Rc2,106
412,4,Spassky Boris V (FRA),White,Bb6,107
413,4,Fischer Robert J (USA),Black,Ra2,108
414,4,Spassky Boris V (FRA),White,Kg3,109
415,4,Fischer Robert J (USA),Black,Ne1,110
416,4,Spassky Boris V (FRA),White,Rxh5,111
417,4,Fischer Robert J (USA),Black,Rxg2+,112
418,4,Spassky Boris V (FRA),White,Kf4,113
419,4,Fischer Robert J (USA),Black,Nd3+,114
420,4,Spassky Boris V (FRA),White,Ke3,115
421,4,Fischer Robert J (USA),Black,Ne5,116
422,4,Spassky Boris V (FRA),White,Rh6+,117
423,4,Fischer Robert J (USA),Black,Kd5,118
424,4,Spassky Boris V (FRA),White,Bc7,119
425,4,Fischer Robert J (USA),Black,Rg7,120
426,4,Spassky Boris V (FRA),White,Bxe5,121
427,4,Fischer Robert J (USA),Black,Kxe5,122
428,5,Spassky Boris V (FRA),White,d4,1
429,5,Fischer Robert J (USA),Black,Nf6,2
430,5,Spassky Boris V (FRA),White,c4,3
431,5,Fischer Robert J (USA),Black,g6,4
432,5,Spassky Boris V (FRA),White,Nc3,5
433,5,Fischer Robert J (USA),Black,Bg7,6
434,5,Spassky Boris V (FRA),White,e4,7
435,5,Fischer Robert J (USA),Black,d6,8
436,5,Spassky Boris V (FRA),White,f3,9
437,5,Fischer Robert J (USA),Black,O-O,10
438,5,Spassky Boris V (FRA),White,Be3,11
439,5,Fischer Robert J (USA),Black,Nc6,12
440,5,Spassky Boris V (FRA),White,Nge2,13
441,5,Fischer Robert J (USA),Black,a6,14
442,5,Spassky Boris V (FRA),White,Qd2,15
443,5,Fischer Robert J (USA),Black,Rb8,16
444,5,Spassky Boris V (FRA),White,h4,17
445,5,Fischer Robert J (USA),Black,h5,18
446,5,Spassky Boris V (FRA),White,Bh6,19
447,5,Fischer Robert J (USA),Black,e5,20
448,5,Spassky Boris V (FRA),White,Bxg7,21
449,5,Fischer Robert J (USA),Black,Kxg7,22
450,5,Spassky Boris V (FRA),White,d5,23
451,5,Fischer Robert J (USA),Black,Ne7,24
452,5,Spassky Boris V (FRA),White,Ng3,25
453,5,Fischer Robert J (USA),Black,c6,26
454,5,Spassky Boris V (FRA),White,dxc6,27
455,5,Fischer Robert J (USA),Black,Nxc6,28
456,5,Spassky Boris V (FRA),White,O-O-O,29
457,5,Fischer Robert J (USA),Black,Be6,30
458,5,Spassky Boris V (FRA),White,Kb1,31
459,5,Fischer Robert J (USA),Black,Ne8,32
460,5,Spassky Boris V (FRA),White,Nd5,33
461,5,Fischer Robert J (USA),Black,b5,34
462,5,Spassky Boris V (FRA),White,Ne3,35
463,5,Fischer Robert J (USA),Black,Rh8,36
464,5,Spassky Boris V (FRA),White,Rc1,37
465,5,Fischer Robert J (USA),Black,Qb6,38
466,5,Spassky Boris V (FRA),White,Bd3,39
467,5,Fischer Robert J (USA),Black,Nd4,40
468,5,Spassky Boris V (FRA),White,Nd5,41
469,5,Fischer Robert J (USA),Black,Qa7,42
470,5,Spassky Boris V (FRA),White,Nf1,43
471,5,Fischer Robert J (USA),Black,Nf6,44
472,5,Spassky Boris V (FRA),White,Nfe3,45
473,5,Fischer Robert J (USA),Black,Bxd5,46
474,5,Spassky Boris V (FRA),White,cxd5,47
475,5,Fischer Robert J (USA),Black,Rbc8,48
476,5,Spassky Boris V (FRA),White,Rcf1,49
477,5,Fischer Robert J (USA),Black,Qe7,50
478,5,Spassky Boris V (FRA),White,g4,51
479,5,Fischer Robert J (USA),Black,Nd7,52
480,5,Spassky Boris V (FRA),White,g5,53
481,5,Fischer Robert J (USA),Black,Kf8,54
482,5,Spassky Boris V (FRA),White,Rf2,55
483,5,Fischer Robert J (USA),Black,Ke8,56
484,5,Spassky Boris V (FRA),White,Bf1,57
485,5,Fischer Robert J (USA),Black,Nc5,58
486,5,Spassky Boris V (FRA),White,Bh3,59
487,5,Fischer Robert J (USA),Black,Rc7,60
488,5,Spassky Boris V (FRA),White,Rc1,61
489,5,Fischer Robert J (USA),Black,Ncb3,62
490,5,Spassky Boris V (FRA),White,axb3,63
491,5,Fischer Robert J (USA),Black,Nxb3,64
492,5,Spassky Boris V (FRA),White,Rc6,65
493,5,Fischer Robert J (USA),Black,Nxd2+,66
494,5,Spassky Boris V (FRA),White,Rxd2,67
495,5,Fischer Robert J (USA),Black,Kf8,68
496,5,Spassky Boris V (FRA),White,Rxa6,69
497,5,Fischer Robert J (USA),Black,Ra7,70
498,5,Spassky Boris V (FRA),White,Rc6,71
499,5,Fischer Robert J (USA),Black,Kg7,72
500,5,Spassky Boris V (FRA),White,Bf1,73
501,5,Fischer Robert J (USA),Black,Ra1+,74
502,5,Spassky Boris V (FRA),White,Kxa1,75
503,5,Fischer Robert J (USA),Black,Qa7+,76
504,5,Spassky Boris V (FRA),White,Kb1,77
505,5,Fischer Robert J (USA),Black,Qxe3,78
506,5,Spassky Boris V (FRA),White,Kc2,79
507,5,Fischer Robert J (USA),Black,b4,80
508,6,Spassky Boris V (FRA),White,d4,1
509,6,Fischer Robert J (USA),Black,Nf6,2
510,6,Spassky Boris V (FRA),White,c4,3
511,6,Fischer Robert J (USA),Black,e6,4
512,6,Spassky Boris V (FRA),White,Nc3,5
513,6,Fischer Robert J (USA),Black,Bb4,6
514,6,Spassky Boris V (FRA),White,Qc2,7
515,6,Fischer Robert J (USA),Black,d5,8
516,6,Spassky Boris V (FRA),White,cxd5,9
517,6,Fischer Robert J (USA),Black,exd5,10
518,6,Spassky Boris V (FRA),White,Bg5,11
519,6,Fischer Robert J (USA),Black,h6,12
520,6,Spassky Boris V (FRA),White,Bh4,13
521,6,Fischer Robert J (USA),Black,c5,14
522,6,Spassky Boris V (FRA),White,dxc5,15
523,6,Fischer Robert J (USA),Black,Nc6,16
524,6,Spassky Boris V (FRA),White,e3,17
525,6,Fischer Robert J (USA),Black,g5,18
526,6,Spassky Boris V (FRA),White,Bg3,19
527,6,Fischer Robert J (USA),Black,Qa5,20
528,6,Spassky Boris V (FRA),White,Nf3,21
529,6,Fischer Robert J (USA),Black,Ne4,22
530,6,Spassky Boris V (FRA),White,Nd2,23
531,6,Fischer Robert J (USA),Black,Nxc3,24
532,6,Spassky Boris V (FRA),White,bxc3,25
533,6,Fischer Robert J (USA),Black,Bxc3,26
534,6,Spassky Boris V (FRA),White,Rb1,27
535,6,Fischer Robert J (USA),Black,Qxc5,28
536,6,Spassky Boris V (FRA),White,Rb5,29
537,6,Fischer Robert J (USA),Black,Qa3,30
538,6,Spassky Boris V (FRA),White,Rb3,31
539,6,Fischer Robert J (USA),Black,Bxd2+,32
540,6,Spassky Boris V (FRA),White,Qxd2,33
541,6,Fischer Robert J (USA),Black,Qa5,34
