"X";"game";"player";"color";"move";"turn"
44500;582;"Macieja, Bartlomiej";"White";"d3";9
44501;582;"Grischuk, Alexander";"Black";"a6";10
44544;583;"Tiviakov, Sergei";"White";"e4";1
44545;583;"Morozevich, Alexander";"Black";"e5";2
44546;583;"Tiviakov, Sergei";"White";"Nf3";3
44547;583;"Morozevich, Alexander";"Black";"Nc6";4
44548;583;"Tiviakov, Sergei";"White";"Bc4";5
44549;583;"Morozevich, Alexander";"Black";"Bc5";6
44550;583;"Tiviakov, Sergei";"White";"c3";7
44551;583;"Morozevich, Alexander";"Black";"Nf6";8
44552;583;"Tiviakov, Sergei";"White";"d3";9
44553;583;"Morozevich, Alexander";"Black";"a6";10
44653;584;"Ghaem Maghami, Ehsan";"White";"e4";1
44654;584;"Abdelnabbi, Imed";"Black";"e5";2
44655;584;"Ghaem Maghami, Ehsan";"White";"Nf3";3
44656;584;"Abdelnabbi, Imed";"Black";"Nc6";4
44657;584;"Ghaem Maghami, Ehsan";"White";"Bc4";5
44658;584;"Abdelnabbi, Imed";"Black";"Bc5";6
44659;584;"Ghaem Maghami, Ehsan";"White";"O-O";7
44660;584;"Abdelnabbi, Imed";"Black";"Nf6";8
44661;584;"Ghaem Maghami, Ehsan";"White";"d3";9
44662;584;"Abdelnabbi, Imed";"Black";"d6";10
44722;585;"Nunn, John D M";"White";"e4";1
44723;585;"Mueller, Matthias GER";"Black";"e5";2
44724;585;"Nunn, John D M";"White";"Bc4";3
44725;585;"Mueller, Matthias GER";"Black";"Nf6";4
44726;585;"Nunn, John D M";"White";"d3";5
44727;585;"Mueller, Matthias GER";"Black";"Nc6";6
44728;585;"Nunn, John D M";"White";"Nf3";7
44729;585;"Mueller, Matthias GER";"Black";"Bc5";8
44730;585;"Nunn, John D M";"White";"O-O";9
44731;585;"Mueller, Matthias GER";"Black";"d6";10
44763;586;"Macieja, Bartlomiej";"White";"e4";1
44764;586;"Polgar, Sofia";"Black";"e5";2
44765;586;"Macieja, Bartlomiej";"White";"Nf3";3
44766;586;"Polgar, Sofia";"Black";"Nc6";4
44767;586;"Macieja, Bartlomiej";"White";"Bc4";5
44768;586;"Polgar, Sofia";"Black";"Bc5";6
44769;586;"Macieja, Bartlomiej";"White";"c3";7
44770;586;"Polgar, Sofia";"Black";"Nf6";8
44771;586;"Macieja, Bartlomiej";"White";"d3";9
44772;586;"Polgar, Sofia";"Black";"a6";10
44846;587;"Erenburg, Sergey";"White";"e4";1
44847;587;"Kreizberg, Michael";"Black";"e5";2
44848;587;"Erenburg, Sergey";"White";"Nf3";3
44849;587;"Kreizberg, Michael";"Black";"Nc6";4
44850;587;"Erenburg, Sergey";"White";"Bc4";5
44851;587;"Kreizberg, Michael";"Black";"Bc5";6
44852;587;"Erenburg, Sergey";"White";"c3";7
44853;587;"Kreizberg, Michael";"Black";"Nf6";8
44854;587;"Erenburg, Sergey";"White";"d3";9
44855;587;"Kreizberg, Michael";"Black";"d6";10
44889;588;"Tiviakov, Sergei";"White";"e4";1
44890;588;"Jonkman, Harmen";"Black";"e5";2
44891;588;"Tiviakov, Sergei";"White";"Nf3";3
44892;588;"Jonkman, Harmen";"Black";"Nc6";4
44893;588;"Tiviakov, Sergei";"White";"Bc4";5
44894;588;"Jonkman, Harmen";"Black";"Nf6";6
44895;588;"Tiviakov, Sergei";"White";"d3";7
44896;588;"Jonkman, Harmen";"Black";"Bc5";8
44897;588;"Tiviakov, Sergei";"White";"c3";9
44898;588;"Jonkman, Harmen";"Black";"a6";10
44981;589;"Macieja, Bartlomiej";"White";"e4";1
44982;589;"Fridman, Daniel";"Black";"e5";2
44983;589;"Macieja, Bartlomiej";"White";"Bc4";3
44984;589;"Fridman, Daniel";"Black";"Nf6";4
44985;589;"Macieja, Bartlomiej";"White";"d3";5
44986;589;"Fridman, Daniel";"Black";"Nc6";6
44987;589;"Macieja, Bartlomiej";"White";"Nf3";7
44988;589;"Fridman, Daniel";"Black";"Bc5";8
44989;589;"Macieja, Bartlomiej";"White";"c3";9
44990;589;"Fridman, Daniel";"Black";"d6";10
45061;590;"Hamdouchi, Hichem";"White";"e4";1
45062;590;"Van Hoolandt, Patrick";"Black";"e5";2
45063;590;"Hamdouchi, Hichem";"White";"Bc4";3
45064;590;"Van Hoolandt, Patrick";"Black";"Nc6";4
45065;590;"Hamdouchi, Hichem";"White";"Nf3";5
45066;590;"Van Hoolandt, Patrick";"Black";"Bc5";6
45067;590;"Hamdouchi, Hichem";"White";"c3";7
45068;590;"Van Hoolandt, Patrick";"Black";"Nf6";8
45069;590;"Hamdouchi, Hichem";"White";"d3";9
45070;590;"Van Hoolandt, Patrick";"Black";"d6";10
45114;591;"Finegold, Benjamin";"White";"e4";1
45115;591;"Muhammad, Stephen A";"Black";"e5";2
45116;591;"Finegold, Benjamin";"White";"Nf3";3
45117;591;"Muhammad, Stephen A";"Black";"Nc6";4
45118;591;"Finegold, Benjamin";"White";"Bc4";5
45119;591;"Muhammad, Stephen A";"Black";"Bc5";6
45120;591;"Finegold, Benjamin";"White";"c3";7
45121;591;"Muhammad, Stephen A";"Black";"Nf6";8
45122;591;"Finegold, Benjamin";"White";"d4";9
45123;591;"Muhammad, Stephen A";"Black";"exd4";10
45194;592;"Kramnik, Vladimir";"White";"e4";1
45195;592;"Krasenkow, Michal";"Black";"e5";2
45196;592;"Kramnik, Vladimir";"White";"Nf3";3
45197;592;"Krasenkow, Michal";"Black";"Nc6";4
45198;592;"Kramnik, Vladimir";"White";"Bc4";5
45199;592;"Krasenkow, Michal";"Black";"Bc5";6
45200;592;"Kramnik, Vladimir";"White";"c3";7
45201;592;"Krasenkow, Michal";"Black";"Nf6";8
45202;592;"Kramnik, Vladimir";"White";"d3";9
45203;592;"Krasenkow, Michal";"Black";"a6";10
45353;593;"Kudrin, Sergey";"White";"e4";1
45354;593;"Kaufman, Larry C";"Black";"e5";2
45355;593;"Kudrin, Sergey";"White";"Nf3";3
45356;593;"Kaufman, Larry C";"Black";"Nc6";4
45357;593;"Kudrin, Sergey";"White";"Bc4";5
45358;593;"Kaufman, Larry C";"Black";"Bc5";6
45359;593;"Kudrin, Sergey";"White";"c3";7
45360;593;"Kaufman, Larry C";"Black";"Nf6";8
45361;593;"Kudrin, Sergey";"White";"d3";9
45362;593;"Kaufman, Larry C";"Black";"a6";10
45428;594;"Cabrera, Alexis";"White";"e4";1
45429;594;"Ruan Lufei";"Black";"e5";2
45430;594;"Cabrera, Alexis";"White";"Nf3";3
45431;594;"Ruan Lufei";"Black";"Nc6";4
45432;594;"Cabrera, Alexis";"White";"Bc4";5
45433;594;"Ruan Lufei";"Black";"Bc5";6
45434;594;"Cabrera, Alexis";"White";"c3";7
45435;594;"Ruan Lufei";"Black";"Nf6";8
45436;594;"Cabrera, Alexis";"White";"d3";9
45437;594;"Ruan Lufei";"Black";"d6";10
45539;595;"Pap, Misa";"White";"e4";1
45540;595;"Fontaine, Robert";"Black";"e5";2
45541;595;"Pap, Misa";"White";"Nf3";3
45542;595;"Fontaine, Robert";"Black";"Nc6";4
45543;595;"Pap, Misa";"White";"Bc4";5
45544;595;"Fontaine, Robert";"Black";"Bc5";6
45545;595;"Pap, Misa";"White";"c3";7
45546;595;"Fontaine, Robert";"Black";"Nf6";8
45547;595;"Pap, Misa";"White";"d3";9
45548;595;"Fontaine, Robert";"Black";"d6";10
45631;596;"Fedorov, Alexei";"White";"e4";1
45632;596;"Grabarczyk, Miroslaw";"Black";"e5";2
45633;596;"Fedorov, Alexei";"White";"Bc4";3
45634;596;"Grabarczyk, Miroslaw";"Black";"Nc6";4
45635;596;"Fedorov, Alexei";"White";"Nf3";5
45636;596;"Grabarczyk, Miroslaw";"Black";"Bc5";6
45637;596;"Fedorov, Alexei";"White";"c3";7
45638;596;"Grabarczyk, Miroslaw";"Black";"Nf6";8
45639;596;"Fedorov, Alexei";"White";"d3";9
45640;596;"Grabarczyk, Miroslaw";"Black";"a6";10
45737;597;"Galdunts, Sergey";"White";"e4";1
45738;597;"Grabarczyk, Miroslaw";"Black";"e5";2
45739;597;"Galdunts, Sergey";"White";"Nf3";3
45740;597;"Grabarczyk, Miroslaw";"Black";"Nc6";4
45741;597;"Galdunts, Sergey";"White";"Bc4";5
45742;597;"Grabarczyk, Miroslaw";"Black";"Bc5";6
45743;597;"Galdunts, Sergey";"White";"c3";7
45744;597;"Grabarczyk, Miroslaw";"Black";"Nf6";8
45745;597;"Galdunts, Sergey";"White";"d3";9
45746;597;"Grabarczyk, Miroslaw";"Black";"O-O";10
45759;598;"Tiviakov, Sergei";"White";"e4";1
45760;598;"Golod, Vitali";"Black";"e5";2
45761;598;"Tiviakov, Sergei";"White";"Nf3";3
45762;598;"Golod, Vitali";"Black";"Nc6";4
45763;598;"Tiviakov, Sergei";"White";"Bc4";5
45764;598;"Golod, Vitali";"Black";"Bc5";6
45765;598;"Tiviakov, Sergei";"White";"c3";7
45766;598;"Golod, Vitali";"Black";"Nf6";8
45767;598;"Tiviakov, Sergei";"White";"d3";9
45768;598;"Golod, Vitali";"Black";"a6";10
45840;599;"Welling, Gerard";"White";"e4";1
45841;599;"Flear, Glenn C";"Black";"e5";2
45842;599;"Welling, Gerard";"White";"Nf3";3
45843;599;"Flear, Glenn C";"Black";"Nc6";4
45844;599;"Welling, Gerard";"White";"Bc4";5
45845;599;"Flear, Glenn C";"Black";"Bc5";6
45846;599;"Welling, Gerard";"White";"c3";7
45847;599;"Flear, Glenn C";"Black";"Nf6";8
45848;599;"Welling, Gerard";"White";"d4";9
45849;599;"Flear, Glenn C";"Black";"exd4";10
45924;600;"Tiviakov, Sergei";"White";"e4";1
45925;600;"Godena, Michele";"Black";"e5";2
45926;600;"Tiviakov, Sergei";"White";"Nf3";3
45927;600;"Godena, Michele";"Black";"Nc6";4
45928;600;"Tiviakov, Sergei";"White";"Bc4";5
45929;600;"Godena, Michele";"Black";"Nf6";6
45930;600;"Tiviakov, Sergei";"White";"d3";7
45931;600;"Godena, Michele";"Black";"Bc5";8
45932;600;"Tiviakov, Sergei";"White";"c3";9
45933;600;"Godena, Michele";"Black";"a6";10
45970;601;"De la Paz, Frank";"White";"e4";1
45971;601;"Rizouk, Aimen";"Black";"e5";2
45972;601;"De la Paz, Frank";"White";"Nf3";3
45973;601;"Rizouk, Aimen";"Black";"Nc6";4
45974;601;"De la Paz, Frank";"White";"Bc4";5
45975;601;"Rizouk, Aimen";"Black";"Bc5";6
45976;601;"De la Paz, Frank";"White";"c3";7
45977;601;"Rizouk, Aimen";"Black";"Nf6";8
45978;601;"De la Paz, Frank";"White";"d4";9
45979;601;"Rizouk, Aimen";"Black";"exd4";10
46027;602;"Macieja, Bartlomiej";"White";"e4";1
46028;602;"Adams, Michael";"Black";"e5";2
46029;602;"Macieja, Bartlomiej";"White";"Nf3";3
46030;602;"Adams, Michael";"Black";"Nc6";4
46031;602;"Macieja, Bartlomiej";"White";"Bc4";5
46032;602;"Adams, Michael";"Black";"Bc5";6
46033;602;"Macieja, Bartlomiej";"White";"c3";7
46034;602;"Adams, Michael";"Black";"Nf6";8
46035;602;"Macieja, Bartlomiej";"White";"d3";9
46036;602;"Adams, Michael";"Black";"a6";10
46083;603;"Cabrera, Alexis";"White";"e4";1
46084;603;"Rizouk, Aimen";"Black";"e5";2
46085;603;"Cabrera, Alexis";"White";"Nf3";3
46086;603;"Rizouk, Aimen";"Black";"Nc6";4
46087;603;"Cabrera, Alexis";"White";"Bc4";5
46088;603;"Rizouk, Aimen";"Black";"Bc5";6
46089;603;"Cabrera, Alexis";"White";"c3";7
46090;603;"Rizouk, Aimen";"Black";"Nf6";8
46091;603;"Cabrera, Alexis";"White";"d3";9
46092;603;"Rizouk, Aimen";"Black";"a6";10
46172;604;"Tiviakov, Sergei";"White";"e4";1
46173;604;"De la Paz, Frank";"Black";"e5";2
46174;604;"Tiviakov, Sergei";"White";"Nf3";3
46175;604;"De la Paz, Frank";"Black";"Nc6";4
46176;604;"Tiviakov, Sergei";"White";"Bc4";5
46177;604;"De la Paz, Frank";"Black";"Bc5";6
46178;604;"Tiviakov, Sergei";"White";"c3";7
46179;604;"De la Paz, Frank";"Black";"Nf6";8
46180;604;"Tiviakov, Sergei";"White";"d3";9
46181;604;"De la Paz, Frank";"Black";"Bb6";10
46273;605;"Al Sayed, Mohamad N";"White";"e4";1
46274;605;"Al Marri, O";"Black";"e5";2
46275;605;"Al Sayed, Mohamad N";"White";"Nf3";3
46276;605;"Al Marri, O";"Black";"Nc6";4
46277;605;"Al Sayed, Mohamad N";"White";"Bc4";5
46278;605;"Al Marri, O";"Black";"Bc5";6
46279;605;"Al Sayed, Mohamad N";"White";"c3";7
46280;605;"Al Marri, O";"Black";"Nf6";8
46281;605;"Al Sayed, Mohamad N";"White";"d3";9
46282;605;"Al Marri, O";"Black";"a6";10
46328;606;"Al Sayed, Mohamad N";"White";"e4";1
46329;606;"Kayumov, Sergey";"Black";"e5";2
46330;606;"Al Sayed, Mohamad N";"White";"Nf3";3
46331;606;"Kayumov, Sergey";"Black";"Nc6";4
46332;606;"Al Sayed, Mohamad N";"White";"Bc4";5
46333;606;"Kayumov, Sergey";"Black";"Bc5";6
46334;606;"Al Sayed, Mohamad N";"White";"c3";7
46335;606;"Kayumov, Sergey";"Black";"Nf6";8
46336;606;"Al Sayed, Mohamad N";"White";"d3";9
46337;606;"Kayumov, Sergey";"Black";"a6";10
46424;607;"Ernst, Thomas";"White";"e4";1
46425;607;"Hjelm, Niclas";"Black";"e5";2
46426;607;"Ernst, Thomas";"White";"Nf3";3
46427;607;"Hjelm, Niclas";"Black";"Nc6";4
46428;607;"Ernst, Thomas";"White";"Bc4";5
46429;607;"Hjelm, Niclas";"Black";"Bc5";6
46430;607;"Ernst, Thomas";"White";"c3";7
46431;607;"Hjelm, Niclas";"Black";"Nf6";8
46432;607;"Ernst, Thomas";"White";"d3";9
46433;607;"Hjelm, Niclas";"Black";"d6";10
46540;608;"Ibragimov, Ildar";"White";"e4";1
46541;608;"Sherzer, Alex";"Black";"e5";2
46542;608;"Ibragimov, Ildar";"White";"Nf3";3
46543;608;"Sherzer, Alex";"Black";"Nc6";4
46544;608;"Ibragimov, Ildar";"White";"Bc4";5
46545;608;"Sherzer, Alex";"Black";"Bc5";6
46546;608;"Ibragimov, Ildar";"White";"c3";7
46547;608;"Sherzer, Alex";"Black";"Nf6";8
46548;608;"Ibragimov, Ildar";"White";"d3";9
46549;608;"Sherzer, Alex";"Black";"d6";10
46639;609;"Hamdouchi, Hichem";"White";"e4";1
46640;609;"Nezar, Mustapha";"Black";"e5";2
46641;609;"Hamdouchi, Hichem";"White";"Nf3";3
46642;609;"Nezar, Mustapha";"Black";"Nc6";4
46643;609;"Hamdouchi, Hichem";"White";"Bc4";5
46644;609;"Nezar, Mustapha";"Black";"Bc5";6
46645;609;"Hamdouchi, Hichem";"White";"c3";7
46646;609;"Nezar, Mustapha";"Black";"Nf6";8
46647;609;"Hamdouchi, Hichem";"White";"d3";9
46648;609;"Nezar, Mustapha";"Black";"d6";10
46724;610;"Barua, Dibyendu";"White";"e4";1
46725;610;"Babu, N Sudhakar";"Black";"e5";2
46726;610;"Barua, Dibyendu";"White";"Nf3";3
46727;610;"Babu, N Sudhakar";"Black";"Nc6";4
46728;610;"Barua, Dibyendu";"White";"Bc4";5
46729;610;"Babu, N Sudhakar";"Black";"Bc5";6
46730;610;"Barua, Dibyendu";"White";"c3";7
46731;610;"Babu, N Sudhakar";"Black";"Nf6";8
46732;610;"Barua, Dibyendu";"White";"d3";9
46733;610;"Babu, N Sudhakar";"Black";"d6";10
46873;611;"Barua, Dibyendu";"White";"e4";1
46874;611;"Safin, Shukhrat";"Black";"e5";2
46875;611;"Barua, Dibyendu";"White";"Nf3";3
46876;611;"Safin, Shukhrat";"Black";"Nc6";4
46877;611;"Barua, Dibyendu";"White";"Bc4";5
46878;611;"Safin, Shukhrat";"Black";"Bc5";6
46879;611;"Barua, Dibyendu";"White";"c3";7
46880;611;"Safin, Shukhrat";"Black";"Nf6";8
46881;611;"Barua, Dibyendu";"White";"d3";9
46882;611;"Safin, Shukhrat";"Black";"a6";10
46936;612;"Ghaem Maghami, Ehsan";"White";"e4";1
46937;612;"Kasimdzhanov, Rustam";"Black";"e5";2
46938;612;"Ghaem Maghami, Ehsan";"White";"Nf3";3
46939;612;"Kasimdzhanov, Rustam";"Black";"Nc6";4
46940;612;"Ghaem Maghami, Ehsan";"White";"Bc4";5
46941;612;"Kasimdzhanov, Rustam";"Black";"Bc5";6
46942;612;"Ghaem Maghami, Ehsan";"White";"O-O";7
46943;612;"Kasimdzhanov, Rustam";"Black";"Nf6";8
46944;612;"Ghaem Maghami, Ehsan";"White";"d3";9
46945;612;"Kasimdzhanov, Rustam";"Black";"d6";10
47034;613;"Velicka, Petr";"White";"e4";1
47035;613;"Gross, David CZE";"Black";"e5";2
47036;613;"Velicka, Petr";"White";"Nf3";3
47037;613;"Gross, David CZE";"Black";"Nc6";4
47038;613;"Velicka, Petr";"White";"Bc4";5
47039;613;"Gross, David CZE";"Black";"Bc5";6
47040;613;"Velicka, Petr";"White";"c3";7
47041;613;"Gross, David CZE";"Black";"Nf6";8
47042;613;"Velicka, Petr";"White";"d3";9
47043;613;"Gross, David CZE";"Black";"d6";10
47065;614;"Fedorov, Alexei";"White";"e4";1
47066;614;"Magerramov, Elmar";"Black";"e5";2
47067;614;"Fedorov, Alexei";"White";"Nf3";3
47068;614;"Magerramov, Elmar";"Black";"Nc6";4
47069;614;"Fedorov, Alexei";"White";"Bc4";5
47070;614;"Magerramov, Elmar";"Black";"Bc5";6
47071;614;"Fedorov, Alexei";"White";"c3";7
47072;614;"Magerramov, Elmar";"Black";"Nf6";8
47073;614;"Fedorov, Alexei";"White";"d3";9
47074;614;"Magerramov, Elmar";"Black";"a6";10
47093;615;"Rodriguez, Andres";"White";"e4";1
47094;615;"Morovic Fernandez, Ivan E";"Black";"e5";2
47095;615;"Rodriguez, Andres";"White";"Nf3";3
47096;615;"Morovic Fernandez, Ivan E";"Black";"Nc6";4
47097;615;"Rodriguez, Andres";"White";"Bc4";5
47098;615;"Morovic Fernandez, Ivan E";"Black";"Bc5";6
47099;615;"Rodriguez, Andres";"White";"c3";7
47100;615;"Morovic Fernandez, Ivan E";"Black";"Nf6";8
47101;615;"Rodriguez, Andres";"White";"d3";9
47102;615;"Morovic Fernandez, Ivan E";"Black";"d6";10
47126;616;"Crosa, Martin";"White";"e4";1
47127;616;"Neubauer, Martin";"Black";"e5";2
47128;616;"Crosa, Martin";"White";"Nf3";3
47129;616;"Neubauer, Martin";"Black";"Nc6";4
47130;616;"Crosa, Martin";"White";"Bc4";5
47131;616;"Neubauer, Martin";"Black";"Nf6";6
47132;616;"Crosa, Martin";"White";"d3";7
47133;616;"Neubauer, Martin";"Black";"Bc5";8
47134;616;"Crosa, Martin";"White";"O-O";9
47135;616;"Neubauer, Martin";"Black";"d6";10
47200;617;"Marciano, David";"White";"e4";1
47201;617;"Godena, Michele";"Black";"e5";2
47202;617;"Marciano, David";"White";"Nf3";3
47203;617;"Godena, Michele";"Black";"Nc6";4
47204;617;"Marciano, David";"White";"Bc4";5
47205;617;"Godena, Michele";"Black";"Bc5";6
47206;617;"Marciano, David";"White";"c3";7
47207;617;"Godena, Michele";"Black";"Nf6";8
47208;617;"Marciano, David";"White";"d3";9
47209;617;"Godena, Michele";"Black";"a6";10
47299;618;"Hamdouchi, Hichem";"White";"e4";1
47300;618;"Adams, Michael";"Black";"e5";2
47301;618;"Hamdouchi, Hichem";"White";"Nf3";3
47302;618;"Adams, Michael";"Black";"Nc6";4
47303;618;"Hamdouchi, Hichem";"White";"Bc4";5
47304;618;"Adams, Michael";"Black";"Bc5";6
47305;618;"Hamdouchi, Hichem";"White";"c3";7
47306;618;"Adams, Michael";"Black";"Nf6";8
47307;618;"Hamdouchi, Hichem";"White";"d3";9
47308;618;"Adams, Michael";"Black";"a6";10
47357;619;"Marzolo, Cyril";"White";"e4";1
47358;619;"Beikert, Guenther";"Black";"e5";2
47359;619;"Marzolo, Cyril";"White";"Bc4";3
47360;619;"Beikert, Guenther";"Black";"Nf6";4
47361;619;"Marzolo, Cyril";"White";"d3";5
47362;619;"Beikert, Guenther";"Black";"Bc5";6
47363;619;"Marzolo, Cyril";"White";"Nf3";7
47364;619;"Beikert, Guenther";"Black";"Nc6";8
47365;619;"Marzolo, Cyril";"White";"O-O";9
47366;619;"Beikert, Guenther";"Black";"d6";10
47446;620;"Marciano, David";"White";"e4";1
47447;620;"Flear, Glenn C";"Black";"e5";2
47448;620;"Marciano, David";"White";"Nf3";3
47449;620;"Flear, Glenn C";"Black";"Nc6";4
47450;620;"Marciano, David";"White";"Bc4";5
47451;620;"Flear, Glenn C";"Black";"Bc5";6
47452;620;"Marciano, David";"White";"c3";7
47453;620;"Flear, Glenn C";"Black";"Nf6";8
47454;620;"Marciano, David";"White";"d3";9
47455;620;"Flear, Glenn C";"Black";"a6";10
47647;621;"Gaponenko, Inna";"White";"e4";1
47648;621;"Polovnikova, Ekaterina";"Black";"e5";2
47649;621;"Gaponenko, Inna";"White";"Nf3";3
47650;621;"Polovnikova, Ekaterina";"Black";"Nc6";4
47651;621;"Gaponenko, Inna";"White";"Bc4";5
47652;621;"Polovnikova, Ekaterina";"Black";"Bc5";6
47653;621;"Gaponenko, Inna";"White";"c3";7
47654;621;"Polovnikova, Ekaterina";"Black";"Nf6";8
47655;621;"Gaponenko, Inna";"White";"d4";9
47656;621;"Polovnikova, Ekaterina";"Black";"exd4";10
47673;622;"Erenburg, Sergey";"White";"e4";1
47674;622;"Korneev, Oleg";"Black";"e5";2
47675;622;"Erenburg, Sergey";"White";"Nf3";3
47676;622;"Korneev, Oleg";"Black";"Nc6";4
47677;622;"Erenburg, Sergey";"White";"Bc4";5
47678;622;"Korneev, Oleg";"Black";"Bc5";6
47679;622;"Erenburg, Sergey";"White";"c3";7
47680;622;"Korneev, Oleg";"Black";"Nf6";8
47681;622;"Erenburg, Sergey";"White";"d3";9
47682;622;"Korneev, Oleg";"Black";"a6";10
47770;623;"Macieja, Bartlomiej";"White";"e4";1
47771;623;"Fontaine, Robert";"Black";"e5";2
47772;623;"Macieja, Bartlomiej";"White";"Nf3";3
47773;623;"Fontaine, Robert";"Black";"Nc6";4
47774;623;"Macieja, Bartlomiej";"White";"Bc4";5
47775;623;"Fontaine, Robert";"Black";"Bc5";6
47776;623;"Macieja, Bartlomiej";"White";"c3";7
47777;623;"Fontaine, Robert";"Black";"Nf6";8
47778;623;"Macieja, Bartlomiej";"White";"b4";9
47779;623;"Fontaine, Robert";"Black";"Bb6";10
47840;624;"Delchev, Aleksander";"White";"e4";1
47841;624;"Grischuk, Alexander";"Black";"e5";2
47842;624;"Delchev, Aleksander";"White";"Nf3";3
47843;624;"Grischuk, Alexander";"Black";"Nc6";4
47844;624;"Delchev, Aleksander";"White";"Bc4";5
47845;624;"Grischuk, Alexander";"Black";"Bc5";6
47846;624;"Delchev, Aleksander";"White";"c3";7
47847;624;"Grischuk, Alexander";"Black";"Nf6";8
47848;624;"Delchev, Aleksander";"White";"d3";9
47849;624;"Grischuk, Alexander";"Black";"a6";10
47864;625;"Delchev, Aleksander";"White";"e4";1
47865;625;"Kritz, Leonid";"Black";"e5";2
47866;625;"Delchev, Aleksander";"White";"Nf3";3
47867;625;"Kritz, Leonid";"Black";"Nc6";4
47868;625;"Delchev, Aleksander";"White";"Bc4";5
47869;625;"Kritz, Leonid";"Black";"Bc5";6
47870;625;"Delchev, Aleksander";"White";"c3";7
47871;625;"Kritz, Leonid";"Black";"Nf6";8
47872;625;"Delchev, Aleksander";"White";"d3";9
47873;625;"Kritz, Leonid";"Black";"a6";10
47977;626;"Tzermiadianos, Andreas";"White";"e4";1
47978;626;"Shomoev, Anton";"Black";"e5";2
47979;626;"Tzermiadianos, Andreas";"White";"Nf3";3
47980;626;"Shomoev, Anton";"Black";"Nc6";4
47981;626;"Tzermiadianos, Andreas";"White";"Bc4";5
47982;626;"Shomoev, Anton";"Black";"Bc5";6
47983;626;"Tzermiadianos, Andreas";"White";"c3";7
47984;626;"Shomoev, Anton";"Black";"Nf6";8
47985;626;"Tzermiadianos, Andreas";"White";"d3";9
47986;626;"Shomoev, Anton";"Black";"a6";10
48014;627;"Godena, Michele";"White";"e4";1
48015;627;"Hracek, Zbynek";"Black";"e5";2
48016;627;"Godena, Michele";"White";"Bc4";3
48017;627;"Hracek, Zbynek";"Black";"Nc6";4
48018;627;"Godena, Michele";"White";"Nf3";5
48019;627;"Hracek, Zbynek";"Black";"Nf6";6
48020;627;"Godena, Michele";"White";"d3";7
48021;627;"Hracek, Zbynek";"Black";"Bc5";8
48022;627;"Godena, Michele";"White";"c3";9
48023;627;"Hracek, Zbynek";"Black";"a6";10
48078;628;"Nevednichy, Vladislav";"White";"e4";1
48079;628;"Dervishi, Erald";"Black";"e5";2
48080;628;"Nevednichy, Vladislav";"White";"Nf3";3
48081;628;"Dervishi, Erald";"Black";"Nc6";4
48082;628;"Nevednichy, Vladislav";"White";"Bc4";5
48083;628;"Dervishi, Erald";"Black";"Nf6";6
48084;628;"Nevednichy, Vladislav";"White";"d3";7
48085;628;"Dervishi, Erald";"Black";"Bc5";8
48086;628;"Nevednichy, Vladislav";"White";"c3";9
48087;628;"Dervishi, Erald";"Black";"a6";10
48219;629;"Tiviakov, Sergei";"White";"e4";1
48220;629;"Sulskis, Sarunas";"Black";"e5";2
48221;629;"Tiviakov, Sergei";"White";"Nf3";3
48222;629;"Sulskis, Sarunas";"Black";"Nc6";4
48223;629;"Tiviakov, Sergei";"White";"Bc4";5
48224;629;"Sulskis, Sarunas";"Black";"Nf6";6
48225;629;"Tiviakov, Sergei";"White";"d3";7
48226;629;"Sulskis, Sarunas";"Black";"Bc5";8
48227;629;"Tiviakov, Sergei";"White";"c3";9
48228;629;"Sulskis, Sarunas";"Black";"d6";10
48315;630;"Schneider, Dmitry";"White";"e4";1
48316;630;"Kozak, Leonid";"Black";"e5";2
48317;630;"Schneider, Dmitry";"White";"Nf3";3
48318;630;"Kozak, Leonid";"Black";"Nc6";4
48319;630;"Schneider, Dmitry";"White";"Bc4";5
48320;630;"Kozak, Leonid";"Black";"Bc5";6
48321;630;"Schneider, Dmitry";"White";"d3";7
48322;630;"Kozak, Leonid";"Black";"Nf6";8
48323;630;"Schneider, Dmitry";"White";"c3";9
48324;630;"Kozak, Leonid";"Black";"d6";10
48378;631;"Oratovsky, Michael";"White";"e4";1
48379;631;"Santos, Carlos P";"Black";"e5";2
48380;631;"Oratovsky, Michael";"White";"Nf3";3
48381;631;"Santos, Carlos P";"Black";"Nc6";4
48382;631;"Oratovsky, Michael";"White";"Bc4";5
48383;631;"Santos, Carlos P";"Black";"Nf6";6
48384;631;"Oratovsky, Michael";"White";"d3";7
48385;631;"Santos, Carlos P";"Black";"Bc5";8
48386;631;"Oratovsky, Michael";"White";"c3";9
48387;631;"Santos, Carlos P";"Black";"d6";10
48429;632;"Kudrin, Sergey";"White";"e4";1
48430;632;"Jonkman, Harmen";"Black";"e5";2
48431;632;"Kudrin, Sergey";"White";"Bc4";3
48432;632;"Jonkman, Harmen";"Black";"Nf6";4
48433;632;"Kudrin, Sergey";"White";"d3";5
48434;632;"Jonkman, Harmen";"Black";"Nc6";6
48435;632;"Kudrin, Sergey";"White";"Nf3";7
48436;632;"Jonkman, Harmen";"Black";"Bc5";8
48437;632;"Kudrin, Sergey";"White";"c3";9
48438;632;"Jonkman, Harmen";"Black";"a6";10
48501;633;"Gunnarsson, Jon Viktor";"White";"e4";1
48502;633;"Postny, Evgeny";"Black";"e5";2
48503;633;"Gunnarsson, Jon Viktor";"White";"Nf3";3
