"X";"game";"player";"color";"move";"turn"
82494;1087;"Morphy, Paul C";"White";"Nf3";5
82495;1087;"Richardson";"Black";"Nc6";6
82496;1087;"Morphy, Paul C";"White";"c3";7
82497;1087;"Richardson";"Black";"e6";8
82498;1087;"Morphy, Paul C";"White";"d4";9
82499;1087;"Richardson";"Black";"cxd4";10
82537;1088;"Morphy, Paul C";"White";"e4";1
82538;1088;"Stone";"Black";"e5";2
82539;1088;"Morphy, Paul C";"White";"Nf3";3
82540;1088;"Stone";"Black";"Nc6";4
82541;1088;"Morphy, Paul C";"White";"Bc4";5
82542;1088;"Stone";"Black";"Bc5";6
82543;1088;"Morphy, Paul C";"White";"b4";7
82544;1088;"Stone";"Black";"Bxb4";8
82545;1088;"Morphy, Paul C";"White";"c3";9
82546;1088;"Stone";"Black";"Ba5";10
82588;1089;"Morphy, Paul C";"White";"e4";1
82589;1089;"Stone";"Black";"e5";2
82590;1089;"Morphy, Paul C";"White";"Nf3";3
82591;1089;"Stone";"Black";"Nc6";4
82592;1089;"Morphy, Paul C";"White";"Bc4";5
82593;1089;"Stone";"Black";"Bc5";6
82594;1089;"Morphy, Paul C";"White";"b4";7
82595;1089;"Stone";"Black";"Bxb4";8
82596;1089;"Morphy, Paul C";"White";"c3";9
82597;1089;"Stone";"Black";"Bc5";10
82647;1090;"Morphy, Paul C";"White";"e4";1
82648;1090;"Thompson, J";"Black";"e5";2
82649;1090;"Morphy, Paul C";"White";"Nf3";3
82650;1090;"Thompson, J";"Black";"Nc6";4
82651;1090;"Morphy, Paul C";"White";"Bc4";5
82652;1090;"Thompson, J";"Black";"Bc5";6
82653;1090;"Morphy, Paul C";"White";"b4";7
82654;1090;"Thompson, J";"Black";"Bxb4";8
82655;1090;"Morphy, Paul C";"White";"c3";9
82656;1090;"Thompson, J";"Black";"Ba5";10
82711;1091;"Morphy, Paul C";"White";"e4";1
82712;1091;"Thompson, J";"Black";"e5";2
82713;1091;"Morphy, Paul C";"White";"Nf3";3
82714;1091;"Thompson, J";"Black";"Nc6";4
82715;1091;"Morphy, Paul C";"White";"Bc4";5
82716;1091;"Thompson, J";"Black";"Bc5";6
82717;1091;"Morphy, Paul C";"White";"b4";7
82718;1091;"Thompson, J";"Black";"Bxb4";8
82719;1091;"Morphy, Paul C";"White";"c3";9
82720;1091;"Thompson, J";"Black";"Ba5";10
82757;1092;"Morphy, Paul C";"White";"e4";1
82758;1092;"Thompson, J";"Black";"e5";2
82759;1092;"Morphy, Paul C";"White";"Nf3";3
82760;1092;"Thompson, J";"Black";"Nc6";4
82761;1092;"Morphy, Paul C";"White";"Bc4";5
82762;1092;"Thompson, J";"Black";"Bc5";6
82763;1092;"Morphy, Paul C";"White";"b4";7
82764;1092;"Thompson, J";"Black";"Bxb4";8
82765;1092;"Morphy, Paul C";"White";"c3";9
82766;1092;"Thompson, J";"Black";"Ba5";10
82817;1093;"Morphy, Paul C";"White";"e4";1
82818;1093;"Ware, Preston";"Black";"e5";2
82819;1093;"Morphy, Paul C";"White";"f4";3
82820;1093;"Ware, Preston";"Black";"exf4";4
82821;1093;"Morphy, Paul C";"White";"Nf3";5
82822;1093;"Ware, Preston";"Black";"g5";6
82823;1093;"Morphy, Paul C";"White";"Bc4";7
82824;1093;"Ware, Preston";"Black";"Bg7";8
82825;1093;"Morphy, Paul C";"White";"h4";9
82826;1093;"Ware, Preston";"Black";"h6";10
82868;1094;"Morphy, Paul C";"White";"e4";1
82869;1094;"Thompson, J";"Black";"c5";2
82870;1094;"Morphy, Paul C";"White";"f4";3
82871;1094;"Thompson, J";"Black";"e6";4
82872;1094;"Morphy, Paul C";"White";"Nf3";5
82873;1094;"Thompson, J";"Black";"Nc6";6
82874;1094;"Morphy, Paul C";"White";"c3";7
82875;1094;"Thompson, J";"Black";"d5";8
82876;1094;"Morphy, Paul C";"White";"e5";9
82877;1094;"Thompson, J";"Black";"Qc7";10
82930;1095;"Morphy, Paul C";"White";"e4";1
82931;1095;"Thompson, J";"Black";"c5";2
82932;1095;"Morphy, Paul C";"White";"f4";3
82933;1095;"Thompson, J";"Black";"e6";4
82934;1095;"Morphy, Paul C";"White";"Nf3";5
82935;1095;"Thompson, J";"Black";"Nc6";6
82936;1095;"Morphy, Paul C";"White";"c3";7
82937;1095;"Thompson, J";"Black";"d5";8
82938;1095;"Morphy, Paul C";"White";"e5";9
82939;1095;"Thompson, J";"Black";"d4";10
83022;1096;"Morphy, Paul C";"White";"e4";1
83023;1096;"Thompson, J";"Black";"e5";2
83024;1096;"Morphy, Paul C";"White";"Nf3";3
83025;1096;"Thompson, J";"Black";"Nc6";4
83026;1096;"Morphy, Paul C";"White";"Bc4";5
83027;1096;"Thompson, J";"Black";"Bc5";6
83028;1096;"Morphy, Paul C";"White";"b4";7
83029;1096;"Thompson, J";"Black";"Bxb4";8
83030;1096;"Morphy, Paul C";"White";"c3";9
83031;1096;"Thompson, J";"Black";"Ba5";10
83141;1098;"Morphy, Paul C";"White";"e4";1
83142;1098;"Thompson, J";"Black";"e5";2
83143;1098;"Morphy, Paul C";"White";"Nf3";3
83144;1098;"Thompson, J";"Black";"Nc6";4
83145;1098;"Morphy, Paul C";"White";"Bc4";5
83146;1098;"Thompson, J";"Black";"d6";6
83147;1098;"Morphy, Paul C";"White";"c3";7
83148;1098;"Thompson, J";"Black";"Nf6";8
83149;1098;"Morphy, Paul C";"White";"Qb3";9
83150;1098;"Thompson, J";"Black";"Qe7";10
83216;1099;"Morphy, Paul C";"White";"e4";1
83217;1099;"Delannoy";"Black";"e6";2
83218;1099;"Morphy, Paul C";"White";"f4";3
83219;1099;"Delannoy";"Black";"d5";4
83220;1099;"Morphy, Paul C";"White";"e5";5
83221;1099;"Delannoy";"Black";"c5";6
83222;1099;"Morphy, Paul C";"White";"Nf3";7
83223;1099;"Delannoy";"Black";"Nc6";8
83224;1099;"Morphy, Paul C";"White";"c3";9
83225;1099;"Delannoy";"Black";"Qb6";10
83276;1100;"Morphy, Paul C";"White";"e4";1
83277;1100;"Perrin, F";"Black";"e5";2
83278;1100;"Morphy, Paul C";"White";"Nf3";3
83279;1100;"Perrin, F";"Black";"Nc6";4
83280;1100;"Morphy, Paul C";"White";"Bc4";5
83281;1100;"Perrin, F";"Black";"Nf6";6
83282;1100;"Morphy, Paul C";"White";"d4";7
83283;1100;"Perrin, F";"Black";"exd4";8
83284;1100;"Morphy, Paul C";"White";"O-O";9
83285;1100;"Perrin, F";"Black";"Nxe4";10
83385;1101;"Morphy, Paul C";"White";"e4";1
83386;1101;"Perrin, F";"Black";"e5";2
83387;1101;"Morphy, Paul C";"White";"f4";3
83388;1101;"Perrin, F";"Black";"d5";4
83389;1101;"Morphy, Paul C";"White";"exd5";5
83390;1101;"Perrin, F";"Black";"exf4";6
83391;1101;"Morphy, Paul C";"White";"Nf3";7
83392;1101;"Perrin, F";"Black";"Qxd5";8
83393;1101;"Morphy, Paul C";"White";"Be2";9
83394;1101;"Perrin, F";"Black";"Nf6";10
83442;1102;"Morphy, Paul C";"White";"e4";1
83443;1102;"Thompson, J";"Black";"e5";2
83444;1102;"Morphy, Paul C";"White";"f4";3
83445;1102;"Thompson, J";"Black";"d5";4
83446;1102;"Morphy, Paul C";"White";"exd5";5
83447;1102;"Thompson, J";"Black";"Qxd5";6
83448;1102;"Morphy, Paul C";"White";"Nf3";7
83449;1102;"Thompson, J";"Black";"Bg4";8
83450;1102;"Morphy, Paul C";"White";"Be2";9
83451;1102;"Thompson, J";"Black";"Bxf3";10
83596;1103;"Morphy, Paul C";"White";"e4";1
83597;1103;"Thompson, J";"Black";"e5";2
83598;1103;"Morphy, Paul C";"White";"Nf3";3
83599;1103;"Thompson, J";"Black";"Nc6";4
83600;1103;"Morphy, Paul C";"White";"Bc4";5
83601;1103;"Thompson, J";"Black";"Bc5";6
83602;1103;"Morphy, Paul C";"White";"b4";7
83603;1103;"Thompson, J";"Black";"Bxb4";8
83604;1103;"Morphy, Paul C";"White";"c3";9
83605;1103;"Thompson, J";"Black";"Ba5";10
83639;1104;"Morphy, Paul C";"White";"e4";1
83640;1104;"Thompson, J";"Black";"e5";2
83641;1104;"Morphy, Paul C";"White";"Nf3";3
83642;1104;"Thompson, J";"Black";"Nc6";4
83643;1104;"Morphy, Paul C";"White";"Bc4";5
83644;1104;"Thompson, J";"Black";"Bc5";6
83645;1104;"Morphy, Paul C";"White";"b4";7
83646;1104;"Thompson, J";"Black";"Bb6";8
83647;1104;"Morphy, Paul C";"White";"a4";9
83648;1104;"Thompson, J";"Black";"a6";10
83688;1105;"Morphy, Paul C";"White";"e4";1
83689;1105;"Thompson, J";"Black";"e5";2
83690;1105;"Morphy, Paul C";"White";"Nf3";3
83691;1105;"Thompson, J";"Black";"d6";4
83692;1105;"Morphy, Paul C";"White";"d4";5
83693;1105;"Thompson, J";"Black";"exd4";6
83694;1105;"Morphy, Paul C";"White";"Bc4";7
83695;1105;"Thompson, J";"Black";"Nc6";8
83696;1105;"Morphy, Paul C";"White";"c3";9
83697;1105;"Thompson, J";"Black";"Ne5";10
83919;1107;"Morphy, Paul C";"White";"e4";1
83920;1107;"Saint Leon";"Black";"e5";2
83921;1107;"Morphy, Paul C";"White";"f4";3
83922;1107;"Saint Leon";"Black";"exf4";4
83923;1107;"Morphy, Paul C";"White";"Nf3";5
83924;1107;"Saint Leon";"Black";"g5";6
83925;1107;"Morphy, Paul C";"White";"Bc4";7
83926;1107;"Saint Leon";"Black";"g4";8
83927;1107;"Morphy, Paul C";"White";"d4";9
83928;1107;"Saint Leon";"Black";"gxf3";10
83976;1108;"Morphy, Paul C";"White";"e4";1
83977;1108;"Golmayo";"Black";"e5";2
83978;1108;"Morphy, Paul C";"White";"f4";3
83979;1108;"Golmayo";"Black";"exf4";4
83980;1108;"Morphy, Paul C";"White";"Nf3";5
83981;1108;"Golmayo";"Black";"g5";6
83982;1108;"Morphy, Paul C";"White";"Bc4";7
83983;1108;"Golmayo";"Black";"Bg7";8
83984;1108;"Morphy, Paul C";"White";"O-O";9
83985;1108;"Golmayo";"Black";"d6";10
84014;1109;"Morphy, Paul C";"White";"e4";1
84015;1109;"J. MacConnell jr";"Black";"e5";2
84016;1109;"Morphy, Paul C";"White";"Nf3";3
84017;1109;"J. MacConnell jr";"Black";"Nc6";4
84018;1109;"Morphy, Paul C";"White";"Bc4";5
84019;1109;"J. MacConnell jr";"Black";"Bc5";6
84020;1109;"Morphy, Paul C";"White";"b4";7
84021;1109;"J. MacConnell jr";"Black";"Bxb4";8
84022;1109;"Morphy, Paul C";"White";"c3";9
84023;1109;"J. MacConnell jr";"Black";"Bc5";10
84057;1110;"Morphy, Paul C";"White";"e4";1
84058;1110;"Maurian, C";"Black";"e6";2
84059;1110;"Morphy, Paul C";"White";"d4";3
84060;1110;"Maurian, C";"Black";"d5";4
84061;1110;"Morphy, Paul C";"White";"Nh3";5
84062;1110;"Maurian, C";"Black";"dxe4";6
84063;1110;"Morphy, Paul C";"White";"Bc4";7
84064;1110;"Maurian, C";"Black";"Nf6";8
84065;1110;"Morphy, Paul C";"White";"O-O";9
84066;1110;"Maurian, C";"Black";"b6";10
84146;1111;"Morphy, Paul C";"White";"e4";1
84147;1111;"Maurian, C";"Black";"e5";2
84148;1111;"Morphy, Paul C";"White";"f4";3
84149;1111;"Maurian, C";"Black";"d5";4
84150;1111;"Morphy, Paul C";"White";"exd5";5
84151;1111;"Maurian, C";"Black";"Qxd5";6
84152;1111;"Morphy, Paul C";"White";"Nf3";7
84153;1111;"Maurian, C";"Black";"Bg4";8
84154;1111;"Morphy, Paul C";"White";"Be2";9
84155;1111;"Maurian, C";"Black";"Bxf3";10
84280;1113;"Morphy, Paul C";"White";"e4";1
84281;1113;"Maurian, C";"Black";"e5";2
84282;1113;"Morphy, Paul C";"White";"Nf3";3
84283;1113;"Maurian, C";"Black";"Nc6";4
84284;1113;"Morphy, Paul C";"White";"Bc4";5
84285;1113;"Maurian, C";"Black";"Nf6";6
84286;1113;"Morphy, Paul C";"White";"d4";7
84287;1113;"Maurian, C";"Black";"exd4";8
84288;1113;"Morphy, Paul C";"White";"O-O";9
84289;1113;"Maurian, C";"Black";"Nxe4";10
84317;1114;"Morphy, Paul C";"White";"e4";1
84318;1114;"Maurian, C";"Black";"e5";2
84319;1114;"Morphy, Paul C";"White";"Nf3";3
84320;1114;"Maurian, C";"Black";"Nc6";4
84321;1114;"Morphy, Paul C";"White";"Bc4";5
84322;1114;"Maurian, C";"Black";"Bc5";6
84323;1114;"Morphy, Paul C";"White";"b4";7
84324;1114;"Maurian, C";"Black";"Bxb4";8
84325;1114;"Morphy, Paul C";"White";"c3";9
84326;1114;"Maurian, C";"Black";"Ba5";10
84410;1115;"Morphy, Paul C";"White";"e4";1
84411;1115;"Maurian, C";"Black";"e5";2
84412;1115;"Morphy, Paul C";"White";"f4";3
84413;1115;"Maurian, C";"Black";"exf4";4
84414;1115;"Morphy, Paul C";"White";"Nf3";5
84415;1115;"Maurian, C";"Black";"g5";6
84416;1115;"Morphy, Paul C";"White";"Bc4";7
84417;1115;"Maurian, C";"Black";"g4";8
84418;1115;"Morphy, Paul C";"White";"d4";9
84419;1115;"Maurian, C";"Black";"gxf3";10
84445;1116;"Morphy, Paul C";"White";"e4";1
84446;1116;"Maurian, C";"Black";"e5";2
84447;1116;"Morphy, Paul C";"White";"Nf3";3
84448;1116;"Maurian, C";"Black";"Nc6";4
84449;1116;"Morphy, Paul C";"White";"Bc4";5
84450;1116;"Maurian, C";"Black";"Bc5";6
84451;1116;"Morphy, Paul C";"White";"b4";7
84452;1116;"Maurian, C";"Black";"Bxb4";8
84453;1116;"Morphy, Paul C";"White";"c3";9
84454;1116;"Maurian, C";"Black";"Bc5";10
84513;1117;"Morphy, Paul C";"White";"e4";1
84514;1117;"Maurian, C";"Black";"e5";2
84515;1117;"Morphy, Paul C";"White";"Nf3";3
84516;1117;"Maurian, C";"Black";"Nc6";4
84517;1117;"Morphy, Paul C";"White";"Bc4";5
84518;1117;"Maurian, C";"Black";"Bc5";6
84519;1117;"Morphy, Paul C";"White";"b4";7
84520;1117;"Maurian, C";"Black";"Bxb4";8
84521;1117;"Morphy, Paul C";"White";"c3";9
84522;1117;"Maurian, C";"Black";"Bc5";10
84570;1118;"Morphy, Paul C";"White";"e4";1
84571;1118;"Maurian, C";"Black";"e5";2
84572;1118;"Morphy, Paul C";"White";"Nf3";3
84573;1118;"Maurian, C";"Black";"Nc6";4
84574;1118;"Morphy, Paul C";"White";"Bc4";5
84575;1118;"Maurian, C";"Black";"Bc5";6
84576;1118;"Morphy, Paul C";"White";"b4";7
84577;1118;"Maurian, C";"Black";"Bxb4";8
84578;1118;"Morphy, Paul C";"White";"c3";9
84579;1118;"Maurian, C";"Black";"Bc5";10
84626;1119;"Morphy, Paul C";"White";"e4";1
84627;1119;"Maurian, C";"Black";"e5";2
84628;1119;"Morphy, Paul C";"White";"Nf3";3
84629;1119;"Maurian, C";"Black";"Nc6";4
84630;1119;"Morphy, Paul C";"White";"Bc4";5
84631;1119;"Maurian, C";"Black";"Bc5";6
84632;1119;"Morphy, Paul C";"White";"d4";7
84633;1119;"Maurian, C";"Black";"Bxd4";8
84634;1119;"Morphy, Paul C";"White";"c3";9
84635;1119;"Maurian, C";"Black";"Bb6";10
84672;1120;"Morphy, Paul C";"White";"e4";1
84673;1120;"Maurian, C";"Black";"e5";2
84674;1120;"Morphy, Paul C";"White";"Nf3";3
84675;1120;"Maurian, C";"Black";"Nc6";4
84676;1120;"Morphy, Paul C";"White";"Bc4";5
84677;1120;"Maurian, C";"Black";"Bc5";6
84678;1120;"Morphy, Paul C";"White";"O-O";7
84679;1120;"Maurian, C";"Black";"Nf6";8
84680;1120;"Morphy, Paul C";"White";"b4";9
84681;1120;"Maurian, C";"Black";"Bxb4";10
84826;1122;"Morphy, Paul C";"White";"e4";1
84827;1122;"Maurian, C";"Black";"e5";2
84828;1122;"Morphy, Paul C";"White";"Nf3";3
84829;1122;"Maurian, C";"Black";"Nc6";4
84830;1122;"Morphy, Paul C";"White";"Bc4";5
84831;1122;"Maurian, C";"Black";"Bc5";6
84832;1122;"Morphy, Paul C";"White";"b4";7
84833;1122;"Maurian, C";"Black";"Bxb4";8
84834;1122;"Morphy, Paul C";"White";"c3";9
84835;1122;"Maurian, C";"Black";"Ba5";10
84888;1123;"Morphy, Paul C";"White";"e4";1
84889;1123;"Maurian, C";"Black";"e5";2
84890;1123;"Morphy, Paul C";"White";"f4";3
84891;1123;"Maurian, C";"Black";"exf4";4
84892;1123;"Morphy, Paul C";"White";"Nf3";5
84893;1123;"Maurian, C";"Black";"g5";6
84894;1123;"Morphy, Paul C";"White";"Bc4";7
84895;1123;"Maurian, C";"Black";"Bg7";8
84896;1123;"Morphy, Paul C";"White";"h4";9
84897;1123;"Maurian, C";"Black";"h6";10
85050;1125;"Morphy, Paul C";"White";"e4";1
85051;1125;"Maurian, C";"Black";"e5";2
85052;1125;"Morphy, Paul C";"White";"Nf3";3
85053;1125;"Maurian, C";"Black";"Nc6";4
85054;1125;"Morphy, Paul C";"White";"Bc4";5
85055;1125;"Maurian, C";"Black";"Bc5";6
85056;1125;"Morphy, Paul C";"White";"b4";7
85057;1125;"Maurian, C";"Black";"Bxb4";8
85058;1125;"Morphy, Paul C";"White";"c3";9
85059;1125;"Maurian, C";"Black";"Bc5";10
85144;1126;"Morphy, Paul C";"White";"e4";1
85145;1126;"Maurian, C";"Black";"e5";2
85146;1126;"Morphy, Paul C";"White";"Nf3";3
85147;1126;"Maurian, C";"Black";"Nc6";4
85148;1126;"Morphy, Paul C";"White";"Bc4";5
85149;1126;"Maurian, C";"Black";"Bc5";6
85150;1126;"Morphy, Paul C";"White";"b4";7
85151;1126;"Maurian, C";"Black";"Bxb4";8
85152;1126;"Morphy, Paul C";"White";"c3";9
85153;1126;"Maurian, C";"Black";"Ba5";10
85210;1127;"Morphy, Paul C";"White";"e4";1
85211;1127;"Maurian, C";"Black";"e5";2
85212;1127;"Morphy, Paul C";"White";"Nf3";3
85213;1127;"Maurian, C";"Black";"Nc6";4
85214;1127;"Morphy, Paul C";"White";"d4";5
85215;1127;"Maurian, C";"Black";"exd4";6
85216;1127;"Morphy, Paul C";"White";"Bc4";7
85217;1127;"Maurian, C";"Black";"Nf6";8
85218;1127;"Morphy, Paul C";"White";"O-O";9
85219;1127;"Maurian, C";"Black";"Be7";10
85304;1128;"Morphy, Paul C";"White";"e4";1
85305;1128;"Maurian, C";"Black";"e5";2
85306;1128;"Morphy, Paul C";"White";"Nf3";3
85307;1128;"Maurian, C";"Black";"Nc6";4
85308;1128;"Morphy, Paul C";"White";"Bc4";5
85309;1128;"Maurian, C";"Black";"Bc5";6
85310;1128;"Morphy, Paul C";"White";"b4";7
85311;1128;"Maurian, C";"Black";"Bxb4";8
85312;1128;"Morphy, Paul C";"White";"c3";9
85313;1128;"Maurian, C";"Black";"Ba5";10
85357;1129;"Morphy, Paul C";"White";"e4";1
85358;1129;"Maurian, C";"Black";"e5";2
85359;1129;"Morphy, Paul C";"White";"Nf3";3
85360;1129;"Maurian, C";"Black";"Nc6";4
85361;1129;"Morphy, Paul C";"White";"Bc4";5
85362;1129;"Maurian, C";"Black";"Bc5";6
85363;1129;"Morphy, Paul C";"White";"b4";7
85364;1129;"Maurian, C";"Black";"Bxb4";8
85365;1129;"Morphy, Paul C";"White";"c3";9
85366;1129;"Maurian, C";"Black";"Ba5";10
85431;1130;"Morphy, Paul C";"White";"e4";1
85432;1130;"Maurian, C";"Black";"e5";2
85433;1130;"Morphy, Paul C";"White";"Nf3";3
85434;1130;"Maurian, C";"Black";"Nc6";4
85435;1130;"Morphy, Paul C";"White";"d4";5
85436;1130;"Maurian, C";"Black";"Nxd4";6
85437;1130;"Morphy, Paul C";"White";"Nxe5";7
85438;1130;"Maurian, C";"Black";"Nc6";8
85439;1130;"Morphy, Paul C";"White";"Nxf7";9
85440;1130;"Maurian, C";"Black";"Kxf7";10
85494;1131;"Morphy, Paul C";"White";"e4";1
85495;1131;"Maurian, C";"Black";"e5";2
85496;1131;"Morphy, Paul C";"White";"Nf3";3
85497;1131;"Maurian, C";"Black";"Nc6";4
85498;1131;"Morphy, Paul C";"White";"Bc4";5
85499;1131;"Maurian, C";"Black";"Bc5";6
85500;1131;"Morphy, Paul C";"White";"d4";7
85501;1131;"Maurian, C";"Black";"Bxd4";8
85502;1131;"Morphy, Paul C";"White";"O-O";9
85503;1131;"Maurian, C";"Black";"Nf6";10
85576;1132;"Morphy, Paul C";"White";"e4";1
85577;1132;"Maurian, C";"Black";"e5";2
85578;1132;"Morphy, Paul C";"White";"f4";3
85579;1132;"Maurian, C";"Black";"exf4";4
85580;1132;"Morphy, Paul C";"White";"Nf3";5
85581;1132;"Maurian, C";"Black";"g5";6
85582;1132;"Morphy, Paul C";"White";"Bc4";7
85583;1132;"Maurian, C";"Black";"Bg7";8
85584;1132;"Morphy, Paul C";"White";"O-O";9
85585;1132;"Maurian, C";"Black";"d6";10
85643;1133;"Morphy, Paul C";"White";"e4";1
85644;1133;"Maurian, C";"Black";"e5";2
85645;1133;"Morphy, Paul C";"White";"Nf3";3
85646;1133;"Maurian, C";"Black";"d6";4
85647;1133;"Morphy, Paul C";"White";"d4";5
85648;1133;"Maurian, C";"Black";"Bg4";6
85649;1133;"Morphy, Paul C";"White";"Bc4";7
85650;1133;"Maurian, C";"Black";"Nd7";8
85651;1133;"Morphy, Paul C";"White";"c3";9
85652;1133;"Maurian, C";"Black";"Bxf3";10
85719;1134;"Morphy, Paul C";"White";"e4";1
85720;1134;"Maurian, C";"Black";"e5";2
85721;1134;"Morphy, Paul C";"White";"f4";3
85722;1134;"Maurian, C";"Black";"Bc5";4
85723;1134;"Morphy, Paul C";"White";"Nf3";5
85724;1134;"Maurian, C";"Black";"d6";6
85725;1134;"Morphy, Paul C";"White";"Bc4";7
85726;1134;"Maurian, C";"Black";"Nc6";8
85727;1134;"Morphy, Paul C";"White";"b4";9
85728;1134;"Maurian, C";"Black";"Bb6";10
85789;1135;"Morphy, Paul C";"White";"e4";1
85790;1135;"Maurian, C";"Black";"e5";2
85791;1135;"Morphy, Paul C";"White";"Nf3";3
85792;1135;"Maurian, C";"Black";"Nc6";4
85793;1135;"Morphy, Paul C";"White";"Bc4";5
85794;1135;"Maurian, C";"Black";"Nf6";6
85795;1135;"Morphy, Paul C";"White";"d4";7
85796;1135;"Maurian, C";"Black";"exd4";8
85797;1135;"Morphy, Paul C";"White";"e5";9
85798;1135;"Maurian, C";"Black";"d5";10
85825;1136;"Morphy, Paul C";"White";"e4";1
85826;1136;"Maurian, C";"Black";"e5";2
85827;1136;"Morphy, Paul C";"White";"f4";3
85828;1136;"Maurian, C";"Black";"exf4";4
85829;1136;"Morphy, Paul C";"White";"Nf3";5
85830;1136;"Maurian, C";"Black";"g5";6
85831;1136;"Morphy, Paul C";"White";"Bc4";7
85832;1136;"Maurian, C";"Black";"Bg7";8
85833;1136;"Morphy, Paul C";"White";"c3";9
85834;1136;"Maurian, C";"Black";"h6";10
85874;1137;"Morphy, Paul C";"White";"e4";1
85875;1137;"Maurian, C";"Black";"d5";2
85876;1137;"Morphy, Paul C";"White";"e5";3
85877;1137;"Maurian, C";"Black";"c5";4
85878;1137;"Morphy, Paul C";"White";"f4";5
85879;1137;"Maurian, C";"Black";"Nc6";6
85880;1137;"Morphy, Paul C";"White";"d3";7
85881;1137;"Maurian, C";"Black";"Nh6";8
85882;1137;"Morphy, Paul C";"White";"Be2";9
85883;1137;"Maurian, C";"Black";"Nd4";10
85942;1138;"Morphy, Paul C";"White";"e4";1
85943;1138;"Maurian, C";"Black";"e5";2
85944;1138;"Morphy, Paul C";"White";"f4";3
85945;1138;"Maurian, C";"Black";"exf4";4
85946;1138;"Morphy, Paul C";"White";"Nf3";5
85947;1138;"Maurian, C";"Black";"Ne7";6
85948;1138;"Morphy, Paul C";"White";"Bc4";7
85949;1138;"Maurian, C";"Black";"Ng6";8
85950;1138;"Morphy, Paul C";"White";"d4";9
85951;1138;"Maurian, C";"Black";"Be7";10
86020;1139;"Morphy, Paul C";"White";"e4";1
86021;1139;"Maurian, C";"Black";"e5";2
86022;1139;"Morphy, Paul C";"White";"Nf3";3
86023;1139;"Maurian, C";"Black";"Nc6";4
86024;1139;"Morphy, Paul C";"White";"Bc4";5
86025;1139;"Maurian, C";"Black";"Bc5";6
86026;1139;"Morphy, Paul C";"White";"b4";7
86027;1139;"Maurian, C";"Black";"Bxb4";8
86028;1139;"Morphy, Paul C";"White";"c3";9
86029;1139;"Maurian, C";"Black";"Ba5";10
86119;1141;"Morphy, Paul C";"White";"e4";1
86120;1141;"Maurian, C";"Black";"e5";2
86121;1141;"Morphy, Paul C";"White";"Nf3";3
86122;1141;"Maurian, C";"Black";"Nc6";4
86123;1141;"Morphy, Paul C";"White";"Bc4";5
86124;1141;"Maurian, C";"Black";"Bc5";6
86125;1141;"Morphy, Paul C";"White";"d4";7
86126;1141;"Maurian, C";"Black";"Bxd4";8
86127;1141;"Morphy, Paul C";"White";"c3";9
86128;1141;"Maurian, C";"Black";"Bb6";10
86185;1142;"Morphy, Paul C";"White";"e4";1
86186;1142;"Maurian, C";"Black";"e5";2
86187;1142;"Morphy, Paul C";"White";"f4";3
86188;1142;"Maurian, C";"Black";"exf4";4
86189;1142;"Morphy, Paul C";"White";"Nf3";5
86190;1142;"Maurian, C";"Black";"g5";6
86191;1142;"Morphy, Paul C";"White";"Bc4";7
86192;1142;"Maurian, C";"Black";"Bg7";8
86193;1142;"Morphy, Paul C";"White";"h4";9
86194;1142;"Maurian, C";"Black";"h6";10
86227;1143;"Morphy, Paul C";"White";"e4";1
86228;1143;"Maurian, C";"Black";"e5";2
86229;1143;"Morphy, Paul C";"White";"Nf3";3
86230;1143;"Maurian, C";"Black";"Nc6";4
86231;1143;"Morphy, Paul C";"White";"Bc4";5
86232;1143;"Maurian, C";"Black";"Bc5";6
86233;1143;"Morphy, Paul C";"White";"b4";7
86234;1143;"Maurian, C";"Black";"Bxb4";8
86235;1143;"Morphy, Paul C";"White";"c3";9
86236;1143;"Maurian, C";"Black";"Ba5";10
86301;1144;"Morphy, Paul C";"White";"e4";1
86302;1144;"Perrin, F";"Black";"e5";2
86303;1144;"Morphy, Paul C";"White";"Nf3";3
86304;1144;"Perrin, F";"Black";"Nc6";4
86305;1144;"Morphy, Paul C";"White";"Bc4";5
86306;1144;"Perrin, F";"Black";"Bc5";6
86307;1144;"Morphy, Paul C";"White";"b4";7
86308;1144;"Perrin, F";"Black";"Bxb4";8
86309;1144;"Morphy, Paul C";"White";"c3";9
86310;1144;"Perrin, F";"Black";"Bc5";10
86359;1146;"Pesitz";"White";"e4";1
86360;1146;"Reti, Richard";"Black";"e5";2
86361;1146;"Pesitz";"White";"Nf3";3
86362;1146;"Reti, Richard";"Black";"Nc6";4
86363;1146;"Pesitz";"White";"Bc4";5
86364;1146;"Reti, Richard";"Black";"Bc5";6
86365;1146;"Pesitz";"White";"c3";7
86366;1146;"Reti, Richard";"Black";"Nf6";8
86367;1146;"Pesitz";"White";"d4";9
86368;1146;"Reti, Richard";"Black";"exd4";10
86401;1147;"Reti, Richard";"White";"e4";1
86402;1147;"Johner, Paul F";"Black";"e5";2
86403;1147;"Reti, Richard";"White";"Nf3";3
86404;1147;"Johner, Paul F";"Black";"Nc6";4
86405;1147;"Reti, Richard";"White";"d4";5
86406;1147;"Johner, Paul F";"Black";"exd4";6
86407;1147;"Reti, Richard";"White";"Bc4";7
86408;1147;"Johner, Paul F";"Black";"Bc5";8
86409;1147;"Reti, Richard";"White";"c3";9
86410;1147;"Johner, Paul F";"Black";"Nf6";10
86519;1148;"Szabo, Stefan";"White";"e4";1
